month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min
11,22,14,0,2.99,175.93,0.00,1.690,233.90,21.78,263.80,32.93,476.47,0.00,53.67,'11_22_14_0'
11,22,14,15,3.01,194.73,0.00,1.690,233.43,21.80,262.47,32.99,475.40,0.00,53.60,'11_22_14_15'
11,22,14,30,3.03,211.31,0.00,1.685,232.53,21.96,261.07,33.10,469.73,0.00,53.79,'11_22_14_30'
11,22,14,45,3.05,207.70,0.00,1.679,232.49,21.93,261.67,33.06,469.40,0.00,53.63,'11_22_14_45'
11,22,15,0,3.07,166.85,0.00,1.676,230.17,22.35,264.33,32.89,392.47,0.00,52.65,'11_22_15_0'
11,22,15,15,3.09,181.71,0.00,1.673,223.90,23.03,289.33,33.14,373.67,0.00,52.57,'11_22_15_15'
11,22,15,30,3.11,192.91,0.00,1.671,230.05,22.80,302.60,33.20,371.00,0.00,52.71,'11_22_15_30'
11,22,15,45,3.13,78.79,71.13,1.676,203.46,22.21,260.33,32.50,230.93,0.00,50.99,'11_22_15_45'
11,22,16,0,3.13,0.00,236.06,1.656,75.65,16.81,250.73,31.84,74.67,0.00,49.31,'11_22_16_0'
11,22,16,15,3.09,0.00,230.27,1.608,73.80,18.68,250.67,31.77,73.00,0.00,49.41,'11_22_16_15'
11,22,16,30,3.04,0.00,240.55,1.557,74.40,18.54,249.93,31.86,73.80,0.00,49.31,'11_22_16_30'
11,22,16,45,3.00,0.00,237.60,1.501,75.18,17.80,253.27,31.65,75.07,0.00,49.07,'11_22_16_45'
11,22,17,0,2.96,0.00,245.95,1.445,74.76,17.96,256.00,31.47,74.07,0.00,48.85,'11_22_17_0'
11,22,17,15,2.91,0.00,243.35,1.385,73.93,18.48,257.60,31.31,73.20,0.00,48.89,'11_22_17_15'
11,22,17,30,2.87,0.00,278.02,1.329,94.36,19.51,258.53,31.24,93.87,0.00,48.63,'11_22_17_30'
11,22,17,45,2.82,0.00,332.65,1.289,139.89,20.37,263.47,30.86,138.87,0.00,47.90,'11_22_17_45'
11,22,18,0,2.76,0.00,364.63,1.255,141.69,19.07,268.13,30.49,141.07,0.00,47.41,'11_22_18_0'
11,22,18,15,2.70,0.00,388.37,1.217,154.45,20.09,270.73,30.28,153.00,0.00,47.12,'11_22_18_15'
11,22,18,30,2.63,0.00,396.55,1.191,167.99,20.67,271.53,30.18,166.67,0.00,47.07,'11_22_18_30'
11,22,18,45,2.56,0.00,402.93,1.162,167.53,20.48,276.00,29.85,166.40,0.00,46.83,'11_22_18_45'
11,22,19,0,2.50,0.00,391.20,1.132,167.70,20.61,272.27,30.06,166.13,0.00,46.97,'11_22_19_0'
11,22,19,15,2.43,0.00,395.17,1.101,168.12,20.30,273.67,29.96,167.33,0.00,46.82,'11_22_19_15'
11,22,19,30,2.36,0.00,407.17,1.069,168.90,20.00,271.53,29.82,168.47,0.00,46.71,'11_22_19_30'
11,22,19,45,2.29,0.00,405.72,1.039,167.36,20.38,271.00,29.81,166.20,0.00,46.73,'11_22_19_45'
11,22,20,0,2.22,0.00,309.07,1.006,192.73,21.07,269.07,30.27,118.33,0.00,47.97,'11_22_20_0'
11,22,20,15,2.17,88.50,5.59,0.990,243.97,22.16,248.53,31.90,397.87,0.00,51.87,'11_22_20_15'
11,22,20,30,2.17,115.34,0.00,0.990,249.26,22.67,249.27,31.89,421.47,0.00,52.11,'11_22_20_30'
11,22,20,45,2.18,121.61,0.00,0.989,248.86,22.75,247.33,32.08,422.60,0.00,52.18,'11_22_20_45'
11,22,21,0,2.19,156.73,0.00,0.989,241.29,22.69,247.33,32.02,419.73,0.00,52.12,'11_22_21_0'
11,22,21,15,2.20,172.50,0.00,0.990,224.59,21.75,246.80,32.07,420.27,0.00,52.10,'11_22_21_15'
11,22,21,30,2.22,200.71,0.00,0.987,212.20,21.72,245.33,32.22,418.20,0.00,52.35,'11_22_21_30'
11,22,21,45,2.24,239.97,0.00,0.985,201.73,21.77,244.00,32.35,414.73,0.00,52.48,'11_22_21_45'
11,22,22,0,2.27,276.22,0.00,0.987,201.12,21.72,240.00,32.65,412.60,0.00,52.75,'11_22_22_0'
11,22,22,15,2.30,316.21,0.00,0.985,205.19,21.82,261.40,32.89,409.47,0.00,52.92,'11_22_22_15'
11,22,22,30,2.34,339.74,0.00,0.984,195.72,21.78,261.07,33.03,405.27,0.00,53.10,'11_22_22_30'
11,22,22,45,2.38,395.15,0.00,0.983,173.87,20.88,258.80,33.56,421.53,0.00,53.76,'11_22_22_45'
11,22,23,0,2.43,427.63,0.00,0.994,340.62,22.50,262.93,33.85,423.93,0.00,54.12,'11_22_23_0'
11,22,23,15,2.49,406.73,0.00,1.057,389.99,23.46,264.93,33.69,382.00,0.00,53.39,'11_22_23_15'
11,22,23,30,2.54,314.10,0.00,1.130,398.69,23.91,271.60,33.15,255.07,0.00,51.74,'11_22_23_30'
11,22,23,45,2.58,249.67,0.00,1.210,396.91,24.86,274.47,32.87,193.40,0.00,51.10,'11_22_23_45'
11,23,0,0,2.61,271.51,0.00,1.287,390.39,24.81,274.00,32.87,212.13,0.00,51.23,'11_23_0_0'
11,23,0,15,2.64,282.56,0.00,1.369,403.70,24.75,272.80,32.99,211.67,0.00,51.22,'11_23_0_15'
11,23,0,30,2.68,279.71,0.00,1.459,404.78,24.76,270.33,33.18,212.20,0.00,51.50,'11_23_0_30'
11,23,0,45,2.71,280.92,0.00,1.553,405.89,24.69,270.47,33.17,210.13,0.00,51.44,'11_23_0_45'
11,23,1,0,2.75,276.81,0.00,1.643,398.24,24.61,269.40,33.18,212.00,0.00,51.51,'11_23_1_0'
11,23,1,15,2.78,265.16,0.00,1.729,417.12,24.54,265.73,33.03,212.33,0.00,51.31,'11_23_1_15'
11,23,1,30,2.82,273.38,0.00,1.818,402.57,24.52,258.47,33.15,211.80,0.00,51.43,'11_23_1_30'
11,23,1,45,2.85,282.21,0.00,1.907,396.04,24.70,256.60,33.32,210.27,0.00,51.62,'11_23_1_45'
11,23,2,0,2.88,302.85,0.00,1.996,394.36,24.73,253.40,33.58,250.53,0.00,52.16,'11_23_2_0'
11,23,2,15,2.92,337.19,0.00,2.082,402.82,24.80,252.93,33.61,281.67,0.00,52.41,'11_23_2_15'
11,23,2,30,2.96,352.82,0.00,2.169,399.70,24.71,250.87,33.78,276.33,0.00,52.65,'11_23_2_30'
11,23,2,45,3.01,324.71,0.00,2.258,403.00,24.69,252.27,33.65,281.40,0.00,52.43,'11_23_2_45'
11,23,3,0,3.05,303.87,0.00,2.346,406.74,24.69,254.33,33.50,280.47,0.00,52.28,'11_23_3_0'
11,23,3,15,3.08,295.86,0.00,2.431,414.74,24.92,253.40,33.57,277.93,0.00,52.27,'11_23_3_15'
11,23,3,30,3.12,303.28,0.00,2.512,411.09,24.91,253.80,33.54,276.13,0.00,52.37,'11_23_3_30'
11,23,3,45,3.16,305.89,0.00,2.599,405.34,24.69,253.07,33.63,274.67,0.00,52.51,'11_23_3_45'
11,23,4,0,3.19,288.77,0.00,2.683,415.65,24.81,253.60,33.62,274.40,0.00,52.50,'11_23_4_0'
11,23,4,15,3.23,176.01,0.00,2.766,430.97,25.18,257.87,33.26,162.87,0.00,51.42,'11_23_4_15'
11,23,4,30,3.25,205.59,0.00,2.851,437.90,25.01,256.93,33.36,204.87,0.00,51.84,'11_23_4_30'
11,23,4,45,3.27,196.95,0.00,2.937,423.47,25.27,255.73,33.40,207.40,0.00,51.69,'11_23_4_45'
11,23,5,0,3.30,170.38,0.00,3.025,374.08,21.69,258.67,33.22,208.73,0.00,51.56,'11_23_5_0'
11,23,5,15,3.31,182.11,0.00,3.089,282.71,16.47,256.13,33.39,252.87,0.00,52.24,'11_23_5_15'
11,23,5,30,3.33,276.97,0.00,3.113,165.30,13.96,252.47,33.65,379.27,0.00,53.43,'11_23_5_30'
11,23,5,45,3.36,240.78,0.00,3.112,200.99,20.89,254.07,33.52,383.60,0.00,53.26,'11_23_5_45'
11,23,6,0,3.39,159.20,0.00,3.111,227.91,21.73,256.80,33.18,384.33,0.00,52.99,'11_23_6_0'
11,23,6,15,3.41,97.84,0.00,3.111,243.75,21.73,259.40,33.13,385.87,0.00,52.84,'11_23_6_15'
11,23,6,30,3.42,79.31,0.00,3.118,257.78,21.70,259.27,33.14,385.33,0.00,52.80,'11_23_6_30'
11,23,6,45,3.42,62.74,0.00,3.120,277.57,21.70,259.80,33.07,387.67,0.00,52.92,'11_23_6_45'
11,23,7,0,3.42,40.79,0.00,3.120,292.32,21.80,261.67,32.94,385.80,0.00,52.67,'11_23_7_0'
11,23,7,15,3.42,13.55,0.82,3.120,307.74,21.54,261.07,32.95,384.73,0.00,52.78,'11_23_7_15'
11,23,7,30,3.42,9.55,7.43,3.103,223.74,20.98,258.07,33.18,387.33,0.00,52.75,'11_23_7_30'
11,23,7,45,3.41,62.11,0.00,3.071,204.93,20.96,260.13,33.07,384.67,0.00,52.82,'11_23_7_45'
11,23,8,0,3.41,131.64,0.00,3.035,178.76,20.41,258.07,33.17,457.87,0.00,53.78,'11_23_8_0'
11,23,8,15,3.42,161.40,0.00,2.997,174.44,20.15,257.60,33.26,506.67,0.00,54.39,'11_23_8_15'
11,23,8,30,3.44,147.00,0.00,2.954,161.81,20.28,258.47,33.24,506.67,0.00,54.41,'11_23_8_30'
11,23,8,45,3.45,173.37,0.00,2.916,161.70,20.25,257.73,33.27,504.53,0.00,54.39,'11_23_8_45'
11,23,9,0,3.47,154.81,0.00,2.875,173.38,20.30,257.47,33.28,505.07,0.00,54.39,'11_23_9_0'
11,23,9,15,3.48,180.31,0.00,2.839,170.37,20.25,255.60,33.43,503.27,0.00,54.45,'11_23_9_15'
11,23,9,30,3.50,156.21,0.00,2.795,177.41,20.22,256.47,33.34,506.40,0.00,54.40,'11_23_9_30'
11,23,9,45,3.52,164.73,0.00,2.755,187.57,20.15,258.27,33.24,499.93,0.00,54.43,'11_23_9_45'
11,23,10,0,3.54,164.73,0.00,2.713,178.53,20.27,255.40,33.44,501.07,0.00,54.44,'11_23_10_0'
11,23,10,15,3.55,139.37,0.00,2.671,178.75,20.27,257.93,33.21,479.73,0.00,54.00,'11_23_10_15'
11,23,10,30,3.57,131.17,0.00,2.634,159.38,20.24,256.73,33.33,448.93,0.00,53.74,'11_23_10_30'
11,23,10,45,3.58,147.31,0.00,2.595,170.90,20.19,257.27,33.31,449.60,0.00,53.80,'11_23_10_45'
11,23,11,0,3.59,136.20,0.00,2.555,157.15,19.89,254.00,33.52,450.53,0.00,53.80,'11_23_11_0'
11,23,11,15,3.60,149.05,0.00,2.515,142.23,19.77,256.27,33.41,451.87,0.00,53.78,'11_23_11_15'
11,23,11,30,3.62,130.50,0.00,2.472,133.01,19.72,254.67,33.46,453.67,0.00,53.73,'11_23_11_30'
11,23,11,45,3.63,153.70,0.00,2.435,138.59,19.73,254.80,33.46,452.00,0.00,53.95,'11_23_11_45'
11,23,12,0,3.65,171.74,0.00,2.394,162.57,19.39,253.53,33.59,476.73,0.00,54.28,'11_23_12_0'
11,23,12,15,3.67,205.50,0.00,2.355,174.26,19.96,253.67,33.59,493.60,0.00,54.57,'11_23_12_15'
11,23,12,30,3.69,192.47,0.00,2.315,146.38,19.82,254.53,33.54,494.13,0.00,54.55,'11_23_12_30'
11,23,12,45,3.71,182.29,0.00,2.275,163.94,19.71,252.80,33.65,493.40,0.00,54.57,'11_23_12_45'
11,23,13,0,3.73,176.22,0.00,2.233,141.82,19.69,252.67,33.62,493.80,0.00,54.59,'11_23_13_0'
11,23,13,15,3.74,147.62,0.00,2.199,138.07,19.73,253.73,33.55,499.40,0.00,54.51,'11_23_13_15'
11,23,13,30,3.76,161.45,0.00,2.166,129.37,19.81,251.53,33.72,494.13,0.00,54.59,'11_23_13_30'
11,23,13,45,3.77,179.53,0.00,2.128,136.99,19.73,254.20,33.54,490.47,0.00,54.59,'11_23_13_45'
11,23,14,0,3.79,163.49,0.00,2.091,167.79,20.97,253.07,33.64,494.40,0.00,54.50,'11_23_14_0'
11,23,14,15,3.81,159.57,0.00,2.074,230.56,22.52,251.20,33.76,491.60,0.00,54.59,'11_23_14_15'
11,23,14,30,3.83,199.11,0.00,2.071,230.80,22.11,250.20,33.84,481.67,0.00,54.63,'11_23_14_30'
11,23,14,45,3.84,179.59,0.00,2.066,229.88,22.37,253.47,33.59,446.33,0.00,54.14,'11_23_14_45'
11,23,15,0,3.86,96.45,109.96,2.062,239.02,22.77,261.87,32.97,280.53,0.00,51.42,'11_23_15_0'
11,23,15,15,3.85,0.00,341.57,2.054,176.39,20.89,260.60,31.63,169.33,0.00,48.62,'11_23_15_15'
11,23,15,30,3.80,0.00,344.37,2.028,175.33,21.36,254.87,31.71,174.73,0.00,48.65,'11_23_15_30'
11,23,15,45,3.74,0.00,348.39,2.017,175.57,21.27,255.40,31.63,174.33,0.00,48.44,'11_23_15_45'
11,23,16,0,3.68,0.00,308.11,2.003,175.94,21.40,255.27,31.76,175.53,0.00,48.72,'11_23_16_0'
11,23,16,15,3.62,0.00,326.83,1.989,175.65,21.33,257.60,31.54,174.93,0.00,48.53,'11_23_16_15'
11,23,16,30,3.56,0.00,310.37,1.967,176.61,21.06,255.27,31.73,175.07,0.00,48.59,'11_23_16_30'
11,23,16,45,3.51,0.00,346.06,1.940,175.43,21.12,261.47,31.22,175.13,0.00,48.20,'11_23_16_45'
11,23,17,0,3.46,0.00,369.02,1.909,174.97,21.14,262.53,31.16,174.20,0.00,48.17,'11_23_17_0'
11,23,17,15,3.39,0.00,321.43,1.889,176.38,21.17,257.33,31.54,175.13,0.00,48.65,'11_23_17_15'
11,23,17,30,3.34,0.00,323.41,1.866,175.21,21.20,260.73,31.30,174.93,0.00,48.23,'11_23_17_30'
11,23,17,45,3.28,0.00,329.89,1.846,175.39,21.14,259.93,31.31,174.87,0.00,48.27,'11_23_17_45'
11,23,18,0,3.22,0.00,385.71,1.825,174.58,20.64,268.60,30.67,173.80,0.00,47.58,'11_23_18_0'
11,23,18,15,3.15,0.00,429.59,1.789,173.62,20.76,272.53,30.33,172.53,0.00,47.13,'11_23_18_15'
11,23,18,30,3.09,0.00,414.13,1.755,175.67,20.05,273.07,30.26,174.40,0.00,47.05,'11_23_18_30'
11,23,18,45,3.01,0.00,443.51,1.720,172.54,20.67,272.73,30.03,171.60,0.00,46.79,'11_23_18_45'
11,23,19,0,2.94,0.00,410.30,1.692,172.17,20.72,267.73,30.02,171.80,0.00,46.92,'11_23_19_0'
11,23,19,15,2.87,0.00,413.20,1.661,173.01,20.61,267.27,30.06,171.60,0.00,46.94,'11_23_19_15'
11,23,19,30,2.80,0.00,438.37,1.633,172.58,20.70,268.00,29.79,171.53,0.00,46.80,'11_23_19_30'
11,23,19,45,2.72,0.00,445.89,1.595,171.38,20.67,272.00,29.65,169.80,0.00,46.59,'11_23_19_45'
11,23,20,0,2.65,0.00,397.25,1.564,159.46,20.24,265.73,30.15,158.60,0.00,47.07,'11_23_20_0'
11,23,20,15,2.59,0.00,370.86,1.528,95.75,16.90,266.53,30.12,94.93,0.00,47.44,'11_23_20_15'
11,23,20,30,2.52,0.00,353.67,1.475,93.65,18.17,263.00,30.40,92.87,0.00,47.83,'11_23_20_30'
11,23,20,45,2.46,0.00,322.48,1.423,93.64,18.42,260.40,30.59,92.20,0.00,48.23,'11_23_20_45'
11,23,21,0,2.40,0.00,290.85,1.372,92.54,19.06,258.20,30.71,91.87,0.00,48.23,'11_23_21_0'
11,23,21,15,2.35,0.00,278.99,1.324,92.22,19.14,256.00,30.88,91.67,0.00,48.35,'11_23_21_15'
11,23,21,30,2.30,0.00,228.75,1.275,92.82,19.07,252.33,31.19,92.00,0.00,48.59,'11_23_21_30'
11,23,21,45,2.26,0.00,208.88,1.233,92.97,19.13,250.07,31.31,92.00,0.00,48.85,'11_23_21_45'
11,23,22,0,2.22,0.00,205.19,1.184,94.51,17.52,254.13,31.04,93.80,0.00,48.56,'11_23_22_0'
11,23,22,15,2.18,0.00,166.42,1.146,93.20,18.67,251.07,31.29,92.67,0.00,48.80,'11_23_22_15'
11,23,22,30,2.15,0.00,123.03,1.115,85.56,19.86,247.07,31.61,84.60,0.00,49.22,'11_23_22_30'
11,23,22,45,2.13,207.61,1.45,1.089,146.45,20.51,237.93,32.35,229.07,0.00,51.45,'11_23_22_45'
11,23,23,0,2.14,373.70,0.00,1.093,284.47,21.42,248.53,33.05,384.93,0.00,52.92,'11_23_23_0'
11,23,23,15,2.19,409.77,0.00,1.147,332.07,22.68,262.87,33.48,378.67,0.00,53.33,'11_23_23_15'
11,23,23,30,2.24,421.59,0.00,1.196,307.43,22.66,262.67,33.49,376.00,0.00,53.24,'11_23_23_30'
11,23,23,45,2.30,425.16,0.00,1.251,318.83,22.88,263.00,33.49,364.27,0.00,53.14,'11_23_23_45'
11,24,0,0,2.35,399.69,0.00,1.313,346.99,23.24,263.00,33.44,341.47,0.00,52.82,'11_24_0_0'
11,24,0,15,2.40,383.45,0.00,1.377,346.59,23.54,266.80,33.17,298.87,0.00,52.40,'11_24_0_15'
11,24,0,30,2.45,353.35,0.00,1.439,321.48,23.78,263.13,33.40,275.60,0.00,52.12,'11_24_0_30'
11,24,0,45,2.50,368.45,0.00,1.500,311.92,23.76,262.87,33.47,272.87,0.00,52.22,'11_24_0_45'
11,24,1,0,2.55,367.59,0.00,1.555,315.35,23.86,264.36,33.33,277.60,0.00,52.26,'11_24_1_0'
11,24,1,15,2.59,371.55,0.00,1.612,322.62,24.32,263.00,33.49,289.07,0.00,52.46,'11_24_1_15'
11,24,1,30,2.64,381.76,0.00,1.669,312.60,24.28,261.40,33.60,287.40,0.00,52.58,'11_24_1_30'
11,24,1,45,2.69,390.73,0.00,1.727,312.23,24.41,260.00,33.72,295.87,0.00,52.68,'11_24_1_45'
11,24,2,0,2.73,398.09,0.00,1.790,329.50,24.76,257.33,33.93,317.93,0.00,52.97,'11_24_2_0'
11,24,2,15,2.78,376.65,0.00,1.856,323.38,24.78,258.47,33.86,319.27,0.00,52.93,'11_24_2_15'
11,24,2,30,2.83,401.28,0.00,1.922,325.95,24.71,257.93,33.95,314.80,0.00,53.09,'11_24_2_30'
11,24,2,45,2.88,405.68,0.00,1.987,322.48,24.70,256.27,34.03,314.40,0.00,53.15,'11_24_2_45'
11,24,3,0,2.94,399.97,0.00,2.051,333.05,24.72,254.87,34.17,312.87,0.00,53.24,'11_24_3_0'
11,24,3,15,2.98,404.50,0.00,2.113,338.32,24.75,256.27,34.05,312.33,0.00,53.22,'11_24_3_15'
11,24,3,30,3.04,386.67,0.00,2.174,340.74,24.80,254.20,34.19,313.67,0.00,53.20,'11_24_3_30'
11,24,3,45,3.09,392.79,0.00,2.235,336.44,24.75,254.80,34.18,311.07,0.00,53.27,'11_24_3_45'
11,24,4,0,3.13,353.34,0.00,2.299,341.98,25.09,259.67,33.80,307.27,0.00,52.97,'11_24_4_0'
11,24,4,15,3.18,319.87,0.00,2.362,350.30,25.22,260.13,33.73,292.33,0.00,52.54,'11_24_4_15'
11,24,4,30,3.22,314.24,0.00,2.424,351.43,25.27,259.40,33.80,280.73,0.00,52.67,'11_24_4_30'
11,24,4,45,3.26,295.33,0.00,2.486,345.21,25.59,261.13,33.64,279.80,0.00,52.65,'11_24_4_45'
11,24,5,0,3.29,262.68,0.00,2.549,342.68,25.73,260.93,33.62,281.20,0.00,52.48,'11_24_5_0'
11,24,5,15,3.32,238.27,0.00,2.612,354.14,25.77,264.40,33.37,284.53,0.00,52.30,'11_24_5_15'
11,24,5,30,3.35,212.69,0.00,2.675,354.65,25.75,263.93,33.39,283.47,0.00,52.27,'11_24_5_30'
11,24,5,45,3.37,163.97,0.00,2.725,255.26,23.51,265.13,33.24,287.47,0.00,52.22,'11_24_5_45'
11,24,6,0,3.39,116.51,0.00,2.730,200.01,21.68,266.20,33.22,289.47,0.00,52.22,'11_24_6_0'
11,24,6,15,3.39,30.81,1.35,2.731,241.60,21.67,267.93,33.05,294.00,0.00,52.00,'11_24_6_15'
11,24,6,30,3.39,14.23,4.68,2.730,241.61,21.79,266.00,33.20,296.73,0.00,52.07,'11_24_6_30'
11,24,6,45,3.38,52.47,0.87,2.726,233.56,21.73,266.87,33.12,370.27,0.00,52.67,'11_24_6_45'
11,24,7,0,3.38,118.83,0.00,2.706,227.39,21.63,265.87,33.22,464.13,0.00,53.99,'11_24_7_0'
11,24,7,15,3.39,123.12,0.00,2.678,233.01,21.14,266.00,33.21,507.80,0.00,54.39,'11_24_7_15'
11,24,7,30,3.40,103.98,0.00,2.639,207.02,20.50,250.80,33.17,486.40,0.00,54.01,'11_24_7_30'
11,24,7,45,3.40,104.31,0.00,2.599,194.62,20.56,249.73,33.10,449.53,0.00,53.59,'11_24_7_45'
11,24,8,0,3.41,103.73,0.00,2.563,194.66,20.18,247.93,33.15,451.60,0.00,53.61,'11_24_8_0'
11,24,8,15,3.42,107.75,0.00,2.530,195.95,20.38,248.87,33.14,449.93,0.00,53.63,'11_24_8_15'
11,24,8,30,3.43,104.94,0.00,2.488,197.40,20.33,247.73,33.22,449.87,0.00,53.73,'11_24_8_30'
11,24,8,45,3.43,129.86,0.00,2.451,207.67,20.43,248.00,33.19,449.00,0.00,53.76,'11_24_8_45'
11,24,9,0,3.44,127.23,0.00,2.410,196.36,20.37,247.73,33.22,450.73,0.00,53.61,'11_24_9_0'
11,24,9,15,3.45,134.60,0.00,2.368,182.59,20.27,248.40,33.17,453.13,0.00,53.64,'11_24_9_15'
11,24,9,30,3.47,139.81,0.00,2.325,190.21,20.53,247.00,33.31,451.60,0.00,53.72,'11_24_9_30'
11,24,9,45,3.47,121.58,0.00,2.284,191.86,20.50,249.07,33.12,455.67,0.00,53.66,'11_24_9_45'
11,24,10,0,3.48,140.88,0.00,2.239,196.36,20.39,248.00,33.20,454.00,0.00,53.80,'11_24_10_0'
11,24,10,15,3.50,123.01,0.00,2.199,188.25,20.67,248.00,33.22,455.13,0.00,53.69,'11_24_10_15'
11,24,10,30,3.51,144.32,0.00,2.159,176.19,20.39,249.60,33.20,452.87,0.00,53.80,'11_24_10_30'
11,24,10,45,3.52,158.00,0.00,2.123,182.60,20.33,247.47,33.37,452.60,0.00,53.83,'11_24_10_45'
11,24,11,0,3.53,100.01,5.31,2.073,181.02,20.31,249.53,33.20,456.60,0.00,53.65,'11_24_11_0'
11,24,11,15,3.54,14.32,12.25,2.037,198.55,20.93,250.80,33.12,456.80,0.00,53.50,'11_24_11_15'
11,24,11,30,3.53,70.65,1.21,2.011,224.05,21.97,249.27,33.18,454.00,0.00,53.62,'11_24_11_30'
11,24,11,45,3.53,173.04,0.00,1.991,230.73,22.12,248.00,33.31,449.33,0.00,53.81,'11_24_11_45'
11,24,12,0,3.55,157.93,0.00,1.967,230.73,21.90,246.67,33.45,446.87,0.00,53.76,'11_24_12_0'
11,24,12,15,3.56,142.99,1.16,1.943,231.36,22.01,248.20,33.31,447.07,0.00,53.69,'11_24_12_15'
11,24,12,30,3.58,137.58,0.00,1.918,231.24,21.85,247.27,33.35,447.13,0.00,53.77,'11_24_12_30'
11,24,12,45,3.59,143.47,0.00,1.891,227.69,22.23,247.40,33.34,447.07,0.00,53.71,'11_24_12_45'
11,24,13,0,3.60,103.49,0.00,1.877,227.49,22.20,248.27,33.26,390.47,0.00,53.01,'11_24_13_0'
11,24,13,15,3.61,74.50,0.00,1.865,232.12,21.90,246.33,33.39,391.13,0.00,53.04,'11_24_13_15'
11,24,13,30,3.61,79.03,0.00,1.840,229.40,22.14,249.73,33.17,388.93,0.00,53.01,'11_24_13_30'
11,24,13,45,3.62,82.74,0.00,1.817,227.95,22.16,249.53,33.18,390.00,0.00,52.96,'11_24_13_45'
11,24,14,0,3.62,91.79,0.00,1.807,228.32,22.20,247.87,33.33,388.00,0.00,53.10,'11_24_14_0'
11,24,14,15,3.63,4.44,213.29,1.789,180.42,20.76,264.47,31.85,157.20,0.00,49.09,'11_24_14_15'
11,24,14,30,3.59,0.00,383.24,1.764,194.11,21.37,264.53,30.97,194.20,0.00,47.57,'11_24_14_30'
11,24,14,45,3.52,0.00,381.99,1.736,196.35,21.15,263.53,31.02,195.27,0.00,47.82,'11_24_14_45'
11,24,15,0,3.46,0.00,377.75,1.713,194.93,21.42,264.13,31.01,194.73,0.00,47.63,'11_24_15_0'
11,24,15,15,3.39,0.00,373.65,1.688,196.83,21.24,262.80,31.06,195.47,0.00,48.01,'11_24_15_15'
11,24,15,30,3.33,0.00,368.63,1.661,195.93,21.30,264.20,30.93,194.67,0.00,47.85,'11_24_15_30'
11,24,15,45,3.27,0.00,355.23,1.645,195.69,21.36,263.67,30.99,195.47,0.00,47.81,'11_24_15_45'
11,24,16,0,3.21,0.00,360.39,1.625,195.28,21.35,264.87,30.90,194.33,0.00,47.71,'11_24_16_0'
11,24,16,15,3.14,0.00,344.90,1.605,195.61,21.31,262.80,31.03,194.40,0.00,47.78,'11_24_16_15'
11,24,16,30,3.09,0.00,339.16,1.592,195.28,21.67,262.33,31.10,194.13,0.00,47.93,'11_24_16_30'
11,24,16,45,3.03,0.00,355.23,1.579,194.18,21.70,266.80,30.73,193.27,0.00,47.59,'11_24_16_45'
11,24,17,0,2.97,0.00,357.83,1.567,194.40,21.35,266.13,30.76,193.67,0.00,47.56,'11_24_17_0'
11,24,17,15,2.90,0.00,344.91,1.551,194.61,21.50,267.20,30.68,193.60,0.00,47.43,'11_24_17_15'
11,24,17,30,2.84,0.00,345.83,1.535,194.25,21.57,267.47,30.64,192.67,0.00,47.59,'11_24_17_30'
11,24,17,45,2.78,0.00,363.47,1.518,193.45,21.50,270.13,30.40,191.47,0.00,47.36,'11_24_17_45'
11,24,18,0,2.72,0.00,404.13,1.498,181.68,20.90,274.47,30.03,180.33,0.00,46.92,'11_24_18_0'
11,24,18,15,2.65,0.00,394.63,1.470,153.92,20.31,272.20,30.20,152.93,0.00,47.12,'11_24_18_15'
11,24,18,30,2.58,0.00,362.36,1.435,152.24,20.17,268.73,30.48,151.67,0.00,47.66,'11_24_18_30'
11,24,18,45,2.52,0.00,366.07,1.401,152.50,19.16,271.33,30.28,151.00,0.00,47.36,'11_24_18_45'
11,24,19,0,2.45,0.00,381.51,1.359,150.70,18.67,273.40,30.02,149.40,0.00,47.16,'11_24_19_0'
11,24,19,15,2.39,0.00,367.96,1.321,148.03,19.74,273.53,30.10,147.40,0.00,47.29,'11_24_19_15'
11,24,19,30,2.33,0.00,363.39,1.286,146.52,19.67,274.60,29.95,145.73,0.00,46.86,'11_24_19_30'
11,24,19,45,2.26,0.00,373.35,1.251,146.69,19.77,276.20,29.83,145.40,0.00,47.07,'11_24_19_45'
11,24,20,0,2.20,0.00,355.86,1.216,146.70,19.76,274.53,29.97,145.40,0.00,47.21,'11_24_20_0'
11,24,20,15,2.14,0.00,385.24,1.179,145.73,19.65,277.93,29.66,145.27,0.00,46.61,'11_24_20_15'
11,24,20,30,2.07,0.00,355.46,1.142,146.84,19.52,275.20,29.88,145.13,0.00,46.99,'11_24_20_30'
11,24,20,45,2.01,0.00,332.12,1.105,144.52,20.46,274.33,29.98,143.67,0.00,47.10,'11_24_20_45'
11,24,21,0,1.95,51.17,149.45,1.077,185.46,21.63,259.47,31.08,204.33,0.00,49.78,'11_24_21_0'
11,24,21,15,1.93,171.73,0.00,1.070,233.83,22.76,251.67,31.76,397.00,0.00,51.74,'11_24_21_15'
11,24,21,30,1.94,186.24,0.00,1.066,223.72,22.75,250.93,31.84,396.20,0.00,51.76,'11_24_21_30'
11,24,21,45,1.96,237.75,0.00,1.066,192.34,22.24,247.53,32.05,390.80,0.00,52.01,'11_24_21_45'
