month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min
7,20,21,0,2.15,1.98,35.79,1.253,467.46,25.30,414.33,31.93,174.67,72.66,49.88,'7_20_21_0'
7,20,21,15,2.13,0.48,17.27,1.177,466.13,25.39,412.27,32.06,173.33,71.28,49.97,'7_20_21_15'
7,20,21,30,2.12,0.63,17.55,1.105,456.55,25.97,417.93,31.87,174.13,67.31,49.63,'7_20_21_30'
7,20,21,45,2.10,6.08,11.81,1.037,454.68,25.96,424.00,32.02,173.07,70.91,49.92,'7_20_21_45'
7,20,22,0,2.09,13.89,1.69,0.973,445.37,26.09,425.27,31.99,174.13,69.53,49.86,'7_20_22_0'
7,20,22,15,2.08,24.63,6.23,0.923,481.53,28.54,431.60,31.95,133.60,70.78,49.48,'7_20_22_15'
7,20,22,30,2.07,27.54,0.05,0.910,493.99,30.08,431.87,32.03,129.47,66.10,49.73,'7_20_22_30'
7,20,22,45,2.06,84.35,0.00,0.910,477.98,29.95,431.07,32.12,128.47,66.73,49.73,'7_20_22_45'
7,20,23,0,2.06,101.56,0.00,0.910,460.36,29.20,430.47,32.12,129.27,68.45,49.78,'7_20_23_0'
7,20,23,15,2.06,157.90,0.00,0.902,436.36,27.25,424.80,32.45,173.87,73.70,50.49,'7_20_23_15'
7,20,23,30,2.06,371.96,0.00,0.900,431.14,27.46,432.47,33.17,376.73,75.42,52.50,'7_20_23_30'
7,20,23,45,2.10,390.05,0.00,0.900,406.56,27.46,433.53,33.24,374.80,72.91,52.55,'7_20_23_45'
7,21,0,0,2.15,377.23,0.00,0.915,487.25,29.05,433.80,33.20,351.27,76.08,52.25,'7_21_0_0'
7,21,0,15,2.19,353.87,0.00,0.965,513.24,29.95,434.60,33.20,310.07,73.66,51.90,'7_21_0_15'
7,21,0,30,2.23,391.48,0.00,1.023,534.30,30.52,431.20,33.37,285.13,70.56,51.81,'7_21_0_30'
7,21,0,45,2.27,400.84,0.00,1.097,549.41,30.97,428.07,33.57,284.40,45.09,52.09,'7_21_0_45'
7,21,1,0,2.32,450.85,0.00,1.173,511.62,31.05,423.00,33.89,278.73,44.72,52.36,'7_21_1_0'
7,21,1,15,2.37,451.67,0.00,1.250,500.72,31.01,421.73,33.98,278.73,43.43,52.39,'7_21_1_15'
7,21,1,30,2.43,465.61,0.00,1.326,506.02,30.98,435.93,34.24,277.20,41.16,52.56,'7_21_1_30'
7,21,1,45,2.48,486.02,0.00,1.409,511.06,30.95,446.80,34.40,275.67,46.87,52.70,'7_21_1_45'
7,21,2,0,2.54,472.03,0.00,1.499,506.40,30.98,444.33,34.49,275.93,44.00,52.85,'7_21_2_0'
7,21,2,15,2.59,453.75,0.00,1.579,497.48,30.88,449.60,34.17,277.07,39.76,52.54,'7_21_2_15'
7,21,2,30,2.65,449.07,0.00,1.658,508.34,30.97,447.07,34.33,279.60,45.05,52.61,'7_21_2_30'
7,21,2,45,2.70,464.86,0.00,1.736,500.31,30.94,443.00,34.52,283.47,43.63,52.88,'7_21_2_45'
7,21,3,0,2.76,524.36,0.00,1.813,477.29,28.21,434.40,35.00,334.80,46.10,53.74,'7_21_3_0'
7,21,3,15,2.82,533.03,0.00,1.882,426.25,27.97,430.47,35.10,355.40,49.68,54.27,'7_21_3_15'
7,21,3,30,2.89,540.79,0.00,1.951,418.93,27.44,420.53,35.37,354.93,49.50,54.41,'7_21_3_30'
7,21,3,45,2.96,538.34,0.00,2.025,402.91,26.91,416.40,35.33,355.00,49.51,54.44,'7_21_3_45'
7,21,4,0,3.02,531.11,0.00,2.096,409.59,27.19,422.47,35.20,355.73,50.14,54.33,'7_21_4_0'
7,21,4,15,3.09,537.27,0.00,2.171,453.70,29.61,412.07,35.26,354.73,45.10,54.50,'7_21_4_15'
7,21,4,30,3.15,529.71,0.00,2.260,478.83,29.88,405.47,35.33,354.93,41.80,54.44,'7_21_4_30'
7,21,4,45,3.22,510.81,0.00,2.349,476.87,29.89,420.13,35.16,355.53,43.61,54.24,'7_21_4_45'
7,21,5,0,3.28,498.94,0.00,2.438,477.63,29.88,425.67,35.24,355.20,43.85,54.35,'7_21_5_0'
7,21,5,15,3.34,482.53,0.00,2.527,477.27,29.88,432.67,35.13,356.67,41.84,54.20,'7_21_5_15'
7,21,5,30,3.39,497.97,0.00,2.615,465.75,29.92,427.93,35.24,353.93,46.43,54.33,'7_21_5_30'
7,21,5,45,3.46,492.62,0.00,2.702,461.88,28.65,423.00,35.31,352.00,44.91,54.52,'7_21_5_45'
7,21,6,0,3.51,390.09,0.00,2.787,464.65,27.91,441.53,34.71,270.00,49.37,53.29,'7_21_6_0'
7,21,6,15,3.56,238.89,0.00,2.859,464.28,27.83,454.07,33.97,133.93,48.40,51.56,'7_21_6_15'
7,21,6,30,3.58,210.07,0.00,2.925,480.54,27.94,455.27,33.88,133.53,53.04,51.44,'7_21_6_30'
7,21,6,45,3.60,146.46,0.00,2.984,382.13,26.42,456.87,33.74,134.93,73.80,51.37,'7_21_6_45'
7,21,7,0,3.60,117.10,0.00,2.990,316.09,24.76,457.07,33.69,136.07,74.79,51.36,'7_21_7_0'
7,21,7,15,3.61,101.65,0.00,2.980,418.68,26.50,455.53,33.79,139.20,74.85,51.24,'7_21_7_15'
7,21,7,30,3.61,70.89,0.00,2.958,501.60,28.73,455.60,33.76,139.40,70.23,51.24,'7_21_7_30'
7,21,7,45,3.61,35.39,0.29,2.923,538.64,29.73,458.60,33.59,139.20,70.88,51.29,'7_21_7_45'
7,21,8,0,3.60,26.14,3.32,2.885,617.11,30.25,454.20,33.61,137.73,72.03,51.21,'7_21_8_0'
7,21,8,15,3.59,1.59,14.18,2.824,602.41,30.77,458.93,33.50,137.60,69.90,51.12,'7_21_8_15'
7,21,8,30,3.58,0.00,44.85,2.744,615.06,30.01,463.27,33.24,116.47,71.07,50.36,'7_21_8_30'
7,21,8,45,3.55,0.00,150.69,2.658,634.17,29.29,465.73,33.07,6.13,72.61,50.18,'7_21_8_45'
7,21,9,0,3.52,0.00,134.98,2.569,617.42,29.24,465.27,33.03,6.87,73.04,50.17,'7_21_9_0'
7,21,9,15,3.49,0.00,145.16,2.485,607.78,29.75,467.87,32.86,6.60,71.27,49.90,'7_21_9_15'
7,21,9,30,3.46,0.00,125.57,2.406,603.11,29.82,465.80,33.00,6.27,76.96,50.21,'7_21_9_30'
7,21,9,45,3.42,0.00,135.12,2.327,601.28,29.95,468.20,32.84,6.73,70.00,49.82,'7_21_9_45'
7,21,10,0,3.39,0.00,128.57,2.255,579.45,30.97,466.20,32.88,7.00,71.04,50.22,'7_21_10_0'
7,21,10,15,3.35,0.00,139.03,2.205,573.48,30.95,466.13,32.87,6.53,70.74,50.11,'7_21_10_15'
7,21,10,30,3.32,0.00,141.21,2.159,566.31,30.95,467.00,32.79,7.20,67.94,50.02,'7_21_10_30'
7,21,10,45,3.29,0.00,180.75,2.117,558.21,30.89,416.80,32.28,7.07,69.35,49.73,'7_21_10_45'
7,21,11,0,3.25,0.00,207.42,2.082,576.38,31.63,354.93,32.14,6.67,65.99,49.58,'7_21_11_0'
7,21,11,15,3.20,0.00,210.70,2.053,560.02,32.09,362.20,31.93,6.67,66.37,49.36,'7_21_11_15'
7,21,11,30,3.16,0.00,210.15,2.035,561.65,31.97,362.27,31.96,6.40,64.41,49.59,'7_21_11_30'
7,21,11,45,3.11,0.00,191.84,2.022,556.81,32.00,362.87,32.01,7.33,67.57,49.59,'7_21_11_45'
7,21,12,0,3.08,0.00,194.93,2.013,540.88,32.02,367.73,31.84,7.13,62.39,49.28,'7_21_12_0'
7,21,12,15,3.03,0.00,202.73,2.010,528.19,32.06,369.27,31.84,6.47,62.07,49.29,'7_21_12_15'
7,21,12,30,2.99,43.35,59.32,2.010,514.31,32.05,398.40,32.65,144.53,64.72,50.72,'7_21_12_30'
7,21,12,45,2.97,60.01,0.00,2.010,517.25,32.07,422.40,32.96,206.67,66.76,50.90,'7_21_12_45'
7,21,13,0,2.97,80.95,0.00,2.010,529.84,31.97,421.20,33.01,203.07,67.98,50.99,'7_21_13_0'
7,21,13,15,2.97,96.79,0.00,2.010,560.24,31.85,422.80,32.93,202.00,69.97,51.04,'7_21_13_15'
7,21,13,30,2.97,43.83,7.86,2.007,575.24,31.74,423.07,32.88,184.87,68.48,50.75,'7_21_13_30'
7,21,13,45,2.96,0.00,125.14,1.995,562.73,32.01,430.60,32.50,7.07,66.89,49.63,'7_21_13_45'
7,21,14,0,2.93,0.00,109.81,1.976,561.53,31.99,431.53,32.48,7.13,67.03,49.66,'7_21_14_0'
7,21,14,15,2.91,0.00,99.98,1.956,567.16,31.79,434.13,32.46,6.53,68.68,49.77,'7_21_14_15'
7,21,14,30,2.88,0.00,92.29,1.938,570.39,31.95,452.47,32.48,6.93,68.57,49.77,'7_21_14_30'
7,21,14,45,2.85,0.00,99.38,1.919,573.48,31.93,451.80,32.49,6.87,67.95,49.58,'7_21_14_45'
7,21,15,0,2.82,0.00,95.59,1.902,560.00,31.95,452.00,32.42,7.07,68.02,49.69,'7_21_15_0'
7,21,15,15,2.80,0.00,62.63,1.891,561.36,31.97,447.80,32.65,6.93,68.08,49.89,'7_21_15_15'
7,21,15,30,2.77,0.00,76.33,1.884,548.12,32.11,450.13,32.52,7.07,67.85,49.76,'7_21_15_30'
7,21,15,45,2.75,103.01,23.87,1.877,541.94,32.05,444.53,32.87,152.27,69.88,50.97,'7_21_15_45'
7,21,16,0,2.75,162.17,0.00,1.870,539.73,32.03,445.60,32.77,249.20,67.10,51.20,'7_21_16_0'
7,21,16,15,2.76,47.45,0.00,1.870,487.68,30.82,442.47,32.90,114.13,71.12,50.35,'7_21_16_15'
7,21,16,30,2.75,70.95,0.00,1.870,446.91,29.88,443.00,32.90,113.27,68.90,50.47,'7_21_16_30'
7,21,16,45,2.75,86.17,0.00,1.870,427.41,29.99,444.13,32.82,114.87,70.64,50.42,'7_21_16_45'
7,21,17,0,2.75,74.66,0.00,1.870,442.48,29.92,443.33,32.88,114.47,69.70,50.48,'7_21_17_0'
7,21,17,15,2.75,180.07,0.00,1.870,427.62,29.95,438.87,33.10,232.93,69.64,51.36,'7_21_17_15'
7,21,17,30,2.76,207.56,0.00,1.870,467.88,29.93,439.93,33.04,286.73,72.48,51.58,'7_21_17_30'
7,21,17,45,2.78,194.07,0.00,1.870,473.87,29.92,437.27,33.14,284.53,69.82,51.53,'7_21_17_45'
7,21,18,0,2.80,191.79,0.00,1.870,497.20,29.96,442.33,32.95,281.33,70.69,51.46,'7_21_18_0'
7,21,18,15,2.81,74.07,0.00,1.870,501.86,29.32,443.13,32.81,159.53,71.25,50.65,'7_21_18_15'
7,21,18,30,2.81,44.90,0.00,1.867,455.24,29.05,442.27,32.86,109.53,70.58,50.40,'7_21_18_30'
7,21,18,45,2.80,14.47,8.15,1.860,451.83,28.99,444.13,32.72,111.20,69.21,50.30,'7_21_18_45'
7,21,19,0,2.79,7.43,7.67,1.847,481.24,28.92,444.93,32.71,120.73,71.01,50.21,'7_21_19_0'
7,21,19,15,2.78,22.03,0.14,1.822,467.85,28.90,443.07,32.79,131.93,70.58,50.34,'7_21_19_15'
7,21,19,30,2.77,31.59,0.39,1.795,465.62,28.99,443.80,32.72,133.20,70.66,50.29,'7_21_19_30'
7,21,19,45,2.76,38.53,0.00,1.769,479.34,28.93,444.13,32.74,132.80,68.04,50.43,'7_21_19_45'
7,21,20,0,2.75,10.07,12.83,1.737,485.02,28.73,445.80,32.63,135.13,69.41,50.14,'7_21_20_0'
7,21,20,15,2.74,0.00,133.30,1.701,467.03,25.29,427.60,31.95,51.33,72.15,49.35,'7_21_20_15'
7,21,20,30,2.70,0.00,124.13,1.654,468.84,25.46,411.00,32.07,44.67,71.24,49.91,'7_21_20_30'
7,21,20,45,2.67,9.40,18.91,1.581,450.99,26.44,404.33,32.50,157.40,70.93,50.49,'7_21_20_45'
7,21,21,0,2.66,15.14,5.69,1.507,458.79,26.10,406.00,32.46,191.80,73.19,50.56,'7_21_21_0'
7,21,21,15,2.65,0.00,65.87,1.428,466.78,25.48,410.00,32.19,153.00,71.89,50.01,'7_21_21_15'
7,21,21,30,2.63,0.00,42.21,1.354,508.79,28.35,404.27,32.32,148.13,67.32,50.08,'7_21_21_30'
7,21,21,45,2.61,0.00,35.84,1.311,515.70,29.95,409.33,32.27,137.33,66.28,50.02,'7_21_21_45'
7,21,22,0,2.59,0.91,15.71,1.281,502.98,29.87,408.73,32.33,124.80,66.62,50.03,'7_21_22_0'
7,21,22,15,2.57,7.96,5.44,1.259,463.63,28.44,408.33,32.37,106.33,70.45,50.08,'7_21_22_15'
7,21,22,30,2.56,7.63,3.76,1.235,471.93,29.46,407.33,32.44,102.80,68.71,50.18,'7_21_22_30'
7,21,22,45,2.55,28.93,0.73,1.230,485.83,29.88,409.40,32.39,128.47,69.88,50.16,'7_21_22_45'
7,21,23,0,2.54,92.01,0.00,1.230,487.99,29.95,407.40,32.48,153.07,69.50,50.32,'7_21_23_0'
7,21,23,15,2.54,144.09,0.00,1.230,487.37,28.97,406.53,32.57,153.07,74.65,50.34,'7_21_23_15'
7,21,23,30,2.54,148.40,0.00,1.230,451.89,28.63,405.60,32.61,153.07,71.00,50.35,'7_21_23_30'
7,21,23,45,2.55,202.55,0.00,1.230,411.22,27.32,431.20,32.85,151.20,77.45,50.53,'7_21_23_45'
7,22,0,0,2.56,186.49,0.00,1.245,530.19,29.03,448.33,32.72,116.60,73.84,50.29,'7_22_0_0'
7,22,0,15,2.58,178.38,0.00,1.296,556.56,29.90,445.40,32.88,101.67,74.60,50.37,'7_22_0_15'
7,22,0,30,2.59,226.14,0.00,1.347,542.94,29.97,442.20,33.01,99.13,73.74,50.56,'7_22_0_30'
7,22,0,45,2.61,265.57,0.00,1.401,528.27,29.96,439.00,33.21,97.73,46.96,50.75,'7_22_0_45'
7,22,1,0,2.63,278.93,0.00,1.455,515.04,30.05,439.60,33.19,97.67,45.53,50.72,'7_22_1_0'
7,22,1,15,2.66,272.91,0.00,1.526,559.90,31.58,436.13,33.39,96.00,42.68,50.82,'7_22_1_15'
7,22,1,30,2.69,274.26,0.00,1.597,540.06,28.83,437.87,33.29,95.60,50.83,50.72,'7_22_1_30'
7,22,1,45,2.72,270.05,0.00,1.669,524.98,28.90,435.20,33.41,96.67,47.46,50.74,'7_22_1_45'
7,22,2,0,2.74,260.37,0.00,1.742,509.75,28.24,439.53,33.14,97.27,49.78,50.60,'7_22_2_0'
7,22,2,15,2.76,249.32,0.00,1.803,486.70,27.33,437.13,33.29,96.60,50.99,50.73,'7_22_2_15'
7,22,2,30,2.79,254.43,0.00,1.857,478.63,27.46,437.60,33.27,98.53,51.56,50.65,'7_22_2_30'
7,22,2,45,2.81,278.69,0.00,1.912,452.08,27.37,431.60,33.59,138.33,51.90,51.13,'7_22_2_45'
7,22,3,0,2.84,258.14,0.00,1.965,472.29,27.31,440.00,33.10,161.53,47.78,50.80,'7_22_3_0'
7,22,3,15,2.86,347.23,0.00,2.016,466.46,27.33,425.33,33.93,239.00,48.54,52.20,'7_22_3_15'
7,22,3,30,2.90,484.63,0.00,2.072,438.24,27.37,416.53,34.46,363.80,49.11,53.64,'7_22_3_30'
7,22,3,45,2.96,509.01,0.00,2.125,435.00,27.34,409.60,34.87,359.27,50.21,54.06,'7_22_3_45'
7,22,4,0,3.01,457.71,0.00,2.178,451.27,27.31,417.87,34.47,364.07,45.46,53.66,'7_22_4_0'
7,22,4,15,3.07,453.85,0.00,2.233,451.64,27.35,416.93,34.50,361.87,50.67,53.75,'7_22_4_15'
7,22,4,30,3.12,467.79,0.00,2.289,456.81,27.37,415.00,34.65,360.53,51.12,53.84,'7_22_4_30'
7,22,4,45,3.17,427.47,0.00,2.343,473.51,27.36,417.53,34.52,360.93,48.01,53.67,'7_22_4_45'
7,22,5,0,3.22,400.65,0.00,2.395,504.45,28.23,421.00,34.33,364.27,45.09,53.51,'7_22_5_0'
7,22,5,15,3.27,339.11,0.00,2.454,519.57,29.40,426.73,33.96,346.13,42.46,52.59,'7_22_5_15'
7,22,5,30,3.31,303.59,0.00,2.527,505.88,29.46,429.47,33.81,288.40,48.04,52.32,'7_22_5_30'
7,22,5,45,3.34,335.69,0.00,2.601,510.99,29.46,425.07,34.06,284.73,45.06,52.65,'7_22_5_45'
7,22,6,0,3.37,300.65,0.00,2.673,524.87,29.41,428.60,33.86,288.20,43.72,52.46,'7_22_6_0'
7,22,6,15,3.40,289.01,0.00,2.731,532.86,29.33,429.60,33.80,282.60,45.93,52.41,'7_22_6_15'
7,22,6,30,3.43,130.20,0.00,2.788,588.37,30.91,433.47,33.56,116.87,50.48,51.22,'7_22_6_30'
7,22,6,45,3.44,62.83,0.00,2.834,485.79,27.45,432.53,33.61,116.07,71.34,51.06,'7_22_6_45'
7,22,7,0,3.43,42.63,0.00,2.833,416.07,26.85,436.00,33.40,117.93,71.15,51.07,'7_22_7_0'
7,22,7,15,3.43,26.18,0.00,2.799,475.82,28.56,436.27,33.39,118.27,69.14,51.08,'7_22_7_15'
7,22,7,30,3.42,18.39,0.58,2.763,508.03,28.69,436.33,33.37,119.33,71.02,50.89,'7_22_7_30'
7,22,7,45,3.41,20.75,2.27,2.721,583.93,29.98,437.27,33.31,117.07,69.38,50.93,'7_22_7_45'
7,22,8,0,3.39,0.00,131.48,2.669,600.81,30.68,441.73,32.75,21.53,69.71,50.10,'7_22_8_0'
7,22,8,15,3.37,0.00,205.09,2.585,632.86,29.50,450.07,32.39,6.67,69.13,49.44,'7_22_8_15'
7,22,8,30,3.33,0.00,228.58,2.493,639.37,28.96,452.67,32.33,6.40,65.61,49.41,'7_22_8_30'
7,22,8,45,3.28,0.00,203.31,2.407,636.04,29.34,451.20,32.38,6.40,69.44,49.56,'7_22_8_45'
7,22,9,0,3.24,0.00,189.19,2.321,636.02,29.34,452.60,32.29,6.20,68.68,49.55,'7_22_9_0'
7,22,9,15,3.20,0.00,193.15,2.233,643.22,28.82,451.53,32.37,6.87,70.41,49.57,'7_22_9_15'
7,22,9,30,3.16,0.00,206.59,2.145,652.52,27.85,452.00,32.27,6.60,71.72,49.28,'7_22_9_30'
7,22,9,45,3.12,0.00,165.70,2.055,615.40,27.19,451.33,32.31,6.73,70.73,49.41,'7_22_9_45'
7,22,10,0,3.08,0.00,159.19,1.969,585.19,28.07,451.47,32.30,6.67,70.78,49.41,'7_22_10_0'
7,22,10,15,3.05,0.00,157.01,1.890,574.74,29.33,449.47,32.37,6.80,68.07,49.54,'7_22_10_15'
7,22,10,30,3.01,0.00,131.41,1.823,564.48,30.01,448.33,32.41,7.00,68.93,49.43,'7_22_10_30'
7,22,10,45,2.98,0.00,125.59,1.758,561.18,30.05,449.40,32.37,6.53,65.10,49.77,'7_22_10_45'
7,22,11,0,2.94,0.00,147.81,1.691,559.37,30.35,448.33,32.38,6.93,65.61,49.71,'7_22_11_0'
7,22,11,15,2.91,0.00,157.06,1.632,560.01,30.41,452.13,32.16,7.27,65.44,49.44,'7_22_11_15'
7,22,11,30,2.87,0.00,131.53,1.589,562.57,31.32,448.73,32.34,7.20,65.50,49.69,'7_22_11_30'
7,22,11,45,2.84,0.00,104.36,1.561,588.19,32.08,447.93,32.37,6.67,64.85,49.49,'7_22_11_45'
7,22,12,0,2.81,0.00,122.58,1.539,583.65,32.16,438.87,32.27,6.80,63.84,49.40,'7_22_12_0'
7,22,12,15,2.77,0.00,70.65,1.522,571.61,32.49,416.40,32.35,89.07,64.83,50.04,'7_22_12_15'
7,22,12,30,2.75,0.00,41.25,1.520,559.53,32.37,415.33,32.46,119.33,62.76,50.03,'7_22_12_30'
7,22,12,45,2.73,0.00,53.16,1.520,545.34,32.57,416.33,32.44,118.00,63.43,50.05,'7_22_12_45'
7,22,13,0,2.71,2.12,19.77,1.520,577.77,32.14,414.87,32.50,117.80,67.84,50.09,'7_22_13_0'
7,22,13,15,2.69,0.00,34.34,1.520,587.82,31.74,416.53,32.42,117.93,67.62,49.91,'7_22_13_15'
7,22,13,30,2.67,0.00,69.68,1.500,576.55,32.26,420.33,32.25,117.60,65.33,49.78,'7_22_13_30'
7,22,13,45,2.64,1.59,101.90,1.479,576.70,32.11,423.40,32.03,28.40,67.80,49.14,'7_22_13_45'
7,22,14,0,2.62,0.00,117.43,1.457,581.60,31.95,423.60,32.04,6.53,67.67,49.34,'7_22_14_0'
7,22,14,15,2.59,0.00,179.12,1.428,588.74,31.66,428.93,31.72,6.73,65.75,48.98,'7_22_14_15'
7,22,14,30,2.55,0.00,150.84,1.393,598.02,31.32,423.53,32.01,6.87,69.63,49.33,'7_22_14_30'
7,22,14,45,2.52,0.00,127.94,1.360,587.36,31.71,425.20,31.95,6.87,66.33,49.29,'7_22_14_45'
7,22,15,0,2.48,0.00,121.29,1.333,586.35,32.05,425.67,31.88,6.87,65.70,49.29,'7_22_15_0'
7,22,15,15,2.45,0.00,106.15,1.313,575.99,32.37,424.47,31.98,6.93,65.38,49.37,'7_22_15_15'
7,22,15,30,2.43,0.00,99.97,1.295,574.74,32.35,425.93,31.93,7.33,66.58,49.07,'7_22_15_30'
7,22,15,45,2.40,1.06,106.11,1.279,576.19,32.39,423.60,32.05,18.00,68.08,49.53,'7_22_15_45'
7,22,16,0,2.37,28.74,1.45,1.270,563.02,32.90,420.07,32.27,102.60,67.52,49.79,'7_22_16_0'
7,22,16,15,2.36,32.79,1.73,1.270,530.09,31.53,420.80,32.27,113.20,65.73,49.87,'7_22_16_15'
7,22,16,30,2.35,63.61,0.00,1.270,481.94,31.02,420.33,32.28,121.47,68.74,50.02,'7_22_16_30'
7,22,16,45,2.34,60.91,0.00,1.270,486.76,30.97,421.27,32.28,135.33,68.24,49.97,'7_22_16_45'
7,22,17,0,2.34,40.93,0.00,1.270,460.51,31.07,421.53,32.26,151.60,69.03,50.14,'7_22_17_0'
7,22,17,15,2.33,62.69,0.00,1.270,454.50,30.96,418.67,32.39,151.07,67.27,50.12,'7_22_17_15'
7,22,17,30,2.32,63.46,0.00,1.270,473.56,30.97,422.00,32.28,151.00,69.94,50.11,'7_22_17_30'
7,22,17,45,2.32,54.92,0.00,1.270,474.87,30.95,421.27,32.29,150.93,68.66,50.13,'7_22_17_45'
7,22,18,0,2.31,70.03,0.00,1.270,487.48,30.67,428.13,32.18,155.80,69.21,50.03,'7_22_18_0'
7,22,18,15,2.31,55.35,0.00,1.270,523.72,30.57,431.07,32.34,159.20,70.58,50.11,'7_22_18_15'
7,22,18,30,2.30,59.26,0.00,1.267,510.48,30.55,431.07,32.35,159.00,69.19,49.97,'7_22_18_30'
7,22,18,45,2.30,32.71,0.19,1.260,501.48,30.50,434.20,32.19,105.67,68.55,49.71,'7_22_18_45'
7,22,19,0,2.29,7.33,6.36,1.251,511.45,30.47,432.60,32.20,107.33,66.78,49.73,'7_22_19_0'
7,22,19,15,2.27,24.61,0.05,1.233,514.61,30.56,432.73,32.18,106.53,69.17,49.76,'7_22_19_15'
7,22,19,30,2.26,17.80,6.90,1.219,517.93,30.50,432.60,32.16,107.40,67.40,49.87,'7_22_19_30'
7,22,19,45,2.25,0.58,20.35,1.199,522.27,30.46,433.60,32.12,108.60,68.64,49.65,'7_22_19_45'
7,22,20,0,2.23,11.05,2.37,1.178,527.39,30.46,434.40,32.12,107.80,67.47,49.64,'7_22_20_0'
7,22,20,15,2.22,0.00,79.03,1.147,551.29,30.41,440.20,31.71,20.40,63.69,48.63,'7_22_20_15'
7,22,20,30,2.19,0.00,89.57,1.109,576.78,30.39,440.93,31.67,7.80,67.31,48.97,'7_22_20_30'
7,22,20,45,2.16,0.00,95.25,1.072,594.97,30.27,441.07,31.64,7.60,68.27,48.94,'7_22_20_45'
7,22,21,0,2.13,0.00,101.63,1.032,605.75,29.88,442.07,31.56,7.80,70.70,48.94,'7_22_21_0'
7,22,21,15,2.10,12.59,46.10,0.984,562.57,30.92,439.07,31.76,56.67,68.21,48.99,'7_22_21_15'
7,22,21,30,2.08,23.25,6.36,0.944,570.14,32.34,431.33,31.97,111.07,66.91,49.59,'7_22_21_30'
7,22,21,45,2.07,10.23,2.85,0.912,579.38,32.04,436.53,31.83,76.40,69.60,49.46,'7_22_21_45'
7,22,22,0,2.05,9.45,9.36,0.889,572.71,31.96,436.33,31.92,77.87,66.33,49.39,'7_22_22_0'
7,22,22,15,2.04,17.89,1.97,0.878,539.02,31.78,441.53,32.00,76.07,68.66,49.39,'7_22_22_15'
7,22,22,30,2.02,85.80,0.00,0.870,515.69,31.92,446.07,32.03,119.87,65.64,49.61,'7_22_22_30'
7,22,22,45,2.02,127.75,0.00,0.870,505.88,31.05,443.27,32.17,128.67,68.43,49.78,'7_22_22_45'
7,22,23,0,2.03,192.89,0.00,0.870,464.39,28.99,437.93,32.45,205.93,68.90,50.78,'7_22_23_0'
7,22,23,15,2.04,358.20,0.00,0.863,457.64,28.48,432.13,32.82,372.73,72.35,52.11,'7_22_23_15'
7,22,23,30,2.08,325.56,0.00,0.851,437.15,28.41,433.00,32.78,334.93,70.44,51.63,'7_22_23_30'
7,22,23,45,2.11,353.74,0.00,0.848,430.79,28.35,431.67,32.86,333.67,73.37,51.82,'7_22_23_45'
7,23,0,0,2.15,335.09,0.00,0.854,549.33,31.04,432.20,32.78,330.53,72.62,51.61,'7_23_0_0'
7,23,0,15,2.18,304.79,0.00,0.905,556.67,32.20,432.07,32.81,275.20,69.04,51.20,'7_23_0_15'
7,23,0,30,2.21,367.72,0.00,0.957,544.15,32.49,427.27,33.13,264.80,65.59,51.38,'7_23_0_30'
7,23,0,45,2.25,399.27,0.00,1.017,571.33,31.94,423.33,33.37,249.47,45.84,51.71,'7_23_0_45'
7,23,1,0,2.29,398.20,0.00,1.083,572.44,31.97,422.27,33.41,242.80,42.72,51.54,'7_23_1_0'
7,23,1,15,2.34,404.99,0.00,1.153,544.08,32.41,423.07,33.39,213.47,40.46,51.48,'7_23_1_15'
7,23,1,30,2.38,412.76,0.00,1.234,542.18,32.53,422.60,33.44,213.60,39.69,51.49,'7_23_1_30'
7,23,1,45,2.42,426.84,0.00,1.321,534.04,32.47,418.40,33.71,220.53,40.23,51.87,'7_23_1_45'
7,23,2,0,2.47,432.81,0.00,1.411,556.30,32.51,417.40,33.76,228.73,43.57,51.87,'7_23_2_0'
7,23,2,15,2.52,439.91,0.00,1.495,501.29,32.46,418.00,33.76,226.47,37.91,52.07,'7_23_2_15'
7,23,2,30,2.57,449.95,0.00,1.586,514.35,32.54,411.40,34.13,238.60,43.38,52.50,'7_23_2_30'
7,23,2,45,2.62,508.89,0.00,1.683,497.70,32.50,423.67,34.62,278.27,40.52,53.03,'7_23_2_45'
7,23,3,0,2.68,523.40,0.00,1.778,533.10,32.46,434.67,34.73,275.00,42.14,53.15,'7_23_3_0'
7,23,3,15,2.74,514.50,0.00,1.875,504.12,32.48,436.13,34.67,278.33,41.67,53.03,'7_23_3_15'
7,23,3,30,2.80,556.39,0.00,1.970,481.14,31.36,428.13,35.12,336.27,41.22,53.85,'7_23_3_30'
7,23,3,45,2.87,595.21,0.00,2.067,454.00,30.57,416.53,35.47,351.53,42.62,54.65,'7_23_3_45'
7,23,4,0,2.94,576.77,0.00,2.160,450.17,28.85,421.47,35.42,354.20,47.16,54.50,'7_23_4_0'
7,23,4,15,3.01,575.83,0.00,2.249,461.67,28.82,419.20,35.36,352.20,50.62,54.58,'7_23_4_15'
7,23,4,30,3.08,569.02,0.00,2.327,426.19,28.92,417.93,35.41,351.13,47.43,54.61,'7_23_4_30'
7,23,4,45,3.15,571.81,0.00,2.403,468.56,28.86,415.53,35.53,349.87,49.54,54.67,'7_23_4_45'
