num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
20288,7,31,7,45,3.84,254.01,0,2.949,424.82,27.6,440.47,34.3,166.47,80.98,52.16
20289,7,31,8,0,3.86,196.66,0,2.928,425.46,27.63,437.87,34.07,131.87,80.17,51.77
20290,7,31,8,15,3.88,131.02,0,2.893,488.57,28.47,442.4,34.02,83.93,80.9,51.47
20291,7,31,8,30,3.88,91.48,0,2.851,582.67,31.61,444.2,34.01,80.8,80.15,51.38
20292,7,31,8,45,3.88,50.26,0,2.809,601.82,31.35,444.4,34,72.73,78.87,51.22
20293,7,31,9,0,3.86,28.4,1.69,2.767,604.28,31.03,447.07,33.82,74.4,83.14,51.23
20294,7,31,9,15,3.85,0.63,53.05,2.723,601.41,31.23,451.47,33.53,25.2,81.3,50.8
20295,7,31,9,30,3.83,0,89.27,2.683,602.85,31.17,453.87,33.41,6.93,80.54,50.51
20296,7,31,9,45,3.8,0,131.17,2.645,604.51,30.96,442,33.12,7.07,79.93,50.57
20297,7,31,10,0,3.76,0,153.07,2.605,594.57,31.59,431.93,32.89,7.6,80.44,49.8
20298,7,31,10,15,3.72,0,175.53,2.566,593.31,31.6,433.13,32.81,7.07,78.78,50.07
20299,7,31,10,30,3.68,0,168.78,2.532,596.74,31.37,434.27,32.76,7.07,75.28,50.01
20300,7,31,10,45,3.64,0,175.4,2.491,595.54,31.55,435.67,32.64,7.13,77.75,49.93
20301,7,31,11,0,3.59,0,143.95,2.454,606.41,31,432.93,32.84,6.87,69.44,50
20302,7,31,11,15,3.55,0,155.96,2.421,585.46,32.22,436.33,32.67,7.33,82.7,49.82
20303,7,31,11,30,3.51,0,130.17,2.399,581.14,32.27,434.8,32.76,7.13,80.17,50.01
20304,7,31,11,45,3.48,0,134.23,2.367,580.56,32.34,436.67,32.65,7.4,70.11,49.95
20305,7,31,12,0,3.44,0,85.11,2.345,577.65,32.69,429.13,33.05,45.33,78.69,50.39
20306,7,31,12,15,3.41,0,71.56,2.336,570.04,32.84,429.27,33.06,93.67,77.28,50.48
20307,7,31,12,30,3.38,0,70.21,2.322,573.49,32.7,429.07,33.03,92.33,80.91,50.41
20308,7,31,12,45,3.35,0,32.84,2.312,575.25,32.56,429.47,33.08,90.2,78.22,50.54
20309,7,31,13,0,3.33,0,65.34,2.289,513.99,29.31,433.13,32.83,45.53,79.22,49.87
20310,7,31,13,15,3.31,0,88.73,2.247,467.16,25.65,432.73,32.86,6.87,76.58,49.99
20311,7,31,13,30,3.28,0,93.07,2.208,468.98,25.39,435.67,32.69,7.07,76.71,49.93
20312,7,31,13,45,3.25,0,80.53,2.159,462.18,25.55,433.87,32.8,7,78.92,49.86
20313,7,31,14,0,3.22,0,79.57,2.087,452.13,26.28,433.6,32.8,6.67,79.37,50.2
20314,7,31,14,15,3.19,0,73.97,2.011,445.52,26.68,434.13,32.78,7.2,79.23,49.77
20315,7,31,14,30,3.16,0,41.53,1.94,443.03,26.67,434.4,32.8,6.67,78.78,50.1
20316,7,31,14,45,3.13,0,51.88,1.866,443.31,26.93,433.47,32.88,6.53,79.24,49.98
20317,7,31,15,0,3.11,0,27.44,1.801,466.9,27.93,431.47,32.98,8,80.52,50.09
20318,7,31,15,15,3.09,4.96,4.44,1.752,467.83,27.86,431.6,32.97,8.13,77.78,50.33
20319,7,31,15,30,3.07,4.2,23.04,1.717,457.3,27.99,432.13,32.91,8.4,79.92,50.03
20320,7,31,15,45,3.05,22.17,0.91,1.685,446.55,27.97,430.8,33,8.67,79,50.42
20321,7,31,16,0,3.03,25.18,0.05,1.654,448.78,28.03,431.33,32.99,8.13,78.57,50.11
20322,7,31,16,15,3.02,35.25,0.43,1.631,442.22,27.97,431.33,32.98,8.13,80.06,50.23
20323,7,31,16,30,3.01,87.83,0,1.611,433.24,27.97,430.13,33.05,32.13,78.74,50.36
20324,7,31,16,45,3,69.84,0,1.596,416.86,27.48,432.2,32.93,38.33,77.83,50.36
20325,7,31,17,0,3,21.45,5.74,1.582,390.52,27.01,432.93,32.9,6.6,77.6,50.23
20326,7,31,17,15,2.98,44.18,0,1.566,401.33,26.95,432.33,33,6.93,76.69,50.09
20327,7,31,17,30,2.97,46.63,0,1.544,391.65,26.89,431.93,32.96,6.53,81.2,50.18
20328,7,31,17,45,2.96,33.19,0,1.524,417.05,27.44,432.4,32.95,6.07,81.52,50.23
20329,7,31,18,0,2.94,33.71,0.34,1.506,425.8,27.64,433.07,32.93,6.27,78.43,50.28
20330,7,31,18,15,2.93,19.87,3.53,1.484,431.74,27.64,435.53,32.76,6.47,81.28,49.93
20331,7,31,18,30,2.91,6.37,6.22,1.471,428.48,27.61,437.13,32.68,6.4,80.02,50.01
20332,7,31,18,45,2.89,0.29,18.47,1.457,430.1,27.5,436.93,32.65,6.27,80.8,50.03
20333,7,31,19,0,2.87,57.34,11.67,1.431,443.33,26.95,435.27,32.79,72.73,77.68,50.38
20334,7,31,19,15,2.85,161.07,0,1.397,445.96,26.76,432.07,32.9,205.4,81.92,50.9
20335,7,31,19,30,2.86,142.69,0,1.358,446.25,26.83,432.47,32.93,204.47,81.56,50.92
20336,7,31,19,45,2.86,151.81,0,1.323,445,26.97,430.87,33.01,204.47,80.49,50.95
20337,7,31,20,0,2.87,136.47,0,1.287,481.64,27.88,433.4,32.91,205.8,77.62,50.9
20338,7,31,20,15,2.87,109.33,0,1.255,534.51,29.96,432.67,32.93,204.53,79.43,50.96
20339,7,31,20,30,2.87,111.53,0,1.219,550.22,29.97,434.33,32.84,205.6,78.22,50.78
20340,7,31,20,45,2.86,37.01,1.78,1.182,539.05,30.05,436.33,32.72,136,76.92,50.45
20341,7,31,21,0,2.85,12.68,3.22,1.147,533.55,29.88,438.07,32.61,102.87,79.82,50.15
20342,7,31,21,15,2.83,2.13,16.83,1.107,558.56,29.99,437.47,32.62,104.53,78.4,50.07
20343,7,31,21,30,2.81,6.89,4.67,1.079,523.62,30.06,429.93,32.76,101.6,67.91,50.22
20344,7,31,21,45,2.79,12.44,2.27,1.061,500.28,29.87,436.8,32.63,102.47,78.42,50.12
20345,7,31,22,0,2.78,21.31,6.41,1.041,493.32,29.94,436.33,32.71,102.4,82.28,50.13
20346,7,31,22,15,2.76,67.66,0,1.019,484.93,29.53,435.2,32.78,100.8,79.29,50.27
20347,7,31,22,30,2.75,103.79,0,1.001,467.32,29.48,435.27,32.81,101.27,78.72,50.31
20348,7,31,22,45,2.75,138.35,0,1,431.24,29.12,432.53,32.97,119.53,79.85,50.41
20349,7,31,23,0,2.75,331.51,0,1,467.77,28.53,427.73,33.24,293.07,26.31,51.88
20350,7,31,23,15,2.78,380.17,0,0.999,486.89,28.99,423.67,33.47,285.73,0.35,52.08
20351,7,31,23,30,2.81,404.61,0,0.99,466.57,28.94,421.67,33.61,281.2,0.11,52.14
20352,7,31,23,45,2.85,407.5,0,0.99,449.43,28.98,419.8,33.76,258.2,0,52.14
20353,8,1,0,0,2.89,403.03,0,1.003,549.23,28.18,419.8,33.71,252.4,0,52.1
20354,8,1,0,15,2.93,417.54,0,1.047,584.32,29.71,431.07,34,250.53,0,52.12
20355,8,1,0,30,2.97,466.39,0,1.098,567.34,30.27,443.27,34.35,244.4,0,52.49
20356,8,1,0,45,3.01,501.88,0,1.158,567.65,30.53,435.47,34.76,239.87,0,52.88
20357,8,1,1,0,3.07,492.23,0,1.223,559.2,30.9,439.07,34.58,238.47,0,52.73
20358,8,1,1,15,3.11,498.85,0,1.285,588.76,31.43,438.53,34.56,222,0,52.5
20359,8,1,1,30,3.17,479.27,0,1.359,559.72,31.81,438.13,34.59,221.53,0,52.59
20360,8,1,1,45,3.22,437.7,0,1.433,574.37,31.88,442.27,34.36,225.87,0,52.31
20361,8,1,2,0,3.26,434.02,0,1.507,593.86,31.2,438.4,34.52,222.07,0,52.5
20362,8,1,2,15,3.3,447.14,0,1.579,586.42,31.56,439,34.52,219.4,0,52.61
20363,8,1,2,30,3.35,461.99,0,1.649,583.72,31.75,437.6,34.65,219.93,0,52.62
20364,8,1,2,45,3.39,485.19,0,1.712,560.95,32.66,434.4,34.82,216.53,0,52.83
20365,8,1,3,0,3.44,446.62,0,1.776,585.84,32.2,440.53,34.44,222.73,0,52.52
20366,8,1,3,15,3.48,430.32,0,1.841,562.48,32.82,439,34.56,223.4,0,52.56
20367,8,1,3,30,3.52,442.23,0,1.909,552.79,32.79,433.27,34.84,219.93,0,52.75
20368,8,1,3,45,3.57,455.39,0,1.986,553.65,32.93,431.8,34.97,218.67,0,52.88
20369,8,1,4,0,3.61,407.99,0,2.062,560.33,32.41,438.2,34.61,224.13,0,52.6
20370,8,1,4,15,3.65,400.55,0,2.132,594.52,31.52,438.93,34.56,223.6,0,52.62
20371,8,1,4,30,3.69,404.03,0,2.205,584.25,31.69,434.73,34.78,222.13,0,52.69
20372,8,1,4,45,3.73,395.4,0,2.279,577.69,32.2,438.4,34.61,220.53,0,52.67
20373,8,1,5,0,3.77,333.91,0,2.355,580.65,31.98,441.8,34.41,226.27,0,52.45
20374,8,1,5,15,3.8,275.08,0,2.43,590.98,31.89,444.47,34.21,230.4,0,52.18
20375,8,1,5,30,3.82,313.65,0,2.501,561.81,32.44,440.4,34.44,226.07,0,52.47
20376,8,1,5,45,3.85,374.51,0,2.577,579.84,32.34,437.27,34.62,219.93,0,52.7
20377,8,1,6,0,3.88,330.01,0,2.649,590.4,31.56,441.4,34.41,224.33,0,52.43
20378,8,1,6,15,3.91,290.56,0,2.716,614.69,30.73,440.8,34.44,221.6,0,52.46
20379,8,1,6,30,3.94,260.01,0,2.775,616.2,29.84,442.8,34.32,223.67,0,52.43
20380,8,1,6,45,3.96,154.75,0,2.814,574.94,29.16,446.27,34.06,138.47,0,51.69
20381,8,1,7,0,3.96,108.6,0,2.805,538.38,30.11,448.2,33.97,113.87,0,51.56
20382,8,1,7,15,3.96,105.61,0,2.777,582.68,30.86,447,34.01,113.73,0,51.65
20383,8,1,7,30,3.96,60.91,0.19,2.739,575.26,30.96,446.13,33.99,112.93,39.44,51.62
20384,8,1,7,45,3.95,8.2,95.05,2.699,610.31,31.54,429.27,33.14,66.93,77.4,50.37
20385,8,1,8,0,3.92,0,131.66,2.655,638.66,31.89,415.53,32.88,66,81.85,49.98
20386,8,1,8,15,3.88,0,153.35,2.57,647.69,31.61,426.93,32.51,66,76.62,49.65
20387,8,1,8,30,3.83,0,208.72,2.463,658.49,31.37,429.67,32.48,66.07,73.56,49.58
20388,8,1,8,45,3.78,0,289.8,2.347,699.92,32.44,438.87,31.92,132.8,65.58,48.33
20389,8,1,9,0,3.72,0,305.69,2.231,687.54,33.03,441.8,31.69,148.4,76.89,48.16
20390,8,1,9,15,3.65,0,293.79,2.127,678.46,33.12,441.8,31.71,150.07,74.37,48.18
20391,8,1,9,30,3.59,0,275.02,2.024,695.71,33.58,440.67,31.8,146.93,69.17,48.19
20392,8,1,9,45,3.53,0,280.85,1.937,685.89,33.87,439.6,31.86,137.53,73.61,48.53
20393,8,1,10,0,3.47,0,140.68,1.857,686.8,34.03,425.67,32.69,58.4,75.31,49.97
20394,8,1,10,15,3.43,0,133.35,1.785,659.13,34.1,424.27,32.79,56.93,81.03,50.11
20395,8,1,10,30,3.39,0,138.65,1.737,646.45,34.07,428.13,32.52,65.13,70.11,49.7
20396,8,1,10,45,3.35,0,246.03,1.692,644.47,34.05,440.07,31.82,146.2,74.24,48.31
20397,8,1,11,0,3.3,0,251.69,1.649,652.62,33.99,442.6,31.68,145.67,73.55,48.17
20398,8,1,11,15,3.24,0,275.13,1.611,640.2,34.07,447.87,31.35,144.47,70.14,47.82
20399,8,1,11,30,3.18,5.74,121.34,1.582,588.29,33.18,426.27,32.59,126.53,80.16,50
20400,8,1,11,45,3.14,0,53.33,1.562,571.13,32.83,423.6,32.8,85.27,77.19,50.08
20401,8,1,12,0,3.11,6.99,19.23,1.55,561.98,33.13,419.53,32.99,120,79.92,50.59
20402,8,1,12,15,3.1,3.81,13.25,1.549,539.86,32.29,421,32.91,124.47,77.77,50.63
20403,8,1,12,30,3.08,0,42.96,1.543,518.59,31.46,423.53,32.78,124.53,79.31,50.37
20404,8,1,12,45,3.05,2.41,9.16,1.535,531.06,31.49,423.13,32.79,123.6,77.19,50.41
20405,8,1,13,0,3.03,13.6,8.91,1.521,535.71,31.46,420.53,32.97,121.47,79.82,50.59
20406,8,1,13,15,3.02,11.09,32.65,1.503,544.89,31.41,424.2,32.73,91.07,76.23,50.08
20407,8,1,13,30,2.99,0,118.82,1.48,554.22,31.54,429.4,32.41,8,76.97,49.65
20408,8,1,13,45,2.96,0,107.74,1.459,549.46,31.58,430.47,32.37,7.93,81.31,49.68
20409,8,1,14,0,2.93,0,109.48,1.434,553.66,31.44,430.47,32.35,8,76.78,49.66
20410,8,1,14,15,2.89,2.89,30.77,1.408,549.11,31.3,424.53,32.72,93.13,82.05,50.12
20411,8,1,14,30,2.87,50.64,0.34,1.393,540.87,30.89,423.73,32.76,125.33,78.16,50.36
20412,8,1,14,45,2.85,38.01,0,1.368,538.13,30.9,426,32.62,125.33,80.63,50.32
20413,8,1,15,0,2.83,21.46,3.19,1.346,525.25,30.97,423.67,32.7,124.07,79.03,50.32
20414,8,1,15,15,2.81,31.25,0.82,1.323,512.35,29.94,423.67,32.73,124.53,79.29,50.29
20415,8,1,15,30,2.8,73.3,0,1.303,486.58,29.6,421.27,32.87,122.73,79.36,50.54
20416,8,1,15,45,2.79,88.39,0,1.283,473.03,28.9,420.73,32.88,124.07,80.33,50.44
20417,8,1,16,0,2.78,70.79,0,1.265,460.33,28.94,423.73,32.71,124.27,80.52,50.32
20418,8,1,16,15,2.77,107.98,0,1.251,449.3,28.94,421,32.88,168.8,79.41,50.71
20419,8,1,16,30,2.77,129.33,0,1.243,426.27,27.97,420.93,32.86,176.27,79.29,50.87
20420,8,1,16,45,2.77,136.35,0,1.229,435.81,27.86,423.2,32.78,176.67,80.42,50.63
20421,8,1,17,0,2.77,138.46,0,1.213,442.91,27.84,423.27,32.74,176.8,78.21,50.58
20422,8,1,17,15,2.77,102.81,0,1.188,435.3,28.01,422.33,32.8,177,80.33,50.61
20423,8,1,17,30,2.77,122.45,0,1.172,450.4,28.88,423.13,32.75,177,79.45,50.63
20424,8,1,17,45,2.77,132.67,0,1.16,440.94,28.95,420.4,32.9,177.13,79.65,50.75
20425,8,1,18,0,2.77,131.17,0,1.149,459.04,28.92,425.47,32.66,176.53,80.32,50.59
20426,8,1,18,15,2.77,94.34,0,1.139,454.07,29.07,424.93,32.82,181.2,79.57,50.63
20427,8,1,18,30,2.76,95.39,0,1.122,464.37,29.48,438.47,32.71,191.73,81.29,50.71
20428,8,1,18,45,2.76,144.2,0,1.105,471.04,29.4,436.87,32.85,190.33,77.68,50.62
20429,8,1,19,0,2.76,134.39,0,1.088,492.92,29.82,438.53,32.8,190.47,79.71,50.61
20430,8,1,19,15,2.76,109.37,0,1.074,516.62,30.46,439.13,32.77,153.73,79.73,50.39
20431,8,1,19,30,2.76,44.27,0.19,1.057,512.24,30.51,436.8,32.82,114.13,81.61,50.29
20432,8,1,19,45,2.75,1.16,13.25,1.037,525.03,30.38,440.87,32.6,63.67,81.06,49.88
20433,8,1,20,0,2.73,14.37,3.87,1.014,526.1,30.46,439.8,32.64,76.87,82.09,49.98
20434,8,1,20,15,2.71,20.54,0.19,0.997,540.84,30.46,440.47,32.57,86,80.65,49.97
20435,8,1,20,30,2.69,17.33,1.64,0.967,575.77,30.66,438.2,32.71,85.27,80.29,50.01
20436,8,1,20,45,2.68,6.75,3.86,0.933,548.76,30.97,442.47,32.5,86.2,78.62,49.9
20437,8,1,21,0,2.66,8.77,9.27,0.908,556.74,30.99,442.67,32.42,86.67,76.48,49.8
20438,8,1,21,15,2.64,2.55,55.51,0.881,547.67,30.99,442.8,32.22,38.93,76.1,49.37
20439,8,1,21,30,2.61,0,101.32,0.857,547.15,30.99,432.07,32,7.67,71.33,49.19
20440,8,1,21,45,2.58,0,62.1,0.836,544.81,31,426.4,32.26,48.87,79.29,49.82
20441,8,1,22,0,2.55,0.48,15.29,0.817,549.74,31.94,421.4,32.33,92.67,76.47,49.8
20442,8,1,22,15,2.53,0.43,34.63,0.809,548.07,32.01,424.6,32.2,83,79.52,49.72
20443,8,1,22,30,2.5,24.59,4.87,0.8,529.69,32.03,420.53,32.43,82.47,81.12,49.8
20444,8,1,22,45,2.49,108.37,0,0.8,454.84,30.05,417.07,32.61,140.73,79.65,50.34
20445,8,1,23,0,2.48,195.41,0,0.797,495.06,28.93,414.8,32.69,185.07,25.65,50.52
20446,8,1,23,15,2.5,315.33,0,0.781,490.97,28.88,408,33.13,258.73,0.33,51.56
20447,8,1,23,30,2.53,343.22,0,0.77,481.45,28.89,408.13,33.17,275.67,0.1,51.72
20448,8,1,23,45,2.56,371.47,0,0.76,475.84,28.85,406.87,33.29,274,0,51.92
20449,8,2,0,0,2.6,354.6,0,0.77,594.68,29.31,406.8,33.29,234.4,0,51.54
20450,8,2,0,15,2.64,343.45,0,0.807,620.15,29.75,406.6,33.34,200.53,0,51.27
20451,8,2,0,30,2.67,390.52,0,0.844,595.25,30.66,402.87,33.57,198.8,0,51.48
20452,8,2,0,45,2.7,417.55,0,0.9,579.63,30.8,400.07,33.79,197.2,0,51.84
20453,8,2,1,0,2.75,399.55,0,0.963,574.61,30.97,400.93,33.73,198.47,0,51.73
20454,8,2,1,15,2.79,426.12,0,1.027,558.69,31.01,412.4,34.05,197,0,52.08
20455,8,2,1,30,2.83,456.31,0,1.089,582.55,30.92,439.07,34.29,196.4,0,52.14
20456,8,2,1,45,2.88,471.63,0,1.152,568.35,31.12,449.87,34.68,195.6,0,52.44
20457,8,2,2,0,2.94,463.99,0,1.213,567.5,31.98,455,34.56,196.67,0,52.39
20458,8,2,2,15,2.99,457.06,0,1.276,552.47,31.97,455.13,34.56,196.87,0,52.29
20459,8,2,2,30,3.04,479.64,0,1.337,547.66,32.04,452.07,34.67,195.93,0,52.45
20460,8,2,2,45,3.09,486.55,0,1.406,555.41,31.97,450,34.78,195.8,0,52.56
20461,8,2,3,0,3.14,465.9,0,1.477,541.15,31.95,450,34.76,195,0,52.52
20462,8,2,3,15,3.19,460.02,0,1.546,550.67,31.99,447.87,34.87,195.47,0,52.69
20463,8,2,3,30,3.24,484.19,0,1.623,549.72,32.96,446.8,34.85,235.8,0,53.06
20464,8,2,3,45,3.29,509.55,0,1.711,542.35,33.76,436.6,35.28,275.6,0,53.64
20465,8,2,4,0,3.35,510.6,0,1.801,552.99,33.87,430.27,35.43,284.13,0,53.95
20466,8,2,4,15,3.41,539.35,0,1.889,557.32,33.27,416,35.53,310.93,0,54.31
20467,8,2,4,30,3.47,542.87,0,1.975,566.99,32.61,413,35.48,308.53,0,54.31
20468,8,2,4,45,3.53,538.35,0,2.057,580.39,31.81,420.33,35.48,308.2,0,54.2
20469,8,2,5,0,3.59,518.86,0,2.141,579.15,32.1,427.53,35.41,307,0,54.1
20470,8,2,5,15,3.65,496.38,0,2.221,558.78,32.58,435.07,35.35,307.47,0,54.05
20471,8,2,5,30,3.71,502.5,0,2.309,544.58,33.39,429.07,35.44,306.4,0,54.1
20472,8,2,5,45,3.77,397.43,0,2.398,544.38,33.01,443.73,34.85,163.2,0,52.45
20473,8,2,6,0,3.81,246.48,0,2.479,576.87,31.97,456.73,34.35,7.6,0,51.59
20474,8,2,6,15,3.83,213.07,0,2.554,563.64,32.67,460.53,34.12,7.6,0,51.58
20475,8,2,6,30,3.84,169.61,0,2.625,574.96,32.2,462.27,34,7.33,0,51.52
20476,8,2,6,45,3.84,221.6,0,2.687,452.24,27.64,456.4,34.33,109.07,0,51.99
20477,8,2,7,0,3.85,268.47,0,2.691,490.71,28.63,457.73,34.2,192.47,0,51.9
20478,8,2,7,15,3.88,75.85,0,2.676,575.42,31.8,459.8,34.03,14.2,0,51.22
20479,8,2,7,30,3.87,18.03,20.21,2.649,576.89,32.03,464.33,33.71,7.67,39.16,50.88
20480,8,2,7,45,3.85,0,74.08,2.623,564.59,32.52,439.87,33.4,32.6,78.02,50.23
20481,8,2,8,0,3.83,0,86.09,2.596,606.97,32.67,407.53,33.27,21.67,73.3,50.42
20482,8,2,8,15,3.8,0,118.53,2.543,698.55,33.14,412.73,32.99,23.93,80.03,50.4
20483,8,2,8,30,3.76,0,214.59,2.468,686.53,33.33,423.47,32.39,114.6,72.85,49.1
20484,8,2,8,45,3.71,0,266.07,2.385,707.11,33.04,428.93,32.09,147.93,61.26,48.7
20485,8,2,9,0,3.65,0,302.6,2.307,699.55,33.17,431.87,31.89,146.47,59.76,48.44
20486,8,2,9,15,3.59,0,309.37,2.226,707.39,33.17,435.13,31.67,145.27,66.38,48.15
20487,8,2,9,30,3.53,0,279.27,2.146,707.75,33.09,434.67,31.7,145.6,67.58,48.12
20488,8,2,9,45,3.47,0,270.35,2.068,693.02,33.29,433.53,31.8,146.13,59.77,48.33
20489,8,2,10,0,3.41,0,275.85,1.999,674.08,33.55,436.33,31.6,143.67,66.49,48.2
20490,8,2,10,15,3.35,0,148.01,1.939,662.59,33.58,421.33,32.51,76.27,71.65,50.05
20491,8,2,10,30,3.31,0,101.75,1.889,650.4,33.53,418.8,32.69,60.4,78.77,50.07
20492,8,2,10,45,3.28,0,83.71,1.839,631.62,33.58,418.53,32.69,60.53,74.42,50.16
20493,8,2,11,0,3.25,0,106.57,1.801,632.05,33.5,420.93,32.54,61.27,79.53,49.94
20494,8,2,11,15,3.21,0,98.52,1.776,600.84,32.42,420.27,32.6,44.73,73.91,49.9
20495,8,2,11,30,3.18,0,41.82,1.744,576.77,30.92,414.73,32.93,101.13,77.16,50.37
20496,8,2,11,45,3.15,0.29,30.39,1.712,545.94,30.93,414.53,32.95,98.6,79.56,50.31
20497,8,2,12,0,3.12,0.19,48.8,1.683,548.67,31.03,418.4,32.76,57,77.21,50.05
20498,8,2,12,15,3.1,0,96.74,1.658,535.74,30.91,424.53,32.42,8.27,78.83,49.49
20499,8,2,12,30,3.07,0,114.44,1.644,517.94,30.98,425.33,32.36,8.53,79.5,49.59
20500,8,2,12,45,3.03,0,97.17,1.631,529.24,31.03,425.87,32.35,8.33,79.95,49.76
20501,8,2,13,0,3,0.15,46.19,1.61,539.03,31.03,420.4,32.64,58.8,80.54,50.1
20502,8,2,13,15,2.97,15.09,1.98,1.591,535.82,30.99,419.6,32.71,105.53,79.58,50.34
20503,8,2,13,30,2.95,0,31.3,1.565,538.17,30.99,422.47,32.54,105.6,76.62,50.05
20504,8,2,13,45,2.93,0,45.77,1.547,547.05,30.91,424.87,32.44,106.27,78.87,50.05
20505,8,2,14,0,2.9,0,28.1,1.516,581.21,30.96,424.07,32.48,104.73,80.15,50.07
20506,8,2,14,15,2.88,0,16.74,1.479,590.52,30.45,420.8,32.65,103.73,77.69,50.1
20507,8,2,14,30,2.85,7.57,14.23,1.44,594.06,31.27,422.47,32.61,94.2,79.13,49.93
20508,8,2,14,45,2.83,0,93.89,1.407,577.3,31.71,430.73,32.13,8.13,80.76,49.48
20509,8,2,15,0,2.8,0,105.52,1.387,570.94,31.73,429.93,32.12,8.27,75.49,49.48
20510,8,2,15,15,2.77,0,49.76,1.365,548.84,31.08,433.53,32.47,8.73,80.01,49.73
20511,8,2,15,30,2.74,1.11,28.55,1.342,541.14,30.99,436.53,32.41,8.53,78.12,49.61
20512,8,2,15,45,2.71,3.76,10.95,1.327,532.26,30.97,434.4,32.52,8.6,80.83,49.67
20513,8,2,16,0,2.69,43.35,14.37,1.319,510.21,30.6,434.6,32.53,74.8,77.25,50.28
20514,8,2,16,15,2.68,156.35,0,1.31,491.98,29.86,430.53,32.71,207.6,80.2,50.66
20515,8,2,16,30,2.68,169.32,0,1.303,459.43,28.95,431.87,32.67,206.8,77.27,50.69
20516,8,2,16,45,2.69,175.88,0,1.293,460.61,28.89,428.13,32.84,205.87,78.51,50.82
20517,8,2,17,0,2.69,164.35,0,1.287,458.98,28.99,431.67,32.71,206.4,80.25,50.75
20518,8,2,17,15,2.7,148.87,0,1.274,464.82,28.85,435.6,32.77,206.47,80.71,50.81
20519,8,2,17,30,2.7,163.76,0,1.266,463.99,29.03,437.4,32.78,205.27,79.53,50.71
20520,8,2,17,45,2.71,165.85,0,1.247,445.58,28.97,434.93,32.9,205,78.81,50.96
20521,8,2,18,0,2.71,156.73,0,1.236,471.59,28.92,436.67,32.84,205.4,79.91,50.74
20522,8,2,18,15,2.72,140.48,0,1.227,500.23,30.1,436.67,32.81,204.8,77.61,50.86
20523,8,2,18,30,2.72,147.76,0,1.217,477.2,29.97,437.33,32.76,225.47,78.9,50.93
20524,8,2,18,45,2.72,248.42,0,1.205,492.85,30,433.2,32.96,306.87,81.16,51.62
20525,8,2,19,0,2.73,221.46,0,1.181,525.02,29.95,437.6,32.77,309.13,78.17,51.35
20526,8,2,19,15,2.75,228.75,0,1.159,534.09,30.93,432.73,32.99,307.53,78.81,51.5
20527,8,2,19,30,2.76,212.58,0,1.146,534.63,31.01,435.47,32.88,306.27,78.46,51.61
20528,8,2,19,45,2.77,184.46,0,1.122,548.16,30.99,433.67,32.97,287.07,78.52,51.4
20529,8,2,20,0,2.78,187.06,0,1.097,569.45,31.57,437.8,32.76,280.8,76.45,51.29
20530,8,2,20,15,2.79,152.68,0,1.065,591.09,30.95,435.73,32.88,265.33,74.72,51.22
20531,8,2,20,30,2.79,133.67,0,1.031,599,31.07,436.6,32.75,245.07,73.03,51.01
20532,8,2,20,45,2.79,94.29,0,0.993,612.42,30.1,435.07,32.86,235.13,79.76,51.03
20533,8,2,21,0,2.79,105.43,0,0.943,612.97,30.41,436.27,32.78,236.13,77.87,51.01
20534,8,2,21,15,2.79,98.29,0,0.886,666.15,34.32,437.07,32.72,235.87,74.69,50.99
20535,8,2,21,30,2.78,82.81,0,0.845,648.33,34.55,435.13,32.83,218.2,68.03,50.93
20536,8,2,21,45,2.77,70.61,0,0.814,641.66,34.52,435.87,32.79,218.67,73.65,50.82
20537,8,2,22,0,2.77,96.01,0,0.793,635.52,34.47,436.67,32.78,218.13,80.26,50.86
20538,8,2,22,15,2.76,134.02,0,0.773,605.69,34.59,435,32.81,220.6,77.33,50.89
20539,8,2,22,30,2.76,150.99,0,0.763,586.89,34.61,437.2,32.67,219.33,81.29,50.85
20540,8,2,22,45,2.76,167.77,0,0.76,540.2,33.04,426.47,32.79,219.33,79.94,50.95
20541,8,2,23,0,2.77,247.63,0,0.76,556.06,32.62,421.4,33.01,218.07,26.63,51.11
20542,8,2,23,15,2.79,277.21,0,0.76,546.38,32.84,418.47,33.19,216.13,0.35,51.25
20543,8,2,23,30,2.81,331.35,0,0.765,515.11,30.93,416.87,33.31,249.93,0.11,51.71
20544,8,2,23,45,2.84,393.04,0,0.77,492.22,28.93,411,33.67,302.13,0,52.41
20545,8,3,0,0,2.87,372.49,0,0.781,613.06,29.66,444.47,33.71,231.07,0,51.86
20546,8,3,0,15,2.91,366.76,0,0.819,619.97,30.54,463.33,33.88,200.13,0,51.73
20547,8,3,0,30,2.95,397.05,0,0.866,617.82,30.21,460.2,34.04,199,0,51.93
20548,8,3,0,45,2.99,434.47,0,0.92,612.8,30.52,455.47,34.31,198,0,52.14
20549,8,3,1,0,3.03,443.76,0,0.979,575.14,31.24,455.93,34.27,197,0,52.15
20550,8,3,1,15,3.08,433.45,0,1.032,600.06,31.43,446.87,34.22,197.93,0,52.28
20551,8,3,1,30,3.12,427.13,0,1.103,599,31.37,436.27,34.16,197.67,0,52.16
20552,8,3,1,45,3.16,420.08,0,1.181,574.16,31.65,433.87,34.25,197.8,0,52.41
