num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
3064,2,1,20,45,null,null,null,null,null,null,null,null,null,null,null
3065,2,1,21,0,null,null,null,null,null,null,null,null,null,null,null
3066,2,1,21,15,null,null,null,null,null,null,null,null,null,null,null
3067,2,1,21,30,null,null,null,null,null,null,null,null,null,null,null
3068,2,1,21,45,null,null,null,null,null,null,null,null,null,null,null
3069,2,1,22,0,null,null,null,null,null,null,null,null,null,null,null
3070,2,1,22,15,null,null,null,null,null,null,null,null,null,null,null
3071,2,1,22,30,null,null,null,null,null,null,null,null,null,null,null
3072,2,1,22,45,null,null,null,null,null,null,null,null,null,null,null
3073,2,1,23,0,null,null,null,null,null,null,null,null,null,null,null
3074,2,1,23,15,null,null,null,null,null,null,null,null,null,null,null
3075,2,1,23,30,null,null,null,null,null,null,null,null,null,null,null
3076,2,1,23,45,null,null,null,null,null,null,null,null,null,null,null
3077,2,2,0,0,null,null,null,null,null,null,null,null,null,null,null
3078,2,2,0,15,null,null,null,null,null,null,null,null,null,null,null
3079,2,2,0,30,null,null,null,null,null,null,null,null,null,null,null
3080,2,2,0,45,null,null,null,null,null,null,null,null,null,null,null
3081,2,2,1,0,null,null,null,null,null,null,null,null,null,null,null
3082,2,2,1,15,null,null,null,null,null,null,null,null,null,null,null
3083,2,2,1,30,null,null,null,null,null,null,null,null,null,null,null
3084,2,2,1,45,null,null,null,null,null,null,null,null,null,null,null
3085,2,2,2,0,null,null,null,null,null,null,null,null,null,null,null
3086,2,2,2,15,null,null,null,null,null,null,null,null,null,null,null
3087,2,2,2,30,null,null,null,null,null,null,null,null,null,null,null
3088,2,2,2,45,null,null,null,null,null,null,null,null,null,null,null
3089,2,2,3,0,null,null,null,null,null,null,null,null,null,null,null
3090,2,2,3,15,null,null,null,null,null,null,null,null,null,null,null
3091,2,2,3,30,null,null,null,null,null,null,null,null,null,null,null
3092,2,2,3,45,null,null,null,null,null,null,null,null,null,null,null
3093,2,2,4,0,null,null,null,null,null,null,null,null,null,null,null
3094,2,2,4,15,null,null,null,null,null,null,null,null,null,null,null
3095,2,2,4,30,null,null,null,null,null,null,null,null,null,null,null
3096,2,2,4,45,null,null,null,null,null,null,null,null,null,null,null
3097,2,2,5,0,null,null,null,null,null,null,null,null,null,null,null
3098,2,2,5,15,null,null,null,null,null,null,null,null,null,null,null
3099,2,2,5,30,null,null,null,null,null,null,null,null,null,null,null
3100,2,2,5,45,null,null,null,null,null,null,null,null,null,null,null
3101,2,2,6,0,null,null,null,null,null,null,null,null,null,null,null
3102,2,2,6,15,null,null,null,null,null,null,null,null,null,null,null
3103,2,2,6,30,null,null,null,null,null,null,null,null,null,null,null
3104,2,2,6,45,null,null,null,null,null,null,null,null,null,null,null
3105,2,2,7,0,null,null,null,null,null,null,null,null,null,null,null
3106,2,2,7,15,null,null,null,null,null,null,null,null,null,null,null
3107,2,2,7,30,null,null,null,null,null,null,null,null,null,null,null
3108,2,2,7,45,null,null,null,null,null,null,null,null,null,null,null
3109,2,2,8,0,null,null,null,null,null,null,null,null,null,null,null
3110,2,2,8,15,null,null,null,null,null,null,null,null,null,null,null
3111,2,2,8,30,null,null,null,null,null,null,null,null,null,null,null
3112,2,2,8,45,null,null,null,null,null,null,null,null,null,null,null
3113,2,2,9,0,null,null,null,null,null,null,null,null,null,null,null
3114,2,2,9,15,null,null,null,null,null,null,null,null,null,null,null
3115,2,2,9,30,null,null,null,null,null,null,null,null,null,null,null
3116,2,2,9,45,null,null,null,null,null,null,null,null,null,null,null
3117,2,2,10,0,null,null,null,null,null,null,null,null,null,null,null
3118,2,2,10,15,null,null,null,null,null,null,null,null,null,null,null
3119,2,2,10,30,null,null,null,null,null,null,null,null,null,null,null
3120,2,2,10,45,null,null,null,null,null,null,null,null,null,null,null
3121,2,2,11,0,null,null,null,null,null,null,null,null,null,null,null
3122,2,2,11,15,null,null,null,null,null,null,null,null,null,null,null
3123,2,2,11,30,null,null,null,null,null,null,null,null,null,null,null
3124,2,2,11,45,null,null,null,null,null,null,null,null,null,null,null
3125,2,2,12,0,null,null,null,null,null,null,null,null,null,null,null
3126,2,2,12,15,null,null,null,null,null,null,null,null,null,null,null
3127,2,2,12,30,null,null,null,null,null,null,null,null,null,null,null
3128,2,2,12,45,null,null,null,null,null,null,null,null,null,null,null
3129,2,2,13,0,null,null,null,null,null,null,null,null,null,null,null
3130,2,2,13,15,null,null,null,null,null,null,null,null,null,null,null
3131,2,2,13,30,null,null,null,null,null,null,null,null,null,null,null
3132,2,2,13,45,null,null,null,null,null,null,null,null,null,null,null
3133,2,2,14,0,null,null,null,null,null,null,null,null,null,null,null
3134,2,2,14,15,null,null,null,null,null,null,null,null,null,null,null
3135,2,2,14,30,null,null,null,null,null,null,null,null,null,null,null
3136,2,2,14,45,null,null,null,null,null,null,null,null,null,null,null
3137,2,2,15,0,null,null,null,null,null,null,null,null,null,null,null
3138,2,2,15,15,null,null,null,null,null,null,null,null,null,null,null
3139,2,2,15,30,null,null,null,null,null,null,null,null,null,null,null
3140,2,2,15,45,null,null,null,null,null,null,null,null,null,null,null
3141,2,2,16,0,null,null,null,null,null,null,null,null,null,null,null
3142,2,2,16,15,null,null,null,null,null,null,null,null,null,null,null
3143,2,2,16,30,null,null,null,null,null,null,null,null,null,null,null
3144,2,2,16,45,null,null,null,null,null,null,null,null,null,null,null
3145,2,2,17,0,null,null,null,null,null,null,null,null,null,null,null
3146,2,2,17,15,null,null,null,null,null,null,null,null,null,null,null
3147,2,2,17,30,null,null,null,null,null,null,null,null,null,null,null
3148,2,2,17,45,null,null,null,null,null,null,null,null,null,null,null
3149,2,2,18,0,null,null,null,null,null,null,null,null,null,null,null
3150,2,2,18,15,null,null,null,null,null,null,null,null,null,null,null
3151,2,2,18,30,null,null,null,null,null,null,null,null,null,null,null
3152,2,2,18,45,null,null,null,null,null,null,null,null,null,null,null
3153,2,2,19,0,null,null,null,null,null,null,null,null,null,null,null
3154,2,2,19,15,null,null,null,null,null,null,null,null,null,null,null
3155,2,2,19,30,null,null,null,null,null,null,null,null,null,null,null
3156,2,2,19,45,null,null,null,null,null,null,null,null,null,null,null
3157,2,2,20,0,null,null,null,null,null,null,null,null,null,null,null
3158,2,2,20,15,null,null,null,null,null,null,null,null,null,null,null
3159,2,2,20,30,null,null,null,null,null,null,null,null,null,null,null
3160,2,2,20,45,null,null,null,null,null,null,null,null,null,null,null
3161,2,2,21,0,null,null,null,null,null,null,null,null,null,null,null
3162,2,2,21,15,null,null,null,null,null,null,null,null,null,null,null
3163,2,2,21,30,null,null,null,null,null,null,null,null,null,null,null
3164,2,2,21,45,null,null,null,null,null,null,null,null,null,null,null
3165,2,2,22,0,null,null,null,null,null,null,null,null,null,null,null
3166,2,2,22,15,null,null,null,null,null,null,null,null,null,null,null
3167,2,2,22,30,null,null,null,null,null,null,null,null,null,null,null
3168,2,2,22,45,null,null,null,null,null,null,null,null,null,null,null
3169,2,2,23,0,null,null,null,null,null,null,null,null,null,null,null
3170,2,2,23,15,null,null,null,null,null,null,null,null,null,null,null
3171,2,2,23,30,null,null,null,null,null,null,null,null,null,null,null
3172,2,2,23,45,null,null,null,null,null,null,null,null,null,null,null
3173,2,3,0,0,null,null,null,null,null,null,null,null,null,null,null
3174,2,3,0,15,null,null,null,null,null,null,null,null,null,null,null
3175,2,3,0,30,null,null,null,null,null,null,null,null,null,null,null
3176,2,3,0,45,null,null,null,null,null,null,null,null,null,null,null
3177,2,3,1,0,null,null,null,null,null,null,null,null,null,null,null
3178,2,3,1,15,null,null,null,null,null,null,null,null,null,null,null
3179,2,3,1,30,null,null,null,null,null,null,null,null,null,null,null
3180,2,3,1,45,null,null,null,null,null,null,null,null,null,null,null
3181,2,3,2,0,null,null,null,null,null,null,null,null,null,null,null
3182,2,3,2,15,null,null,null,null,null,null,null,null,null,null,null
3183,2,3,2,30,null,null,null,null,null,null,null,null,null,null,null
3184,2,3,2,45,null,null,null,null,null,null,null,null,null,null,null
3185,2,3,3,0,null,null,null,null,null,null,null,null,null,null,null
3186,2,3,3,15,null,null,null,null,null,null,null,null,null,null,null
3187,2,3,3,30,null,null,null,null,null,null,null,null,null,null,null
3188,2,3,3,45,null,null,null,null,null,null,null,null,null,null,null
3189,2,3,4,0,null,null,null,null,null,null,null,null,null,null,null
3190,2,3,4,15,null,null,null,null,null,null,null,null,null,null,null
3191,2,3,4,30,null,null,null,null,null,null,null,null,null,null,null
3192,2,3,4,45,null,null,null,null,null,null,null,null,null,null,null
3193,2,3,5,0,null,null,null,null,null,null,null,null,null,null,null
3194,2,3,5,15,null,null,null,null,null,null,null,null,null,null,null
3195,2,3,5,30,null,null,null,null,null,null,null,null,null,null,null
3196,2,3,5,45,null,null,null,null,null,null,null,null,null,null,null
3197,2,3,6,0,null,null,null,null,null,null,null,null,null,null,null
3198,2,3,6,15,null,null,null,null,null,null,null,null,null,null,null
3199,2,3,6,30,null,null,null,null,null,null,null,null,null,null,null
3200,2,3,6,45,null,null,null,null,null,null,null,null,null,null,null
3201,2,3,7,0,null,null,null,null,null,null,null,null,null,null,null
3202,2,3,7,15,null,null,null,null,null,null,null,null,null,null,null
3203,2,3,7,30,null,null,null,null,null,null,null,null,null,null,null
3204,2,3,7,45,null,null,null,null,null,null,null,null,null,null,null
3205,2,3,8,0,null,null,null,null,null,null,null,null,null,null,null
3206,2,3,8,15,null,null,null,null,null,18.7,257.88,30.55,null,23.46,48.48
3207,2,3,8,30,null,null,null,null,null,18.3,257.07,30.54,null,26.36,48.04
3208,2,3,8,45,null,null,null,null,null,19.75,261.28,30.18,null,25.21,47.32
3209,2,3,9,0,null,null,null,null,null,20.61,263.22,30.01,null,25.61,47.11
3210,2,3,9,15,null,null,null,null,null,20.11,261.72,30.1,null,25.17,47.23
3211,2,3,9,30,null,null,null,null,null,20.52,256.8,29.93,null,25.21,47.13
3212,2,3,9,45,null,null,null,null,null,19.88,252.9,29.87,null,25.17,47.21
3213,2,3,10,0,null,null,null,null,null,21.53,227.37,32.13,null,6.55,51.62
3214,2,3,10,15,null,null,null,null,null,21.5,232.73,32.28,null,0.29,51.86
3215,2,3,10,30,null,null,null,null,null,21.72,233.38,32.23,null,0.08,51.86
3216,2,3,10,45,null,null,null,null,null,21.62,232.33,32.32,null,0,52.16
3217,2,3,11,0,null,null,null,null,null,21.64,232.93,32.26,null,0,52.29
3218,2,3,11,15,null,null,null,null,null,21.56,232,32.34,null,0,52.21
3219,2,3,11,30,2.73,null,null,null,null,21.72,231.78,32.24,null,0,51.87
3220,2,3,11,45,2.73,null,null,null,null,21.63,232.95,32.28,null,0,51.85
3221,2,3,12,0,2.73,null,null,null,null,21.68,232.87,32.26,null,0,51.69
3222,2,3,12,15,2.73,null,null,null,null,21.72,233.28,32.27,null,0,51.68
3223,2,3,12,30,2.72,null,null,null,null,21.66,233.48,32.27,null,0,51.57
3224,2,3,12,45,null,null,null,null,null,null,null,null,null,null,null
3225,2,3,13,0,null,null,null,null,null,null,null,null,null,null,null
3226,2,3,13,15,2.71,0.21,56.31,1.121,226.4,21.65,236.43,32.06,256.07,0,50.95
3227,2,3,13,30,2.7,0,131.61,1.115,193.6,20.88,236.93,32,173.07,0,50.48
3228,2,3,13,45,2.68,0,113.82,1.097,166.72,20.68,224.67,31.93,191.47,0,50.43
3229,2,3,14,0,2.65,0,115.7,1.08,187.98,21.22,227.27,31.78,201.6,0,50.47
3230,2,3,14,15,2.63,56.77,18.27,1.067,185.12,20.93,220.2,32.22,351.93,0,52.09
3231,2,3,14,30,2.63,95.3,0,1.048,158.41,20.83,220.2,32.27,374,0,52.18
3232,2,3,14,45,2.64,98.47,0,1.029,152.62,20.75,217.8,32.45,372.53,0,52.31
3233,2,3,15,0,2.65,116.6,0,1.009,156.97,20.66,220.4,32.3,373.47,0,52.27
3234,2,3,15,15,2.67,132.09,0,0.987,148.88,20.69,219.93,32.32,375.33,0,52.24
3235,2,3,15,30,2.68,162.63,0,0.971,147.3,20.73,217.27,32.53,374.8,0,52.52
3236,2,3,15,45,2.7,174.67,0,0.952,142.85,20.84,221.53,32.24,374.33,0,52.24
3237,2,3,16,0,2.72,155.09,0,0.935,143.74,20.71,221.87,32.22,376.73,0,52.21
3238,2,3,16,15,2.73,150.61,0,0.915,148.35,20.89,217.8,32.52,375.93,0,52.54
3239,2,3,16,30,2.75,86.66,70.13,0.896,157.06,20.92,225.07,32.05,247.8,0,50.78
3240,2,3,16,45,2.75,0,281.68,0.875,122.46,19.98,236.67,31.18,98.6,0,48.74
3241,2,3,17,0,2.7,0,305.71,0.844,116.81,20.27,238.73,31.05,117,0,48.5
3242,2,3,17,15,2.65,0,317.51,0.816,115.93,20.38,242,30.8,116.4,0,48.46
3243,2,3,17,30,2.61,0,313.79,0.789,116.88,20.05,244.2,30.69,117.67,0,48.41
3244,2,3,17,45,2.55,0,333.96,0.754,116.36,19.96,244.07,30.67,117.27,0,48.07
3245,2,3,18,0,2.5,0,376.77,0.717,115.64,19.86,251.13,30.16,116.47,0,47.58
3246,2,3,18,15,2.44,0,370.42,0.687,115.28,20.26,250.53,30.18,116.07,0,47.71
3247,2,3,18,30,2.38,0,370.67,0.653,116.15,19.56,250.07,30.19,116.13,0,47.56
3248,2,3,18,45,2.32,0,359.99,0.617,115.21,20.23,246.73,30.41,115.27,0,47.72
3249,2,3,19,0,2.26,0,376.69,0.585,114.63,20.38,253.27,29.9,115.47,0,47.42
3250,2,3,19,15,2.2,0,395.87,0.555,115.64,19.48,253.33,29.71,116.2,0,47.16
3251,2,3,19,30,2.13,0,381.31,0.515,114.57,19.75,256.2,29.59,114.8,0,46.82
3252,2,3,19,45,2.07,0,356.67,0.479,96.27,18.58,253.87,29.84,97.87,0,47.31
3253,2,3,20,0,2.01,0,305.84,0.426,40.39,17.2,247.73,30.31,41.13,0,48.16
3254,2,3,20,15,1.96,0,205.77,0.369,80.92,19.2,242.73,30.65,131.8,0,49.14
3255,2,3,20,30,1.92,0,118.53,0.326,122.24,20.14,234.4,31.24,167.8,0,49.62
3256,2,3,20,45,1.89,28.16,24.77,0.292,122.12,19.82,232.33,31.42,241.6,0,50.73
3257,2,3,21,0,1.89,163,0,0.256,116.8,20.12,229.53,31.63,379.67,0,51.69
3258,2,3,21,15,1.9,176.12,0,0.233,176,21.23,227.07,31.8,382.4,0,51.61
3259,2,3,21,30,1.92,206.41,0,0.221,179.6,21.04,226.4,31.86,378.6,0,51.82
3260,2,3,21,45,1.94,241.67,0,0.22,181.74,21.2,221.6,32.2,376.8,0,52.12
3261,2,3,22,0,1.97,277.93,0,0.215,162.62,20.86,224.67,32.07,375,0,52.17
3262,2,3,22,15,2,300.15,0,0.205,134.56,20.73,216.93,32.54,374.2,0,52.52
3263,2,3,22,30,2.04,301.93,0,0.193,131.11,20.64,222.27,32.21,376.13,0,52.26
3264,2,3,22,45,2.08,372.88,0,0.179,127.31,20.76,250.4,32.54,371.73,0,52.7
3265,2,3,23,0,2.12,378.09,0,0.2,352.37,23.05,250.53,32.89,371.87,0,52.69
3266,2,3,23,15,2.17,377.51,0,0.277,399.94,23.74,248.4,33.1,370.73,0,52.97
3267,2,3,23,30,2.21,413.33,0,0.357,394.27,23.46,245.47,33.27,365.93,0,53.2
3268,2,3,23,45,2.27,426.7,0,0.437,374.69,23.73,241.67,33.56,364.87,0,53.38
3269,2,4,0,0,2.32,415.61,0,0.517,427.44,23.54,244.8,33.32,364.47,0,53.11
3270,2,4,0,15,2.37,402.83,0,0.593,430.59,23.31,244.4,33.36,363.6,0,53.27
3271,2,4,0,30,2.42,391.78,0,0.665,389.29,22.3,245.07,33.3,368.07,0,53.15
3272,2,4,0,45,2.47,401.15,0,0.731,379.78,22.27,242.47,33.5,366.4,0,53.36
3273,2,4,1,0,2.53,384.68,0,0.791,392.02,22.26,241.73,33.55,367.53,0,53.34
3274,2,4,1,15,2.58,373.27,0,0.855,395.42,22.06,243.73,33.39,366.2,0,53.2
3275,2,4,1,30,2.62,400.23,0,0.918,406.73,22.08,242.4,33.48,364.47,0,53.33
3276,2,4,1,45,2.67,386.91,0,0.982,407.63,21.84,238.47,33.56,367.4,0,53.31
3277,2,4,2,0,2.72,341.97,0,1.042,406.46,20.77,230.27,33.37,371.33,0,53.03
3278,2,4,2,15,2.76,350.93,0,1.105,377.94,20.05,228.47,33.51,368.67,0,53.35
3279,2,4,2,30,2.81,349.49,0,1.163,334.71,17.93,230.4,33.39,369.73,0,53.35
3280,2,4,2,45,2.85,365.45,0,1.21,318.72,17.69,227.87,33.56,367.07,0,53.54
3281,2,4,3,0,2.9,341.44,0,1.258,317.05,17.69,231.87,33.27,367.4,0,53.39
3282,2,4,3,15,2.94,339.13,0,1.303,298.12,17.65,228.2,33.52,366.6,0,53.44
3283,2,4,3,30,2.99,333.28,0,1.35,297.23,17.65,229.67,33.46,366.33,0,53.42
3284,2,4,3,45,3.03,343.51,0,1.397,298.21,17.62,230.87,33.41,365.6,0,53.45
3285,2,4,4,0,3.07,307.2,0,1.442,322.76,17.65,229.93,33.44,366.33,0,53.37
3286,2,4,4,15,3.11,288.78,0,1.488,324.56,17.69,229.73,33.48,368.47,0,53.1
3287,2,4,4,30,3.14,331.79,0,1.533,324.48,17.64,228.07,33.61,363.4,0,53.64
3288,2,4,4,45,3.19,330.93,0,1.578,327.37,18.52,228.67,33.61,361.47,0,53.73
3289,2,4,5,0,3.23,298.23,0,1.625,349.21,20.1,227.13,33.69,363.27,0,53.5
3290,2,4,5,15,3.26,304.64,0,1.671,344.2,20.18,227.67,33.65,362.47,0,53.59
3291,2,4,5,30,3.3,256.71,0,1.719,336.1,21.1,229.27,33.54,364.53,0,53.27
3292,2,4,5,45,3.33,198.45,0,1.766,283.77,21.5,232.47,33.21,367.27,0,53.08
3293,2,4,6,0,3.35,130.98,0,1.757,134.09,19.84,234.4,32.85,370.13,0,52.81
3294,2,4,6,15,3.37,87.42,0,1.718,115.7,19.92,235.4,33.11,374.4,0,52.86
3295,2,4,6,30,3.38,71.57,0,1.691,167.05,21.22,235.93,33.11,373.07,16.74,52.86
3296,2,4,6,45,3.38,42.74,0,1.681,183.21,20.93,238.67,32.9,373.4,25.85,52.89
3297,2,4,7,0,3.38,8.63,313.38,1.658,99.17,18.12,260.53,31.22,152.4,26.59,48.9
3298,2,4,7,15,3.33,0,469.42,1.615,134.49,18.59,271.6,30.37,134.47,25.53,47.56
3299,2,4,7,30,3.25,0,477.47,1.565,135.1,18.33,276.33,29.97,135.93,25.28,47.25
3300,2,4,7,45,3.18,0,438.31,1.517,133.72,19.5,269.13,30.4,134.67,25.66,47.75
3301,2,4,8,0,3.11,0,459.83,1.467,133.33,19.31,256.33,30.08,133.87,24.95,47.26
3302,2,4,8,15,3.04,0,462.49,1.41,134.56,18.56,245.47,29.98,134.93,25.57,47.04
3303,2,4,8,30,2.96,0,466.15,1.359,132.65,19.54,245.53,29.97,133,25.3,47.19
3304,2,4,8,45,2.89,0,357.73,1.31,110.71,18.53,238.73,30.48,136.2,25.16,48.84
3305,2,4,9,0,2.83,0,171.69,1.266,195.58,21.02,244,31.69,206.27,25.79,50.27
3306,2,4,9,15,2.8,0,174.87,1.235,218.77,21.25,244.93,31.58,206.6,26.09,50.21
3307,2,4,9,30,2.77,0,143.99,1.205,217.53,21.18,240.53,31.94,204.33,25.82,50.53
3308,2,4,9,45,2.74,0,75.23,1.174,223.63,21.5,237.53,32.14,301.6,25.03,51.59
3309,2,4,10,0,2.72,0,33.7,1.143,234.75,20.77,235.93,32.23,329.2,6.73,51.59
3310,2,4,10,15,2.71,1.25,18.41,1.105,229.51,21.67,234.87,32.39,328.2,0.3,51.74
3311,2,4,10,30,2.7,3.09,15.71,1.08,231.87,21.85,244.93,32.12,328.67,0.08,51.48
3312,2,4,10,45,2.7,3.33,11.52,1.065,232.24,21.88,244.93,32.12,307.93,0,51.39
3313,2,4,11,0,2.69,4.93,9.16,1.05,232.24,21.55,242.53,32.31,297.8,0,51.52
3314,2,4,11,15,2.68,11.81,4.92,1.029,232.35,21.43,230.07,32.27,315.73,0,51.68
3315,2,4,11,30,2.68,25.99,0,1.011,232.04,21.87,230.93,32.19,319,0,51.52
3316,2,4,11,45,2.68,42.44,0,0.998,231.91,21.74,232,32.13,317.8,0,51.56
3317,2,4,12,0,2.67,24.63,4.34,0.984,232.86,21.47,233.13,32.09,321.07,0,51.53
3318,2,4,12,15,2.67,57.53,0.19,0.97,234.62,21.8,229.6,32.31,345.93,0,51.94
3319,2,4,12,30,2.67,98.97,0,0.955,230.27,21.96,229.53,32.32,376.93,0,52.33
3320,2,4,12,45,2.67,100.65,0,0.944,232.85,21.66,230.6,32.25,375.93,0,52.19
3321,2,4,13,0,2.68,106.99,0,0.94,232.99,21.71,232,32.35,374.8,0,52.47
3322,2,4,13,15,2.68,92.31,0,0.933,226.88,21.63,234.53,32.21,376.33,0,52.24
3323,2,4,13,30,2.69,74.85,0,0.93,217.55,21.79,238.27,31.97,378.67,0,52.01
3324,2,4,13,45,2.69,67.18,0,0.93,218.18,21.76,235.13,32.18,377.13,0,52.11
3325,2,4,14,0,2.7,69.59,0,0.93,222.57,21.78,235.8,32.12,377.53,0,52.05
3326,2,4,14,15,2.7,89.99,0,0.93,225.24,21.72,232.67,32.36,376.73,0,52.28
3327,2,4,14,30,2.7,107.39,0,0.93,213.83,21.56,235,32.2,376,0,52.25
3328,2,4,14,45,2.72,112.46,0,0.93,209.98,21.61,235.07,32.2,376.2,0,52.15
3329,2,4,15,0,2.73,127.07,0,0.915,169.52,20.76,231.07,32.5,376.27,0,52.37
3330,2,4,15,15,2.74,125.43,0,0.891,165.67,20.94,234,32.27,376.6,0,52.28
3331,2,4,15,30,2.75,169.76,0,0.87,153.03,20.8,228.2,32.66,376.4,0,52.46
3332,2,4,15,45,2.77,187.51,0,0.849,156.29,20.66,232.93,32.39,374.67,0,52.48
3333,2,4,16,0,2.79,176.16,0,0.831,152.91,20.52,233.13,32.39,376,0,52.52
3334,2,4,16,15,2.81,176.49,0,0.811,157.77,20.42,228.53,32.69,374.07,0,52.64
3335,2,4,16,30,2.83,82.9,87.81,0.791,152.76,20.52,240.6,31.85,219.93,0,50.62
3336,2,4,16,45,2.82,0,283.51,0.764,120.06,19.92,246.6,31.38,120.07,0,48.75
3337,2,4,17,0,2.78,0,301.65,0.741,153.77,20.4,251.87,31.01,154.53,0,48.18
3338,2,4,17,15,2.73,0,305.07,0.723,153.24,20.84,249.73,30.93,153.93,0,48.27
3339,2,4,17,30,2.67,0,342.68,0.706,153.29,20.74,249.27,30.62,153.47,0,47.95
3340,2,4,17,45,2.61,0,336.42,0.686,152.81,20.64,250.07,30.55,153.33,0,47.77
3341,2,4,18,0,2.56,0,355.81,0.667,152.34,20.93,250.33,30.49,152.33,0,47.67
3342,2,4,18,15,2.5,0,368.15,0.645,151.27,20.83,253.2,30.24,151.8,0,47.33
3343,2,4,18,30,2.44,0,372.39,0.627,152.17,20.65,254.67,30.15,153.6,0,47.39
3344,2,4,18,45,2.38,0,359.43,0.605,152.71,20.7,251.87,30.3,153.07,0,47.52
3345,2,4,19,0,2.32,0,362.02,0.585,151.88,20.49,253.8,30.14,152.6,0,47.06
3346,2,4,19,15,2.26,0,370.43,0.566,151.95,20.54,248.6,30.02,152.27,0,47.35
3347,2,4,19,30,2.2,0,385.66,0.545,151.84,20.46,246.8,29.9,152.4,0,46.99
3348,2,4,19,45,2.14,0,307.71,0.513,79.97,17.46,246.2,30.32,81.47,0,47.99
3349,2,4,20,0,2.09,0,291.9,0.465,66.84,18.95,243.07,30.51,67.53,0,48.16
3350,2,4,20,15,2.04,0,316.99,0.417,66.35,19.18,247.4,30.22,66.87,0,47.94
3351,2,4,20,30,1.98,0,280.91,0.37,66.6,19.45,241.8,30.61,66.8,0,48.44
3352,2,4,20,45,1.94,0,258.1,0.327,65.94,19.18,243.6,30.5,67.2,0,48.16
3353,2,4,21,0,1.9,7.91,195.03,0.281,91.65,19.67,237.8,30.92,87.6,0,48.97
3354,2,4,21,15,1.86,204.01,0,0.253,180.03,21.51,229.93,31.5,375.6,0,51.68
3355,2,4,21,30,1.88,232.53,0,0.247,162.75,20.74,226.2,31.78,378.47,0,51.89
3356,2,4,21,45,1.91,255.21,0,0.222,86.72,19.58,223.07,31.99,377.2,0,52.14
3357,2,4,22,0,1.94,266.88,0,0.187,90.22,19.86,222.67,32.02,379.53,0,52.09
3358,2,4,22,15,1.97,282.21,0,0.17,184.44,21.41,217.87,32.31,377.2,0,52.36
3359,2,4,22,30,2,294.29,0,0.17,200.28,21.4,220.33,32.21,376.67,0,52.31
3360,2,4,22,45,2.04,303.87,0,0.169,177.86,21.75,220.2,32.23,375.33,0,52.28
3361,2,4,23,0,2.07,303.91,0,0.196,339.84,22.68,218.4,32.41,375.53,0,52.3
3362,2,4,23,15,2.11,343.54,0,0.274,369.68,23.2,213.6,32.71,371.53,0,52.69
3363,2,4,23,30,2.15,373.5,0,0.353,366.77,23.33,211.33,32.88,368.27,0,52.78
3364,2,4,23,45,2.2,388.12,0,0.432,364.28,23.19,210.13,32.98,367.07,0,53.02
3365,2,5,0,0,2.24,388.2,0,0.513,373.49,23.18,208.27,33.12,366.4,0,53.07
3366,2,5,0,15,2.29,416.86,0,0.592,365.99,23.21,211.2,32.99,364.2,0,53.12
3367,2,5,0,30,2.34,400.99,0,0.671,366.78,23.11,207.07,33.29,365.6,0,53.27
3368,2,5,0,45,2.39,421.54,0,0.748,355.61,23.18,201.33,33.68,364.87,0,53.56
3369,2,5,1,0,2.45,438.61,0,0.827,349.36,22.47,211.87,33.62,365.87,0,53.61
3370,2,5,1,15,2.5,447.63,0,0.899,316.99,20.25,235.13,33.7,363,0,53.68
3371,2,5,1,30,2.56,450.67,0,0.964,314.45,19.65,231.53,33.91,361.87,0,53.77
3372,2,5,1,45,2.61,455.24,0,1.027,312.74,19.17,231.93,33.95,359.8,0,53.84
3373,2,5,2,0,2.67,417.54,0,1.09,292.11,18.47,236.6,33.64,343.27,0,53.24
3374,2,5,2,15,2.73,422.4,0,1.155,289.5,18.1,234.8,33.76,329.8,0,53.21
3375,2,5,2,30,2.78,464.51,0,1.21,260.48,16.5,231.4,34,348.47,0,53.83
3376,2,5,2,45,2.84,483.6,0,1.247,218.66,17.37,228.4,34.22,358.53,0,54.16
3377,2,5,3,0,2.89,459.31,0,1.286,224.26,17.18,228.93,34.17,360.6,0,54.04
3378,2,5,3,15,2.95,449.49,0,1.32,230.79,17.07,228.93,34.2,359.8,0,54.1
3379,2,5,3,30,3.01,440.2,0,1.358,220.54,17.42,229.6,34.15,360.4,0,54.1
3380,2,5,3,45,3.06,431.04,0,1.394,218.3,17.44,228.2,34.25,359.47,0,54.15
3381,2,5,4,0,3.11,435.19,0,1.431,234,16.75,228.27,34.24,359.07,0,54.17
3382,2,5,4,15,3.17,436.3,0,1.465,239.47,16.53,226.4,34.39,357,0,54.31
3383,2,5,4,30,3.23,467.17,0,1.501,237.93,16.59,228,34.31,356,0,54.29
3384,2,5,4,45,3.29,506.62,0,1.538,230.12,16.78,226.47,34.41,354.13,0,54.33
3385,2,5,5,0,3.34,491.03,0,1.583,329.45,21.36,246.27,34.62,354.53,0,54.4
3386,2,5,5,15,3.39,476.22,0,1.659,353.53,22.65,255.07,34.54,352.13,0,54.31
3387,2,5,5,30,3.45,447.11,0,1.737,355.8,22.72,256.73,34.39,353.6,0,54.14
3388,2,5,5,45,3.5,417.09,0,1.788,183.92,20,255.4,34.24,353.93,0,54
3389,2,5,6,0,3.55,325.43,0,1.79,142.68,20.13,257.2,34.14,291.07,0,53.22
