num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,truth
14217,5,29,2,0,3.13,432.06,0.00,1.355,420.85,25.76,428.60,34.56,107.47,0.00,51.99,0
14218,5,29,2,15,3.18,414.20,0.00,1.433,419.76,25.71,428.80,34.59,107.87,0.00,51.88,0
14219,5,29,2,30,3.23,431.01,0.00,1.511,400.72,25.44,428.27,34.61,105.87,0.00,52.12,0
14220,5,29,2,45,3.27,442.04,0.00,1.587,398.81,25.17,427.00,34.71,103.27,0.00,52.18,0
14221,5,29,3,0,3.32,378.48,0.00,1.664,397.16,25.44,432.47,34.41,25.80,0.00,51.97,0
14222,5,29,3,15,3.36,367.08,0.00,1.742,379.37,25.38,433.40,34.43,6.67,0.00,51.84,0
14223,5,29,3,30,3.40,370.27,0.00,1.820,371.11,25.27,432.13,34.49,7.67,0.00,51.73,0
14224,5,29,3,45,3.44,420.52,0.00,1.899,368.68,25.25,425.00,34.88,64.00,0.00,52.21,0
14225,5,29,4,0,3.48,451.43,0.00,1.976,374.06,25.41,421.13,35.07,105.53,0.00,52.57,0
14226,5,29,4,15,3.53,496.25,0.00,2.055,370.75,23.42,413.93,35.46,157.93,0.00,53.30,0
14227,5,29,4,30,3.59,473.92,0.00,2.127,386.38,24.12,419.07,35.21,116.20,0.00,52.91,0
14228,5,29,4,45,3.64,373.40,0.00,2.223,449.18,28.35,431.07,34.66,7.93,0.00,52.07,0
14229,5,29,5,0,3.68,370.28,0.00,2.329,450.20,28.91,435.27,34.78,7.87,0.00,51.86,0
14230,5,29,5,15,3.72,482.25,0.00,2.432,438.95,28.93,548.67,36.10,7.93,0.00,52.80,0
14231,5,29,5,30,3.77,480.99,0.00,2.539,438.73,28.76,546.93,36.04,8.13,0.00,52.71,0
14232,5,29,5,45,3.83,441.69,0.00,2.642,457.25,28.79,518.47,35.68,7.87,0.00,52.76,0
14233,5,29,6,0,3.88,333.20,0.00,2.745,474.25,28.90,425.73,34.71,6.47,0.00,51.93,0
14234,5,29,6,15,3.91,329.53,0.00,2.841,445.11,28.99,424.93,34.77,7.93,0.00,52.07,0
14235,5,29,6,30,3.94,298.21,0.00,2.937,437.56,28.78,425.60,34.76,8.73,0.00,52.10,0
14236,5,29,6,45,3.97,387.33,0.00,3.015,269.68,23.86,419.53,35.05,115.27,0.00,52.93,0
14237,5,29,7,0,4.01,234.48,0.00,3.020,159.13,21.07,431.27,34.52,124.00,0.00,51.61,0
14238,5,29,7,15,4.03,89.71,0.00,3.009,160.08,21.14,434.47,34.37,161.00,0.00,51.07,0
14239,5,29,7,30,4.03,68.11,0.00,2.995,163.43,21.37,437.87,34.18,163.93,18.17,50.71,0
14240,5,29,7,45,4.02,9.45,16.92,2.990,171.85,20.88,440.60,33.98,172.67,25.38,50.58,0
14241,5,29,8,0,4.01,0.00,47.02,2.973,170.35,21.26,440.40,33.80,171.93,26.17,50.37,0
14242,5,29,8,15,3.99,0.00,167.58,2.951,251.11,21.75,456.13,33.18,250.73,24.83,48.87,0
14243,5,29,8,30,3.95,0.00,196.05,2.944,256.49,22.52,457.40,33.16,256.67,24.75,48.90,0
14244,5,29,8,45,3.90,0.00,236.29,2.925,257.71,22.01,463.40,32.82,259.07,26.36,48.46,0
14245,5,29,9,0,3.85,0.00,275.23,2.888,257.79,21.49,471.33,32.29,258.80,25.84,47.90,0
14246,5,29,9,15,3.80,0.00,311.35,2.843,260.26,20.54,473.07,32.21,261.20,24.94,47.75,0
14247,5,29,9,30,3.74,0.00,347.07,2.797,259.34,20.19,479.73,31.78,260.87,25.94,47.10,0
14248,5,29,9,45,3.67,0.00,369.13,2.735,252.65,21.05,485.87,31.37,253.47,24.97,46.85,0
14249,5,29,10,0,3.60,0.00,388.50,2.675,252.06,21.23,471.20,31.09,252.87,27.82,46.66,0
14250,5,29,10,15,3.53,0.00,384.98,2.609,250.92,21.20,470.47,31.07,251.73,24.55,46.57,0
14251,5,29,10,30,3.46,0.00,383.45,2.554,250.55,21.38,470.13,31.06,252.13,25.03,46.60,0
14252,5,29,10,45,3.39,0.00,358.65,2.497,253.01,20.83,468.60,31.12,253.93,25.52,46.61,0
14253,5,29,11,0,3.32,0.00,372.93,2.432,253.75,20.71,473.07,30.86,254.80,6.07,46.56,0
14254,5,29,11,15,3.25,0.00,358.74,2.371,250.64,21.39,470.20,30.99,252.13,0.27,46.55,0
14255,5,29,11,30,3.18,0.00,336.46,2.316,252.78,21.19,466.67,31.16,253.93,0.06,46.86,0
14256,5,29,11,45,3.11,0.00,340.75,2.260,251.07,21.69,468.67,31.07,252.60,0.00,46.84,0
14257,5,29,12,0,3.05,0.00,351.47,2.211,249.28,21.66,470.00,30.95,251.13,0.00,46.61,0
14258,5,29,12,15,2.98,0.00,335.99,2.163,250.09,21.31,470.40,30.95,250.73,0.00,46.71,0
14259,5,29,12,30,2.92,0.00,309.81,2.114,252.40,21.22,466.27,31.15,252.80,0.00,46.92,0
14260,5,29,12,45,2.86,0.00,290.07,2.060,252.74,21.46,464.87,31.20,253.87,0.00,46.93,0
14261,5,29,13,0,2.80,0.00,292.29,2.005,251.55,21.67,463.27,31.24,251.67,0.00,47.07,0
14262,5,29,13,15,2.75,0.00,296.20,1.961,264.50,18.87,466.13,31.16,265.67,0.00,46.67,0
14263,5,29,13,30,2.69,0.00,277.49,1.911,254.31,21.36,461.80,31.35,255.60,0.00,47.23,0
14264,5,29,13,45,2.63,0.00,230.81,1.858,253.86,21.46,457.87,31.58,254.73,0.00,47.34,0
14265,5,29,14,0,2.58,0.00,234.13,1.804,251.75,21.72,461.47,31.37,253.20,0.00,46.99,0
14266,5,29,14,15,2.53,0.00,247.79,1.751,252.77,21.41,465.87,31.14,254.33,0.00,47.06,0
14267,5,29,14,30,2.48,0.00,211.89,1.699,251.77,21.86,459.67,31.44,254.60,0.00,47.22,0
14268,5,29,14,45,2.43,0.00,192.95,1.655,256.18,20.99,458.40,31.52,255.87,0.00,47.40,0
14269,5,29,15,0,2.39,0.00,174.77,1.619,252.39,21.85,454.73,31.70,252.20,0.00,47.41,0
14270,5,29,15,15,2.35,0.00,172.59,1.582,254.75,21.27,456.40,31.63,255.73,0.00,47.41,0
14271,5,29,15,30,2.31,0.00,158.89,1.544,257.64,21.16,453.93,31.76,259.00,0.00,47.61,0
14272,5,29,15,45,2.27,0.00,143.85,1.505,254.84,21.52,454.47,31.73,256.20,0.00,47.40,0
14273,5,29,16,0,2.23,0.00,112.35,1.469,253.09,21.85,452.93,31.80,253.93,0.00,47.61,0
14274,5,29,16,15,2.20,6.99,46.78,1.437,255.84,22.16,449.47,31.99,187.07,0.00,48.45,0
14275,5,29,16,30,2.18,81.89,8.29,1.410,236.73,21.82,444.47,32.22,56.00,0.00,49.42,0
14276,5,29,16,45,2.17,152.68,0.00,1.379,260.70,22.46,441.60,32.40,67.47,0.00,49.96,0
14277,5,29,17,0,2.18,301.32,0.00,1.363,334.72,24.35,435.27,32.79,203.60,0.00,50.85,0
14278,5,29,17,15,2.20,294.85,0.00,1.360,308.47,24.34,436.73,32.71,203.87,0.00,50.60,0
14279,5,29,17,30,2.23,275.03,0.00,1.360,319.08,24.35,437.27,32.67,206.13,0.00,50.74,0
14280,5,29,17,45,2.26,294.61,0.00,1.360,320.15,24.12,435.93,32.77,228.00,0.00,51.14,0
14281,5,29,18,0,2.28,306.72,0.00,1.360,352.11,23.83,437.07,32.73,261.60,0.00,51.18,0
14282,5,29,18,15,2.31,266.40,0.00,1.360,355.65,23.63,437.13,32.73,260.40,0.00,51.08,0
14283,5,29,18,30,2.33,250.30,0.00,1.360,364.00,23.81,440.13,32.59,223.00,0.00,50.87,0
14284,5,29,18,45,2.35,229.66,0.00,1.360,361.38,23.96,440.00,32.59,204.13,0.00,50.61,0
14285,5,29,19,0,2.37,193.63,0.00,1.360,368.21,23.93,441.27,32.56,204.60,0.00,50.55,0
14286,5,29,19,15,2.38,207.27,0.00,1.350,334.45,23.93,441.53,32.56,204.93,0.00,50.59,0
14287,5,29,19,30,2.40,218.12,0.00,1.335,347.73,24.14,440.80,32.58,206.80,0.00,50.69,0
14288,5,29,19,45,2.41,196.81,0.00,1.325,387.14,24.78,441.40,32.58,205.87,0.00,50.53,0
14289,5,29,20,0,2.42,4.58,159.67,1.302,247.55,18.63,461.80,31.49,180.20,0.00,47.39,0
14290,5,29,20,15,2.39,0.00,225.94,1.239,209.19,20.01,466.00,31.18,210.07,0.00,47.37,0
14291,5,29,20,30,2.34,0.00,225.70,1.174,208.33,20.35,465.13,31.24,209.47,0.00,47.38,0
14292,5,29,20,45,2.29,0.00,233.90,1.111,207.38,20.33,466.13,31.12,207.93,0.00,47.28,0
14293,5,29,21,0,2.24,0.00,213.73,1.055,207.30,20.62,466.93,31.11,208.40,0.00,47.39,0
14294,5,29,21,15,2.19,0.00,231.73,0.999,205.83,20.71,468.00,31.00,205.93,0.00,47.18,0
14295,5,29,21,30,2.14,0.00,226.13,0.951,205.15,20.96,463.00,30.99,206.27,0.00,47.24,0
14296,5,29,21,45,2.09,0.00,195.27,0.911,203.49,21.63,463.93,31.19,204.93,0.00,47.34,0
14297,5,29,22,0,2.05,0.00,188.52,0.875,206.41,20.89,462.60,31.28,207.47,0.00,47.33,0
14298,5,29,22,15,2.01,0.00,161.27,0.839,205.66,21.28,457.27,31.14,206.13,0.00,47.45,0
14299,5,29,22,30,1.96,152.64,54.01,0.816,241.89,22.86,450.07,32.19,175.07,0.00,50.35,0
14300,5,29,22,45,1.96,460.41,0.00,0.811,249.22,22.78,445.67,33.43,373.60,0.00,52.80,0
14301,5,29,23,0,2.01,486.65,0.00,0.813,248.86,22.68,440.73,33.69,370.93,0.00,53.09,0
14302,5,29,23,15,2.06,479.35,0.00,0.813,257.03,22.75,442.40,33.61,370.20,0.00,52.97,0
14303,5,29,23,30,2.11,515.39,0.00,0.812,222.89,22.76,434.80,34.00,366.53,0.00,53.35,0
14304,5,29,23,45,2.18,541.85,0.00,0.812,221.03,22.84,429.67,34.31,364.67,0.00,53.53,0
14305,5,30,0,0,2.23,434.21,0.00,0.835,418.88,25.71,442.93,33.56,235.13,0.00,51.79,0
14306,5,30,0,15,2.29,418.59,0.00,0.909,475.24,27.83,442.87,33.62,201.13,0.00,51.40,0
14307,5,30,0,30,2.33,454.71,0.00,0.995,465.30,28.01,439.13,33.84,199.13,0.00,51.72,0
14308,5,30,0,45,2.38,485.25,0.00,1.085,447.03,27.86,435.67,34.01,198.13,0.00,51.82,0
14309,5,30,1,0,2.43,427.91,0.00,1.175,471.07,27.83,440.33,33.76,147.47,0.00,51.24,0
14310,5,30,1,15,2.48,423.65,0.00,1.261,486.98,27.65,440.40,33.78,136.07,0.00,51.31,0
14311,5,30,1,30,2.52,402.53,0.00,1.347,498.44,27.56,440.53,33.80,135.80,0.00,51.35,0
14312,5,30,1,45,2.56,419.27,0.00,1.433,488.78,27.80,438.00,33.93,134.33,0.00,51.52,0
14313,5,30,2,0,2.61,422.36,0.00,1.517,507.45,27.21,440.20,33.84,134.93,0.00,51.30,0
14314,5,30,2,15,2.65,410.15,0.00,1.593,496.07,27.52,439.33,33.91,135.87,0.00,51.44,0
14315,5,30,2,30,2.70,429.93,0.00,1.664,492.42,27.68,436.27,34.07,134.60,0.00,51.57,0
14316,5,30,2,45,2.74,438.09,0.00,1.734,502.20,27.63,435.67,34.11,133.67,0.00,51.62,0
14317,5,30,3,0,2.79,393.13,0.00,1.803,504.18,27.81,440.13,33.88,135.33,0.00,51.45,0
14318,5,30,3,15,2.83,372.55,0.00,1.874,487.82,28.41,440.33,33.88,136.73,0.00,51.38,0
14319,5,30,3,30,2.87,377.07,0.00,1.944,464.70,28.84,439.27,33.96,135.87,0.00,51.41,0
14320,5,30,3,45,2.91,393.08,0.00,2.017,464.47,28.82,437.20,34.08,136.07,0.00,51.51,0
14321,5,30,4,0,2.95,356.53,0.00,2.098,501.10,28.76,440.60,33.89,136.73,0.00,51.50,0
14322,5,30,4,15,2.98,351.47,0.00,2.186,517.27,28.92,441.80,33.84,136.20,0.00,51.47,0
14323,5,30,4,30,3.02,345.68,0.00,2.276,499.77,28.82,442.00,33.84,135.00,0.00,51.37,0
14324,5,30,4,45,3.05,335.76,0.00,2.368,498.35,28.82,443.47,33.78,134.93,0.00,51.42,0
14325,5,30,5,0,3.09,316.17,0.00,2.459,507.90,28.12,444.47,33.75,136.73,0.00,51.25,0
14326,5,30,5,15,3.11,304.55,0.00,2.548,488.18,27.76,445.20,33.69,137.20,0.00,51.22,0
14327,5,30,5,30,3.14,325.67,0.00,2.637,490.07,27.80,441.00,33.90,135.07,0.00,51.54,0
14328,5,30,5,45,3.17,329.28,0.00,2.727,494.75,27.86,439.80,33.96,134.47,0.00,51.50,0
14329,5,30,6,0,3.20,281.64,0.00,2.816,501.03,27.87,442.27,33.83,135.00,0.00,51.41,0
14330,5,30,6,15,3.23,280.82,0.00,2.893,475.12,27.37,444.53,33.76,135.13,0.00,51.23,0
14331,5,30,6,30,3.25,258.83,0.00,2.967,463.19,25.44,445.80,33.67,176.47,0.00,51.52,0
14332,5,30,6,45,3.27,245.23,0.00,3.026,376.98,23.65,446.67,33.65,183.27,0.00,51.58,0
14333,5,30,7,0,3.29,159.96,0.00,3.030,327.69,22.73,449.27,33.52,186.80,0.00,51.46,0
14334,5,30,7,15,3.30,84.06,34.43,3.030,345.23,22.84,453.87,33.22,158.00,0.00,50.91,0
14335,5,30,7,30,3.29,0.00,290.75,3.023,246.45,19.65,478.60,31.71,198.67,20.20,47.70,0
14336,5,30,7,45,3.23,0.00,305.11,2.981,192.15,18.64,455.73,31.47,194.07,25.41,47.45,0
14337,5,30,8,0,3.17,0.00,324.71,2.918,186.48,18.24,458.27,31.16,187.80,25.54,47.31,0
14338,5,30,8,15,3.10,0.00,346.65,2.819,182.65,17.31,465.20,30.96,183.60,27.01,47.15,0
14339,5,30,8,30,3.04,0.00,320.18,2.711,179.48,18.21,460.67,31.24,179.40,25.35,47.50,0
14340,5,30,8,45,2.98,0.00,287.56,2.611,182.01,17.14,457.80,31.38,182.60,30.05,47.62,0
14341,5,30,9,0,2.92,0.00,274.55,2.501,180.04,17.16,458.67,31.34,180.53,25.45,47.65,0
14342,5,30,9,15,2.86,0.00,275.95,2.388,180.45,16.49,458.60,31.30,180.33,29.38,47.84,0
14343,5,30,9,30,2.81,0.00,273.39,2.270,175.79,16.87,458.80,31.31,175.80,29.63,47.74,0
14344,5,30,9,45,2.75,53.87,134.45,2.171,232.28,20.01,440.60,32.26,182.80,25.00,49.65,0
14345,5,30,10,0,2.72,211.51,0.00,2.119,398.22,26.02,449.67,32.90,325.40,25.37,51.87,0
14346,5,30,10,15,2.73,220.05,0.00,2.105,426.39,26.14,450.20,32.95,324.60,26.01,51.84,0
14347,5,30,10,30,2.75,212.81,0.00,2.091,434.65,26.29,450.73,32.93,322.60,25.42,51.78,0
14348,5,30,10,45,2.77,184.13,0.00,2.070,369.14,24.38,451.07,32.91,270.80,24.85,51.35,0
14349,5,30,11,0,2.78,163.67,0.00,2.031,363.09,23.75,450.07,32.93,249.87,4.96,51.24,0
14350,5,30,11,15,2.79,191.93,0.00,1.996,362.92,24.03,448.53,33.04,247.47,0.27,51.31,0
14351,5,30,11,30,2.80,194.88,0.00,1.973,358.18,24.17,446.33,33.13,247.33,0.06,51.26,0
14352,5,30,11,45,2.81,203.89,0.00,1.955,356.96,24.10,449.47,32.97,246.33,0.00,51.27,0
14353,5,30,12,0,2.82,188.36,0.00,1.942,351.66,24.23,450.53,32.91,235.67,0.00,51.24,0
14354,5,30,12,15,2.84,163.77,0.00,1.932,350.74,24.34,446.67,33.11,236.13,0.00,51.18,0
14355,5,30,12,30,2.84,205.70,0.00,1.923,346.95,24.27,447.00,33.10,237.13,0.00,51.30,0
14356,5,30,12,45,2.85,193.83,0.00,1.920,349.45,24.33,448.73,33.03,237.53,0.00,51.24,0
14357,5,30,13,0,2.87,192.17,0.00,1.915,359.04,24.27,446.20,33.16,237.27,0.00,51.31,0
14358,5,30,13,15,2.88,210.89,0.00,1.910,350.79,24.57,449.27,33.01,238.93,0.00,51.15,0
14359,5,30,13,30,2.89,198.79,0.00,1.909,346.91,24.56,447.13,33.12,239.47,0.00,51.28,0
14360,5,30,13,45,2.90,202.26,0.00,1.905,358.45,24.24,448.00,33.08,251.60,0.00,51.40,0
14361,5,30,14,0,2.92,173.37,0.00,1.903,386.45,24.35,447.67,33.09,254.00,0.00,51.25,0
14362,5,30,14,15,2.93,138.51,0.00,1.899,331.20,22.82,450.00,32.97,225.00,0.00,50.98,0
14363,5,30,14,30,2.93,157.93,0.00,1.877,297.98,23.05,448.33,33.03,239.60,0.00,51.25,0
14364,5,30,14,45,2.94,184.13,0.00,1.859,303.47,22.97,450.47,32.97,241.53,0.00,51.27,0
14365,5,30,15,0,2.95,218.22,0.00,1.844,297.07,23.01,444.33,33.27,291.27,0.00,51.97,0
14366,5,30,15,15,2.97,330.62,0.00,1.831,289.79,23.05,437.53,33.58,386.53,0.00,53.22,0
14367,5,30,15,30,2.99,355.13,0.00,1.817,300.63,22.95,434.93,33.77,389.93,0.00,53.30,0
14368,5,30,15,45,3.03,329.71,0.00,1.803,293.97,22.95,440.00,33.54,354.73,0.00,52.78,0
14369,5,30,16,0,3.06,302.99,0.00,1.791,287.36,23.06,438.60,33.57,327.27,0.00,52.46,0
14370,5,30,16,15,3.09,324.61,0.00,1.781,278.15,22.88,438.87,33.61,324.27,0.00,52.61,0
14371,5,30,16,30,3.12,342.25,0.00,1.771,263.29,22.67,435.53,33.76,322.40,0.00,52.68,0
14372,5,30,16,45,3.15,321.03,0.00,1.765,267.99,22.58,437.27,33.67,326.53,0.00,52.56,0
14373,5,30,17,0,3.19,320.60,0.00,1.748,265.01,22.64,438.33,33.68,324.87,0.00,52.67,0
14374,5,30,17,15,3.22,348.13,0.00,1.740,267.08,22.56,432.20,33.96,323.53,0.00,52.82,0
14375,5,30,17,30,3.25,331.11,0.00,1.730,270.52,22.69,434.80,33.83,325.87,0.00,52.76,0
14376,5,30,17,45,3.28,298.62,0.00,1.720,281.70,23.08,438.33,33.69,329.20,0.00,52.70,0
14377,5,30,18,0,3.31,317.43,0.00,1.706,288.56,23.03,435.07,33.89,326.73,0.00,52.77,0
14378,5,30,18,15,3.34,316.69,0.00,1.692,281.56,22.99,438.53,33.89,327.00,0.00,52.79,0
14379,5,30,18,30,3.37,314.62,0.00,1.680,286.93,23.20,438.87,34.01,321.47,0.00,52.64,0
14380,5,30,18,45,3.40,228.58,0.00,1.670,316.10,23.80,446.47,33.61,252.27,0.00,51.87,0
14381,5,30,19,0,3.42,120.37,0.00,1.661,328.14,23.80,452.13,33.38,157.40,0.00,51.14,0
14382,5,30,19,15,3.42,119.50,0.00,1.657,325.62,23.86,446.73,33.61,156.67,0.00,51.36,0
14383,5,30,19,30,3.42,99.31,0.00,1.647,328.22,23.88,450.80,33.40,157.33,0.00,51.14,0
14384,5,30,19,45,3.42,69.16,5.93,1.639,289.98,22.05,451.33,33.36,146.73,0.00,51.16,0
14385,5,30,20,0,3.41,0.00,252.94,1.598,210.65,19.25,472.67,32.12,211.47,0.00,48.26,0
14386,5,30,20,15,3.36,0.00,247.69,1.531,221.41,20.16,475.20,31.96,221.53,0.00,48.05,0
14387,5,30,20,30,3.31,0.00,273.29,1.464,224.83,21.14,476.87,31.85,226.13,0.00,47.80,0
14388,5,30,20,45,3.25,0.00,277.91,1.407,226.17,20.63,478.67,31.71,227.20,0.00,47.69,0
14389,5,30,21,0,3.19,0.00,295.05,1.350,224.23,20.90,479.67,31.63,225.00,0.00,47.46,0
14390,5,30,21,15,3.13,0.00,314.24,1.294,223.92,20.83,474.13,31.18,224.33,0.00,47.13,0
14391,5,30,21,30,3.07,0.00,319.25,1.239,222.50,21.19,451.00,31.12,222.93,0.00,47.26,0
14392,5,30,21,45,3.01,0.00,298.09,1.197,220.58,21.68,455.33,31.12,221.60,0.00,47.27,0
14393,5,30,22,0,2.95,0.00,273.38,1.160,192.79,18.95,451.07,31.39,194.27,0.00,47.72,0
14394,5,30,22,15,2.89,0.00,189.95,1.114,176.20,18.44,441.27,31.99,176.93,0.00,48.54,0
14395,5,30,22,30,2.85,0.00,138.31,1.067,168.04,20.78,439.53,32.10,168.13,0.00,49.03,0
14396,5,30,22,45,2.81,0.00,103.40,1.029,171.37,19.96,433.80,32.43,171.73,0.00,49.10,0
14397,5,30,23,0,2.78,0.00,72.33,0.992,170.65,20.26,433.67,32.46,171.33,0.00,49.25,0
14398,5,30,23,15,2.75,0.00,44.42,0.956,168.86,20.67,432.60,32.53,169.67,0.00,49.18,0
14399,5,30,23,30,2.73,3.13,21.17,0.928,167.88,21.30,428.80,32.73,169.20,0.00,49.44,0
14400,5,30,23,45,2.71,236.11,0.00,0.903,167.58,21.68,418.60,33.35,74.93,0.00,51.19,0
14401,5,31,0,0,2.72,441.37,0.00,0.923,366.49,22.97,424.27,34.07,274.80,0.00,52.56,0
14402,5,31,0,15,2.77,437.63,0.00,0.991,415.86,23.90,427.33,34.13,275.07,0.00,52.55,0
14403,5,31,0,30,2.82,487.31,0.00,1.060,415.08,23.65,419.53,34.66,255.27,0.00,53.05,0
14404,5,31,0,45,2.87,493.92,0.00,1.132,406.60,24.61,430.60,34.54,213.93,0.00,52.62,0
14405,5,31,1,0,2.93,486.88,0.00,1.203,413.58,23.84,429.13,34.61,206.80,0.00,52.37,0
14406,5,31,1,15,2.98,445.61,0.00,1.271,419.68,22.95,434.73,34.39,164.87,0.00,52.09,0
14407,5,31,1,30,3.03,460.41,0.00,1.341,419.97,23.27,428.60,34.69,164.13,0.00,52.42,0
14408,5,31,1,45,3.09,442.37,0.00,1.409,417.45,23.51,430.33,34.62,155.33,0.00,52.20,0
14409,5,31,2,0,3.13,403.65,0.00,1.480,410.55,24.61,434.20,34.35,131.93,0.00,51.93,0
14410,5,31,2,15,3.18,453.03,0.00,1.550,411.68,24.45,429.40,34.66,130.47,0.00,52.33,0
14411,5,31,2,30,3.23,431.91,0.00,1.621,415.36,24.15,431.13,34.62,132.20,0.00,52.16,0
14412,5,31,2,45,3.27,438.47,0.00,1.688,422.21,23.71,426.87,34.82,132.07,0.00,52.43,0
14413,5,31,3,0,3.32,423.63,0.00,1.754,452.83,24.78,431.80,34.59,113.00,0.00,52.15,0
14414,5,31,3,15,3.37,391.97,0.00,1.823,451.40,26.35,433.73,34.52,83.20,0.00,51.97,0
14415,5,31,3,30,3.41,396.22,0.00,1.894,439.73,26.54,431.67,34.59,82.33,0.00,51.98,0
14416,5,31,3,45,3.45,382.61,0.00,1.966,437.47,26.55,436.33,34.41,82.87,0.00,51.85,0
14417,5,31,4,0,3.49,383.63,0.00,2.046,429.73,26.44,434.60,34.50,81.20,0.00,51.90,0
14418,5,31,4,15,3.52,388.45,0.00,2.128,410.62,26.78,431.93,34.61,80.67,0.00,52.00,0
14419,5,31,4,30,3.56,371.57,0.00,2.217,444.19,26.50,433.60,34.55,79.40,0.00,52.01,0
14420,5,31,4,45,3.60,364.59,0.00,2.314,443.93,26.49,433.27,34.59,77.73,0.00,52.02,0
14421,5,31,5,0,3.64,313.37,0.00,2.405,458.35,25.95,436.07,34.44,21.73,0.00,51.71,0
14422,5,31,5,15,3.67,344.29,0.00,2.497,448.84,25.99,433.80,34.57,73.73,0.00,51.98,0
14423,5,31,5,30,3.70,340.56,0.00,2.593,440.05,26.68,433.33,34.56,78.93,0.00,51.93,0
14424,5,31,5,45,3.73,330.19,0.00,2.686,458.42,25.71,434.07,34.56,76.27,0.00,51.94,0
14425,5,31,6,0,3.77,247.60,0.00,2.771,446.11,26.32,440.07,34.25,25.00,0.00,51.59,0
14426,5,31,6,15,3.79,214.89,0.00,2.849,449.46,26.16,442.00,34.14,5.87,0.00,51.40,0
14427,5,31,6,30,3.81,149.79,0.00,2.923,379.45,21.29,441.00,34.13,5.27,0.00,51.61,0
14428,5,31,6,45,3.81,77.95,0.00,2.976,280.81,19.91,443.33,34.01,3.67,0.00,51.26,0
14429,5,31,7,0,3.81,10.56,74.70,2.960,148.03,18.22,452.00,33.59,67.87,0.00,50.43,0
14430,5,31,7,15,3.79,0.00,169.80,2.903,122.91,19.93,461.40,33.05,123.60,0.00,50.02,0
14431,5,31,7,30,3.75,0.00,280.14,2.859,185.58,21.75,475.00,32.20,186.80,18.29,48.18,0
14432,5,31,7,45,3.69,0.00,301.55,2.832,195.77,21.30,472.73,32.29,197.20,25.32,48.39,0
14433,5,31,8,0,3.63,0.00,329.37,2.796,201.87,18.92,477.60,31.72,203.33,25.21,47.73,0
14434,5,31,8,15,3.57,0.00,364.92,2.735,197.21,20.18,470.47,31.35,197.33,24.07,47.74,0
14435,5,31,8,30,3.50,0.00,345.01,2.662,198.04,19.73,469.60,31.41,198.87,25.05,47.46,0
14436,5,31,8,45,3.44,0.00,323.75,2.580,201.59,19.11,467.47,31.50,202.40,24.33,47.63,0
14437,5,31,9,0,3.37,0.00,317.75,2.487,,17.68,468.20,31.48,206.53,25.00,47.70,0
14438,5,31,9,15,3.31,0.00,318.40,2.391,283.16,18.69,466.00,31.53,216.07,25.08,47.48,0
14439,5,31,9,30,3.25,0.00,366.65,2.309,279.62,22.44,475.07,30.99,279.87,26.31,46.41,0
14440,5,31,9,45,3.18,0.00,190.49,2.255,273.56,22.68,452.53,32.27,152.20,30.80,49.29,0
14441,5,31,10,0,3.13,12.39,7.57,2.207,304.01,22.71,447.13,33.12,122.53,24.31,50.77,0
14442,5,31,10,15,3.12,25.55,0.05,2.161,296.17,22.71,455.00,33.07,122.00,25.06,50.67,0
14443,5,31,10,30,3.10,17.65,3.03,2.119,288.99,22.76,456.67,32.98,123.47,24.68,50.55,0
14444,5,31,10,45,3.09,5.07,11.38,2.080,280.32,21.82,454.73,33.08,122.73,25.28,50.70,0
14445,5,31,11,0,3.08,29.23,1.49,2.038,324.80,21.67,454.53,33.06,123.67,5.60,50.61,0
14446,5,31,11,15,3.07,110.68,0.00,1.997,319.80,21.84,453.53,33.13,192.53,0.27,51.31,0
14447,5,31,11,30,3.06,132.61,0.00,1.955,300.68,21.80,452.60,33.13,200.33,0.06,51.12,0
14448,5,31,11,45,3.07,121.57,0.00,1.916,282.10,21.80,453.40,33.13,171.00,0.00,51.05,0
14449,5,31,12,0,3.07,140.43,0.00,1.878,256.20,21.73,453.07,33.15,171.60,0.00,51.03,0
14450,5,31,12,15,3.08,149.45,0.00,1.843,247.64,21.76,452.33,33.14,174.27,0.00,51.01,0
14451,5,31,12,30,3.08,181.18,0.00,1.803,237.51,21.87,451.07,33.22,216.47,0.00,51.34,0
14452,5,31,12,45,3.09,152.97,0.00,1.765,245.25,21.73,452.33,33.15,224.80,0.00,51.32,0
14453,5,31,13,0,3.09,154.61,0.00,1.728,254.21,21.71,449.93,33.27,232.13,0.00,51.37,0
14454,5,31,13,15,3.10,190.73,0.00,1.689,249.55,21.82,449.73,33.29,227.40,0.00,51.37,0
14455,5,31,13,30,3.11,195.95,0.00,1.653,261.69,21.74,448.67,33.34,224.73,0.00,51.41,0
14456,5,31,13,45,3.12,176.66,0.00,1.614,257.34,21.81,450.07,33.30,220.67,0.00,51.37,0
14457,5,31,14,0,3.13,158.17,0.00,1.575,266.70,22.32,441.60,33.31,225.40,0.00,51.37,0
14458,5,31,14,15,3.14,103.58,0.00,1.555,338.81,23.73,435.20,33.10,206.93,0.00,51.20,0
14459,5,31,14,30,3.14,114.15,0.00,1.550,332.66,23.83,434.13,33.17,180.93,0.00,51.12,0
14460,5,31,14,45,3.14,92.21,0.00,1.546,323.72,23.84,434.20,33.22,175.67,0.00,51.11,0
