month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
1,1,0,0,2.07,247.15,0,0.109,196.56,18.5,253,32.12,261.93,0,51.04,0,0
1,1,0,15,2.1,306.77,0,0.11,182.76,18.61,249.93,32.39,259.33,0,51.23,1,0
1,1,0,30,2.13,269.94,0,0.11,194.23,18.5,251.67,32.19,262.67,0,51.03,2,0
1,1,0,45,2.16,307.57,0,0.11,171.88,18.65,248.13,32.48,271.47,0,51.59,3,0
1,1,1,0,2.19,360.82,0,0.109,178.46,18.73,242.07,32.97,313.73,0,52.38,4,0
1,1,1,15,2.23,360.49,0,0.11,153.45,18.61,242.27,32.97,316,0,52.31,5,0
1,1,1,30,2.27,361.25,0,0.109,160.81,18.66,242.73,32.93,325.67,0,52.52,6,0
1,1,1,45,2.31,412.33,0,0.11,159.33,18.5,240.4,33.14,350,0,53.16,7,0
1,1,2,0,2.37,419.17,0,0.11,151.02,18.22,237.93,33.32,366.07,0,53.36,8,0
1,1,2,15,2.42,432.61,0,0.11,140.03,18.18,235.93,33.48,366.27,0,53.47,9,0
1,1,2,30,2.47,413.29,0,0.11,146.49,18.3,235.73,33.52,364.87,0,53.54,10,0
1,1,2,45,2.52,442.81,0,0.11,143.2,18.18,233.93,33.69,364.87,0,53.61,11,0
1,1,3,0,2.58,435.32,0,0.109,136.35,18.29,232.27,33.82,365.87,0,53.69,12,0
1,1,3,15,2.63,428.91,0,0.109,129.39,18.15,231.47,33.89,365.2,0,53.76,13,0
1,1,3,30,2.68,428.93,0,0.11,124.68,18.14,231.53,33.86,364.4,0,53.69,14,0
1,1,3,45,2.74,431.12,0,0.109,130.73,18.04,230.87,33.91,364.2,0,53.78,15,0
1,1,4,0,2.79,437.03,0,0.109,138.08,18.16,229.53,34.03,360.8,0,54.04,16,0
1,1,4,15,2.85,474.36,0,0.109,147.58,18.22,258.73,34.15,358.87,0,54.1,17,0
1,1,4,30,2.91,463.97,0,0.109,131.02,18.24,257.93,34.39,357.2,0,54.24,18,0
1,1,4,45,2.97,472.23,0,0.11,125.07,18.18,257.67,34.44,356.47,0,54.23,19,0
1,1,5,0,3.03,460.56,0,0.11,128.3,18.16,256.53,34.48,356.13,0,54.29,20,0
1,1,5,15,3.08,455.21,0,0.11,123.35,18.18,255.93,34.58,354.87,0,54.4,21,0
1,1,5,30,3.14,446.86,0,0.109,120.56,18.2,259.93,34.23,356.27,0,54.12,22,0
1,1,5,45,3.2,426.83,0,0.109,123.6,18.23,254.47,34.47,355.4,0,54.28,23,0
1,1,6,0,3.25,414.31,0,0.109,135.43,18.63,258.13,34.33,356.27,0,54.18,24,0
1,1,6,15,3.31,432.38,0,0.107,134.2,19.5,258.53,34.31,355.93,0,54.16,25,0
1,1,6,30,3.36,387.31,0,0.106,117.87,19.67,260.47,34.18,337.73,18.93,53.84,26,0
1,1,6,45,3.41,255.63,0,0.106,120.14,19.58,267.73,33.54,214.33,26.67,52.07,27,0
1,1,7,0,3.44,209.45,0,0.109,138.55,19.5,271.53,33.24,194.73,25.24,51.73,28,0
1,1,7,15,3.46,168.49,0,0.109,124.55,19.76,271.8,33.18,186.8,26.04,51.49,29,0
1,1,7,30,3.48,120.46,0,0.11,141.79,19.46,271.93,33.2,165.93,24.87,51.54,30,0
1,1,7,45,3.49,37.81,1.55,0.109,174.91,20.62,271.2,33.2,117.13,25.14,51.43,31,0
1,1,8,0,3.49,0.77,21.71,0.108,180.4,20.57,261.2,33.12,114.6,25.95,51.17,32,0
1,1,8,15,3.48,0,135.16,0.11,193.92,20.64,225.33,32.52,95.27,25.07,50.59,33,0
1,1,8,30,3.45,0,177.52,0.109,211.47,20.47,228.07,32.35,93.73,27.04,50.58,34,0
1,1,8,45,3.42,0,200.43,0.107,208.69,20.65,230.47,32.15,96.33,25.29,50.44,35,0
1,1,9,0,3.38,0,241.42,0.109,226.56,19.84,234.33,31.94,97.73,26.09,50.21,36,0
1,1,9,15,3.34,0,308.64,0.109,237.04,20.43,237.13,31.72,104.67,25.07,49.62,37,0
1,1,9,30,3.3,0,304.39,0.108,238.06,20.65,239.53,31.57,101.47,26.73,49.78,38,0
1,1,9,45,3.25,0,338.83,0.109,265.38,20.67,242.47,31.33,104.87,24.37,49.36,39,0
1,1,10,0,3.19,0,442.41,0.11,246.45,20.71,257.13,30.24,3.53,26.11,48.04,40,0
1,1,10,15,3.12,0,439.09,0.109,254.33,20.71,255.07,30.33,3.47,25.13,48.07,41,0
1,1,10,30,3.06,0,440.73,0.11,254.88,20.69,259.4,30.04,3.13,26.58,47.77,42,0
1,1,10,45,2.99,0,375.71,0.109,271.95,20.7,256.8,30.21,3.2,24.65,47.87,43,0
1,1,11,0,2.92,0,355.27,0.106,263.69,20.71,256.2,30.29,3.4,25.62,48.02,44,0
1,1,11,15,2.86,0,384.41,0.107,259.91,20.72,253.93,30.39,3.47,25.15,48.35,45,0
1,1,11,30,2.79,0,383.16,0.109,241.56,20.65,255.07,30.34,3.6,25.48,48.1,46,0
1,1,11,45,2.73,0,377.6,0.107,250.38,20.67,254.27,30.39,3.53,26.15,48.24,47,0
1,1,12,0,2.67,0,368.19,0.109,257,20.67,253.2,30.49,3.27,26.24,48.2,48,0
1,1,12,15,2.61,0,330.87,0.109,267.64,20.8,249.8,30.71,3.4,25.92,48.35,49,0
1,1,12,30,2.55,0,315,0.11,230.01,20.65,246.53,30.92,3.4,25.1,48.74,50,0
1,1,12,45,2.5,0,328.31,0.109,226.61,20.76,253.27,30.44,3.4,25.05,48.1,51,0
1,1,13,0,2.45,0,304.82,0.108,222.46,20.69,247.2,30.92,3.33,25.61,48.82,52,0
1,1,13,15,2.4,0,275.11,0.109,220.44,20.7,250.47,30.67,3.67,25.19,48.68,53,0
1,1,13,30,2.35,0,186.53,0.106,219.92,20.7,243.13,31.22,81.27,25.82,49.16,54,0
1,1,13,45,2.31,0,160.77,0.107,228.33,20.77,241.8,31.33,111.33,25.7,49.41,55,0
1,1,14,0,2.28,0,157.61,0.108,210.7,20.49,241.47,31.35,109.8,25.43,49.33,56,0
1,1,14,15,2.26,0,153.89,0.107,223.9,20.77,239.4,31.53,108.8,24.77,49.63,57,0
1,1,14,30,2.23,0,135.85,0.107,223.54,20.54,239.27,31.53,106.07,24.61,49.73,58,0
1,1,14,45,2.2,0,122.93,0.11,208.89,20.74,236.2,31.75,105.4,25.45,49.84,59,0
1,1,15,0,2.18,0,95.23,0.109,197.23,20.73,238.8,31.56,105.27,25.07,49.74,60,0
1,1,15,15,2.16,0,78.85,0.109,185.06,20.53,240.8,31.43,105.2,24.95,49.57,61,0
1,1,15,30,2.15,0,48.95,0.108,196.2,20.86,237.47,31.69,102.27,25.78,49.93,62,0
1,1,15,45,2.13,0.58,31.28,0.107,184.05,20.85,237.4,31.74,103.13,25.57,49.73,63,0
1,1,16,0,2.12,1.3,27.83,0.109,172.21,20.65,237.6,31.74,103.73,24.99,49.86,64,0
1,1,16,15,2.11,1.64,30.19,0.108,183.42,20.67,242.53,31.36,104.07,25.23,49.58,65,0
1,1,16,30,2.09,0,53.04,0.109,182.95,20.56,237.73,31.7,104.53,25.14,49.7,66,0
1,1,16,45,2.08,0,62.73,0.109,177.8,20.6,240.93,31.49,105.8,24.34,49.66,67,0
1,1,17,0,2.07,0,78.61,0.109,189.91,20.61,241.8,31.44,105.4,26.29,49.56,68,0
1,1,17,15,2.05,0,76.53,0.108,173.41,20.62,242.67,31.37,104.47,24.86,49.59,69,0
1,1,17,30,2.03,0,95.87,0.107,192.07,20.56,241.4,31.46,107.27,25.97,49.5,70,0
1,1,17,45,2.01,0,80.38,0.108,196.6,20.75,240.67,31.51,105.73,25.21,49.65,71,0
1,1,18,0,1.99,0,82.33,0.108,174.11,20.9,243.4,31.33,106.47,26.13,49.57,72,0
1,1,18,15,1.97,0,72.33,0.109,183.59,20.64,242.2,31.44,105.73,24.72,49.47,73,0
1,1,18,30,1.96,0,47.44,0.11,184.65,20.48,267.87,31.69,95.47,25.38,49.7,74,0
1,1,18,45,1.94,0,73.99,0.109,178.26,20.74,276.2,31.41,94.4,25.26,49.32,75,0
1,1,19,0,1.93,0,88.93,0.107,173.12,20.67,276.33,31.37,95.33,25.49,49.31,76,0
1,1,19,15,1.91,0,71.96,0.109,180.69,21.35,273.4,31.43,94,24.9,49.49,77,0
1,1,19,30,1.9,0,76.48,0.11,185.65,21.5,273.8,31.5,94.33,25.51,49.55,78,0
1,1,19,45,1.88,0,82.56,0.105,184.12,21.77,276.07,31.33,95.13,25.2,49.37,79,0
1,1,20,0,1.86,0,80.59,0.107,177.16,21.76,275.73,31.32,97.13,25.21,49.34,80,0
1,1,20,15,1.84,0,80.53,0.109,178.75,21.62,276,31.32,96.4,25.22,49.35,81,0
1,1,20,30,1.83,0,84.77,0.105,164.44,21.67,261.87,31.18,97.2,25.54,49.29,82,0
1,1,20,45,1.81,108.75,18.19,0.106,162.86,21.68,252.8,31.74,259.13,24.56,51.18,83,0
1,1,21,0,1.81,222.12,0,0.108,196.79,21.8,250.53,31.92,379.53,7.58,52,84,0
1,1,21,15,1.84,253.53,0,0.108,186.74,22.05,249.4,32.01,377.27,0.28,51.95,85,0
1,1,21,30,1.87,241.61,0,0.107,183.86,22.16,248,32.07,342.67,0.07,51.51,86,0
1,1,21,45,1.9,199.41,0,0.107,189.08,22.29,252,31.78,316.53,0,51.28,87,0
1,1,22,0,1.92,245.66,0,0.108,172.92,22.01,247.07,32.21,315.2,0,51.47,88,0
1,1,22,15,1.95,256.27,0,0.108,191.61,22.11,249.07,32.05,318,0,51.59,89,0
1,1,22,30,1.98,316.64,0,0.107,183.29,22.1,241.2,32.62,371.13,0,52.37,90,0
1,1,22,45,2.02,332.43,0,0.107,156.01,21.49,242.6,32.56,369.27,0,52.59,91,0
1,1,23,0,2.06,325.61,0,0.103,151.21,18.7,240.4,32.71,367.6,0,52.66,92,0
1,1,23,15,2.1,338.97,0,0.105,162.11,18.66,240.27,32.73,367.53,0,52.63,93,0
1,1,23,30,2.15,361.35,0,0.109,147.63,18.44,238.93,32.81,366.73,0,52.73,94,0
1,1,23,45,2.19,392.31,0,0.105,141.96,18.18,235.87,33.11,364.53,0,53,95,0
1,2,0,0,2.24,411.8,0,0.107,154.47,17.96,231.4,33.38,362.87,0,53.24,96,0
1,2,0,15,2.29,427.53,0,0.109,151.18,18.01,232.13,33.39,362.07,0,53.35,97,0
1,2,0,30,2.34,438.55,0,0.109,124.51,18.23,230.33,33.51,360.73,0,53.31,98,0
1,2,0,45,2.4,456.11,0,0.109,126.15,18.12,227,33.73,359,0,53.69,99,0
1,2,1,0,2.45,431.23,0,0.109,121.44,18.15,230.2,33.59,359,0,53.59,100,0
1,2,1,15,2.51,427.81,0,0.109,129.15,18.12,225.73,33.9,359.4,0,53.67,101,0
1,2,1,30,2.57,438.57,0,0.108,125.45,18.12,226.87,33.88,357,0,53.78,102,0
1,2,1,45,2.62,454.19,0,0.105,108.25,18.16,226.87,33.95,359.4,0,53.76,103,0
1,2,2,0,2.68,449.75,0,0.107,114.32,18.16,242.4,34.07,357.2,0,54.02,104,0
1,2,2,15,2.74,463.07,0,0.105,120.46,18.13,240.13,34.24,355.87,0,54.1,105,0
1,2,2,30,2.8,452.37,0,0.107,129.17,18.12,238.73,34.36,355.13,0,54.07,106,0
1,2,2,45,2.86,444.15,0,0.105,133.06,18.07,240.27,34.24,357.53,0,53.9,107,0
1,2,3,0,2.92,446.01,0,0.105,123.81,18.16,242.4,34.09,356.13,0,53.82,108,0
1,2,3,15,2.98,461.7,0,0.103,117.2,18.04,237.07,34.48,354,0,54.16,109,0
1,2,3,30,3.03,462.52,0,0.106,118.1,18.1,236.6,34.54,350.13,0,54.35,110,0
1,2,3,45,3.09,467.78,0,0.106,103.49,18.2,237.73,34.48,352.87,0,54.19,111,0
1,2,4,0,3.15,435.04,0,0.103,117.47,17.91,237.67,34.44,336.8,0,54.03,112,0
1,2,4,15,3.21,344.81,0,0.103,123.3,18.17,249.33,34.18,238.67,0,52.97,113,0
1,2,4,30,3.25,315.01,0,0.105,116.1,18.12,266.27,33.78,177.33,0,52.06,114,0
1,2,4,45,3.29,296.04,0,0.109,104.56,18.12,265.73,33.78,177.6,0,52.16,115,0
1,2,5,0,3.33,293.31,0,0.108,114.12,18.13,263.47,33.95,176.73,0,52.32,116,0
1,2,5,15,3.36,310.04,0,0.107,110.28,18.07,264.8,33.83,176.33,0,52.23,117,0
1,2,5,30,3.4,182.78,0,0.107,112.55,18.05,271.47,33.24,91.27,0,51.17,118,0
1,2,5,45,3.42,237.99,0,0.108,122.18,18.99,261.93,33.79,143.4,0,51.84,119,0
1,2,6,0,3.45,215.96,0,0.105,155.08,20.65,263.87,33.46,131.53,0,51.71,120,0
1,2,6,15,3.47,159.28,0,0.108,149.01,20.69,268.27,33.46,86,0,51.31,121,0
1,2,6,30,3.49,121.53,0,0.105,132.72,20.59,271.47,33.2,87.53,18.36,51.31,122,0
1,2,6,45,3.49,102.43,0,0.106,123.99,20.67,269.13,33.35,87.87,25.63,51.41,123,0
1,2,7,0,3.5,79.27,0,0.107,146.48,20.45,272.87,33.05,90.33,26.17,51.18,124,0
1,2,7,15,3.51,28.69,1.11,0.104,159.65,20.48,220,33.28,132.93,24.54,51.5,125,0
1,2,7,30,3.5,3.71,34.25,0.104,185.12,20.48,199.6,33.03,153.27,26.9,51.56,126,0
1,2,7,45,3.49,0,97.18,0.105,215.27,20.54,202.73,32.82,155,25.26,51.09,127,0
1,2,8,0,3.47,0,170.67,0.101,223.2,20.46,211.4,32.31,155.8,25.78,50.86,128,0
1,2,8,15,3.44,0,240.79,0.101,225.32,19.57,214.93,32.07,107.87,24.82,50.13,129,0
1,2,8,30,3.4,0,274.15,0.102,234.84,20.46,222.07,31.64,99.73,26.56,49.84,130,0
1,2,8,45,3.36,0,310.95,0.1,258.71,20.67,223.67,31.55,103.2,25.87,49.61,131,0
1,2,9,0,3.3,0,335.21,0.101,277.96,20.61,230.2,31.1,104.33,25.79,49.29,132,0
1,2,9,15,3.25,0,448.49,0.102,285.47,20.65,242.53,30.21,10.93,25.72,48.02,133,0
1,2,9,30,3.18,0,465.61,0.101,281.63,20.68,244.73,30.05,3.6,25.22,47.73,134,0
1,2,9,45,3.1,0,467.01,0.101,272.34,20.64,245.33,29.99,3.4,25.08,47.47,135,0
1,2,10,0,3.03,0,470.01,0.101,275.56,20.69,247.87,29.79,3.4,23.38,47.41,136,0
1,2,10,15,2.95,0,468.46,0.102,265.94,20.67,246.73,29.86,3.8,21.12,47.39,137,0
1,2,10,30,2.88,0,448.31,0.1,259.49,20.67,246.73,29.87,3.47,23.37,47.63,138,0
1,2,10,45,2.82,0,416.62,0.1,249.22,20.71,245.53,29.93,3.47,25.59,47.79,139,0
1,2,11,0,2.75,0,363.29,0.1,261.53,20.65,243.27,30.16,3.33,25.57,48.18,140,0
1,2,11,15,2.68,0,365.01,0.102,241.84,20.69,239.73,30.37,3.53,25.49,47.97,141,0
1,2,11,30,2.62,0,377.07,0.101,252.22,20.75,239.4,30.4,3.8,25.76,48.12,142,0
1,2,11,45,2.56,0,355.37,0.101,251.37,20.62,240,30.5,3.6,25.71,48.27,143,0
1,2,12,0,2.5,0,333.73,0.101,237.16,20.73,260.53,30.54,3.53,25.69,48.29,144,0
1,2,12,15,2.45,0,331.26,0.1,227.28,20.71,257.73,30.76,3.2,24.95,48.57,145,0
1,2,12,30,2.39,0,348.28,0.103,226.57,20.76,263.13,30.33,3.47,25.46,48.18,146,0
1,2,12,45,2.34,0,311.63,0.101,224.65,20.68,259.67,30.61,3.6,25.01,48.43,147,0
1,2,13,0,2.29,0,292.15,0.101,210.21,20.63,258.47,30.7,3.6,25.61,48.67,148,0
1,2,13,15,2.24,0,275.46,0.101,226.43,20.63,256.6,30.82,3.47,25.51,48.6,149,0
1,2,13,30,2.2,0,266.69,0.101,220,20.66,257.13,30.77,3.47,25.49,48.61,150,0
1,2,13,45,2.15,0,236.59,0.103,217.63,20.72,255.13,30.93,3.2,26.17,48.56,151,0
1,2,14,0,2.11,0,172.93,0.101,220.49,20.71,251.87,31.24,105.33,25.01,49.17,152,0
1,2,14,15,2.08,0,152.19,0.102,218.73,20.67,258.8,31.33,110.87,25.03,49.33,153,0
1,2,14,30,2.05,0,136.91,0.101,208.88,20.64,268.8,31.24,109,25.73,49.4,154,0
1,2,14,45,2.03,0,98.57,0.101,206.39,20.76,266.27,31.41,107.87,25.77,49.52,155,0
1,2,15,0,2.01,0,84.73,0.101,215.67,20.72,267.53,31.29,107.2,25.47,49.37,156,0
1,2,15,15,1.99,0,58.55,0.101,191.12,20.56,266.33,31.38,105.07,25.02,49.51,157,0
1,2,15,30,1.97,0,50.74,0.101,192.39,20.72,264.2,31.48,107.13,25.57,49.61,158,0
1,2,15,45,1.96,0,40.79,0.102,190.52,20.89,263.8,31.53,105.47,25.48,49.61,159,0
1,2,16,0,1.95,0,52.85,0.1,173.53,20.78,264.13,31.5,105.2,24.86,49.52,160,0
1,2,16,15,1.94,0,42.67,0.103,169.57,20.69,263.53,31.52,104.33,25.78,49.62,161,0
1,2,16,30,1.92,0,42.64,0.101,185.35,20.81,265.4,31.39,105.33,25.87,49.54,162,0
1,2,16,45,1.91,2.31,43.35,0.1,179.25,20.67,264.2,31.48,138.07,25.88,50.03,163,0
1,2,17,0,1.9,14.86,8.11,0.1,180.09,20.67,266.47,31.29,205.27,26.61,50.01,164,0
1,2,17,15,1.89,65.64,0,0.102,169.54,20.73,260.13,31.64,271.73,25.1,50.93,165,0
1,2,17,30,1.89,81.73,0,0.102,185.33,20.54,243.13,31.33,316.6,25.25,50.86,166,0
1,2,17,45,1.9,73.97,0,0.1,183.56,20.59,241.87,31.39,316.13,26.01,50.81,167,0
1,2,18,0,1.9,94.91,0,0.101,207.77,20.67,239.2,31.6,315.47,25.22,50.91,168,0
1,2,18,15,1.91,108.9,0,0.101,202.51,21.62,235.73,31.81,315.93,25.46,50.99,169,0
1,2,18,30,1.91,95.92,0,0.103,171.82,21.59,238.13,31.69,317.33,25.4,50.87,170,0
1,2,18,45,1.92,95.97,0,0.1,191.64,21.52,240.87,31.54,314,25.29,50.95,171,0
1,2,19,0,1.93,85.07,0,0.101,183.68,21.67,238.2,31.69,317.27,25.29,50.93,172,0
1,2,19,15,1.93,67.56,0,0.104,187.56,21.49,238.47,31.53,318.6,23.89,50.8,173,0
1,2,19,30,1.93,59.07,0,0.103,178.72,21.73,236.8,31.5,316.93,25.54,50.89,174,0
1,2,19,45,1.94,27.19,2.03,0.106,183.8,21.76,239.93,31.56,318.47,24.56,50.82,175,0
1,2,20,0,1.94,63.61,0.58,0.105,184.4,21.47,240.4,31.53,341.8,26.11,51.16,176,0
1,2,20,15,1.94,107.21,0,0.104,186.06,21.77,238.4,31.71,363.67,24.87,51.53,177,0
1,2,20,30,1.95,112.09,0,0.107,174.3,21.76,239.87,31.6,363.4,25.26,51.49,178,0
1,2,20,45,1.96,132.13,0,0.107,179.1,21.88,238.87,31.69,362.07,25.71,51.55,179,0
1,2,21,0,1.97,218.11,0,0.105,191.49,21.54,276.13,32.26,357.53,4.97,51.89,180,0
1,2,21,15,1.99,251.79,0,0.104,185.55,21.73,287.8,32.22,356.73,0.27,51.96,181,0
1,2,21,30,2.03,291.91,0,0.103,185.35,21.89,285.53,32.44,354,0.06,52.18,182,0
1,2,21,45,2.06,278.25,0,0.106,177.34,21.45,288.33,32.19,355.67,0,51.93,183,0
1,2,22,0,2.09,306.33,0,0.105,187.79,21.74,282.13,32.65,352.73,0,52.27,184,0
1,2,22,15,2.13,318.29,0,0.103,183.85,21.67,282.73,32.56,354.13,0,52.3,185,0
1,2,22,30,2.17,318.71,0,0.102,176.83,21.9,279.07,32.84,353.4,0,52.42,186,0
1,2,22,45,2.21,334.49,0,0.103,157.68,18.95,277.87,32.94,361.27,0,52.73,187,0
1,2,23,0,2.25,331.45,0,0.103,162.17,18.07,276.8,32.99,373.27,0,52.79,188,0
1,2,23,15,2.29,332.95,0,0.105,166.81,18.1,275.73,33.05,372.73,0,52.82,189,0
1,2,23,30,2.33,376.01,0,0.107,160.2,17.98,271.8,33.32,369.73,0,53.14,190,0
1,2,23,45,2.38,409.48,0,0.106,157.89,18.08,267.13,33.71,367,0,53.48,191,0
1,3,0,0,2.44,405.27,0,0.105,196.12,17.96,270.87,33.44,366.93,0,53.26,192,0
1,3,0,15,2.49,421.16,0,0.105,211.96,18.08,265.67,33.8,366.27,0,53.41,193,0
1,3,0,30,2.54,425.21,0,0.105,203.28,18.19,267.67,33.65,362.8,0,53.49,194,0
1,3,0,45,2.6,359.71,0,0.105,192.91,18.01,231.53,33.22,339,0,52.95,195,0
1,3,1,0,2.64,320.27,0,0.104,195.09,18.07,239,33.16,337.87,0,52.71,196,0
1,3,1,15,2.68,322.96,0,0.101,174.16,18.2,239.67,33.12,339,0,52.64,197,0
1,3,1,30,2.72,351.99,0,0.103,183.51,18.12,236.67,33.37,336.47,0,52.88,198,0
1,3,1,45,2.76,340.47,0,0.101,183.17,18.14,238.87,33.24,335.8,0,52.9,199,0
1,3,2,0,2.8,322.48,0,0.104,192.24,18.1,236.4,33.41,336.27,0,53,200,0
1,3,2,15,2.85,318.43,0,0.101,174.58,17.9,239.73,33.22,337.07,0,52.73,201,0
1,3,2,30,2.88,288.65,0,0.104,175.44,18.05,239.13,33.24,338.93,0,52.74,202,0
1,3,2,45,2.92,343.18,0,0.1,161.63,18.18,237.33,33.39,335.13,0,53.03,203,0
1,3,3,0,2.96,328.66,0,0.101,163.17,17.95,237.13,33.4,335,0,53.07,204,0
1,3,3,15,3,330.34,0,0.101,180.54,18.17,237.33,33.4,336,0,53.04,205,0
1,3,3,30,3.04,348.49,0,0.103,159.61,18.05,234.27,33.65,348.47,0,53.31,206,0
1,3,3,45,3.08,361.55,0,0.102,163.25,18.12,231.4,33.88,357.87,0,53.61,207,0
1,3,4,0,3.13,346.45,0,0.104,182.41,18.09,234.07,33.7,360.6,0,53.41,208,0
1,3,4,15,3.17,329.61,0,0.101,192.51,18.19,231.2,33.91,360.87,0,53.51,209,0
1,3,4,30,3.21,351.56,0,0.101,175,18.19,239.4,33.77,357.53,0,53.67,210,0
1,3,4,45,3.26,365.69,0,0.1,173.88,17.95,243.27,33.82,353.8,0,53.72,211,0
1,3,5,0,3.3,352.23,0,0.1,162.85,18.16,240.27,34.02,354.53,0,53.77,212,0
1,3,5,15,3.35,355.47,0,0.101,158.64,18.06,238.6,34.16,355.6,0,53.82,213,0
1,3,5,30,3.39,310.33,0,0.1,156.6,18.22,243.8,33.8,355.93,0,53.56,214,0
1,3,5,45,3.43,285.39,0,0.101,180.71,19.03,240.53,33.73,356.13,0,53.62,215,0
1,3,6,0,3.46,243.11,0,0.101,198.64,21.27,239.8,33.7,361.27,0,53.48,216,0
1,3,6,15,3.49,195.55,0,0.101,201.47,21.27,248.27,33.44,344.13,0,53.04,217,0
1,3,6,30,3.52,27.49,1.97,0.101,200.08,21.15,249,33.35,194.47,17.65,51.63,218,0
1,3,6,45,3.52,0,136.2,0.1,206.25,21.22,252.93,32.69,35.53,26.85,50.54,219,0
1,3,7,0,3.49,0,229.61,0.1,195.65,21.22,247.67,32.48,3.73,25.7,50.24,220,0
1,3,7,15,3.45,0,245.81,0.101,205.34,21.52,251.33,32.21,3.47,26.34,50.14,221,0
1,3,7,30,3.42,0,281.05,0.101,220.49,21.75,255.87,31.86,3.53,25.56,49.54,222,0
1,3,7,45,3.37,0,303.86,0.101,258.03,20.46,260.8,31.4,3.47,25.82,49.29,223,0
1,3,8,0,3.32,0,342.63,0.1,252.49,21.78,252,31.37,3.33,25.8,49.14,224,0
1,3,8,15,3.26,0,341.14,0.101,252.28,21.98,251.33,31.41,3.8,26.27,49.2,225,0
1,3,8,30,3.21,0,357.64,0.1,238.45,21.95,256.2,31.03,3.4,24.26,48.72,226,0
1,3,8,45,3.15,0,358.23,0.102,247.81,21.76,255.67,31.07,3.47,25.57,48.85,227,0
1,3,9,0,3.1,0,367,0.1,283.57,22.03,256.47,30.97,3.8,25.59,48.64,228,0
1,3,9,15,3.04,0,379.29,0.1,263.47,22,256.47,30.97,3.47,26.93,48.54,229,0
1,3,9,30,2.98,0,394.67,0.1,264.94,21.98,261.2,30.62,3.4,25.65,48.29,230,0
1,3,9,45,2.92,0,378.59,0.101,263.92,22,260.27,30.65,3.53,25.12,48.36,231,0
1,3,10,0,2.86,0,368.2,0.1,284.62,21.97,262.47,30.52,3.93,25,48.31,232,0
1,3,10,15,2.8,0,333.42,0.1,276.63,21.93,255.07,31.03,3.67,26,48.87,233,0
1,3,10,30,2.74,0,324.08,0.101,274.25,22.06,258.2,30.82,3.8,25.9,48.9,234,0
1,3,10,45,2.69,0,336.73,0.1,271.83,22,258.33,30.8,3.73,25.78,48.44,235,0
1,3,11,0,2.64,0,317.51,0.1,243.53,22.07,258.93,30.75,3.53,25.66,48.54,236,0
1,3,11,15,2.58,0,254.85,0.1,248.47,21.98,247.33,30.84,3.6,24.88,48.78,237,0
1,3,11,30,2.53,0,284.77,0.1,245.56,21.95,250,30.59,3.67,24.15,48.24,238,0
1,3,11,45,2.47,0,242.63,0.101,251.32,22.27,248.27,30.72,3.53,25.62,48.81,239,0
1,3,12,0,2.42,0,273.44,0.101,222.32,22.25,247.27,30.82,3.53,24.64,48.52,240,0
1,3,12,15,2.37,0,288.2,0.101,213.06,22.15,253.87,30.33,3.33,26.28,48.22,241,0
1,3,12,30,2.32,0,285.35,0.101,238.65,21.8,247.67,30.8,3.47,26.3,48.46,242,0
1,3,12,45,2.27,0,284.48,0.101,222.53,21.77,250.13,30.63,3.53,25.19,48.51,243,0
1,3,13,0,2.21,0,298.55,0.101,220.61,21.62,250,30.61,3.47,25.53,48.24,244,0
1,3,13,15,2.16,0,168.64,0.102,218.32,21.21,253.87,31.12,147.53,25.18,49.44,245,0
1,3,13,30,2.13,0,146.47,0.1,208.07,21.28,260.2,31.33,142.87,26.12,49.48,246,0
1,3,13,45,2.1,0,153.83,0.102,199.07,21.18,264.13,31.28,135.8,25.75,49.28,247,0
1,3,14,0,2.07,0,166.85,0.101,213.27,21.12,269.2,30.87,142.93,25.75,48.97,248,0
1,3,14,15,2.04,0,125.15,0.101,207.24,21.29,265.6,31.14,140.53,24.35,49.14,249,0
1,3,14,30,2.01,0,109.71,0.1,196.73,21.39,264.27,31.24,138.4,26.19,49.56,250,0
1,3,14,45,1.99,0,97.37,0.1,195.44,21.26,263.27,31.33,137.47,25.29,49.61,251,0
1,3,15,0,1.96,0,88.29,0.101,191.78,21.18,263.33,31.31,138.87,25.64,49.39,252,0
1,3,15,15,1.95,0,92.55,0.1,184.34,21.13,261.6,31.41,140.2,24.75,49.46,253,0
1,3,15,30,1.93,0,62.59,0.101,182.69,20.9,264.33,31.2,138.47,25.68,49.54,254,0
1,3,15,45,1.91,2.65,26.56,0.1,176.72,20.1,261.33,31.46,138.4,25.33,49.63,255,0
1,3,16,0,1.9,0,57.53,0.1,170.98,20.37,261.6,31.41,136.33,25.76,49.52,256,0
1,3,16,15,1.88,0,43.93,0.1,173.35,20.24,263.53,31.23,137.93,25.73,49.54,257,0
1,3,16,30,1.87,0,43.59,0.1,190.52,20.1,260.07,31.51,138,24.67,49.59,258,0
1,3,16,45,1.86,121.29,15.91,0.101,170.5,20.28,260.53,31.52,278.2,25.25,50.76,259,0
1,3,17,0,1.87,171.49,0,0.101,174.41,20.29,259,31.62,367.47,25.44,51.48,260,0
1,3,17,15,1.88,169.55,0,0.1,178.82,20.29,258.73,31.65,354.33,26.81,51.37,261,0
