month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu,month_day_hour_min,truth
4,17,1,0,2.75,219.19,0,1.177,397.37,22.63,258,32.95,171.33,0,51.24,10176,0
4,17,1,15,2.78,219.72,0,1.244,403.34,22.72,258,32.94,171.8,0,51.29,10177,0
4,17,1,30,2.8,264.09,0,1.315,382.52,22.73,256.4,33.07,192.93,0,51.57,10178,0
4,17,1,45,2.84,359.04,0,1.385,372.9,22.8,248.87,33.67,289.8,0,52.99,10179,0
4,17,2,0,2.88,372.72,0,1.457,364.33,22.8,247.2,33.8,296.4,0,53.01,10180,0
4,17,2,15,2.93,385.47,0,1.529,363.02,22.69,246.87,33.88,294.07,0,53.1,10181,0
4,17,2,30,2.98,390.67,0,1.601,360.1,22.66,245.73,33.93,303.27,0,53.15,10182,0
4,17,2,45,3.03,380.35,0,1.672,349.61,22.8,245.27,34.01,328.87,0,53.41,10183,0
4,17,3,0,3.08,385.75,0,1.743,347.58,22.78,246.2,33.94,327.73,0,53.56,10184,0
4,17,3,15,3.13,416.62,0,1.815,349.44,22.61,240.67,34.36,323.13,0,53.88,10185,0
4,17,3,30,3.19,361.88,0,1.887,343.09,22.71,245.33,34,252.87,0,52.8,10186,0
4,17,3,45,3.24,329.91,0,1.957,341.89,22.71,244.67,34.03,218.93,0,52.63,10187,0
4,17,4,0,3.28,372.4,0,2.027,345.09,22.74,241.6,34.31,259.33,0,53.12,10188,0
4,17,4,15,3.33,372.63,0,2.1,341.04,22.82,243.33,34.16,258.8,0,53.1,10189,0
4,17,4,30,3.38,377.67,0,2.169,null,23.06,242.6,34.26,255.53,0,53.29,10190,0
4,17,4,45,3.43,366.18,0,2.243,null,24.05,241,34.35,259.13,0,53.15,10191,0
4,17,5,0,3.47,365.45,0,2.33,null,24.35,242.2,34.3,257.27,0,53.18,10192,0
4,17,5,15,3.52,363.28,0,2.415,null,24.24,243.33,34.24,257.47,0,53.1,10193,0
4,17,5,30,3.57,362.93,0,2.502,null,24.24,242.47,34.31,254.6,0,53.27,10194,0
4,17,5,45,3.61,350.99,0,2.591,null,24.17,243.53,34.23,254.4,0,53.22,10195,0
4,17,6,0,3.66,355.92,0,2.677,null,24.25,241.47,34.41,253.93,0,53.24,10196,0
4,17,6,15,3.7,351.02,0,2.763,null,24.24,239.13,34.57,253.93,0,53.36,10197,0
4,17,6,30,3.75,338.44,0,2.851,null,24.29,242.4,34.36,265.27,0,53.46,10198,0
4,17,6,45,3.79,384.75,0,2.921,null,21.74,237.33,34.76,320.67,0,54.31,10199,0
4,17,7,0,3.84,390.55,0,2.93,null,19.67,232.53,35.07,332.67,0,54.63,10200,0
4,17,7,15,3.89,366.95,0,2.93,null,19.88,237,34.78,336.93,0,54.44,10201,0
4,17,7,30,3.94,264.99,0,2.93,null,20.39,248.27,33.94,345.07,7.96,53.48,10202,0
4,17,7,45,3.97,96.44,12.83,2.93,null,19.12,248.93,33.69,241.27,13.43,52.36,10203,0
4,17,8,0,3.98,0,218.17,2.91,null,19.07,257.87,32.69,62,12.18,49.95,10204,0
4,17,8,15,3.94,0,271.85,2.87,null,17.64,267.67,32.31,73.4,11.61,49.82,10205,0
4,17,8,30,3.89,0,327.93,2.819,null,16,268,31.84,74.27,10.41,49.13,10206,0
4,17,8,45,3.84,0,385.27,2.733,null,15.88,234.07,31.36,74.53,9.79,49,10207,0
4,17,9,0,3.78,0,416.9,2.625,null,15.89,238.27,31.08,74.4,9.34,48.56,10208,0
4,17,9,15,3.71,0,457.45,2.509,null,14.74,243.13,30.67,75,7.92,48.15,10209,0
4,17,9,30,3.63,0,467.07,2.387,null,13.46,245.93,30.47,76.8,8.09,48.02,10210,0
4,17,9,45,3.55,0,507,2.264,null,16.12,251.67,30.05,121.4,7.4,46.97,10211,0
4,17,10,0,3.47,0,515.18,2.146,null,15.35,253.87,29.84,130.8,6.85,47.05,10212,0
4,17,10,15,3.4,0,290.79,2.033,null,20.61,239.4,31.51,232.13,8.3,50.45,10213,0
4,17,10,30,3.35,0,124.23,1.976,null,24.07,243.2,32.39,357.13,8.98,52.13,10214,0
4,17,10,45,3.33,0,110.2,1.947,null,24.24,241.73,32.56,355.8,9.47,52.22,10215,0
4,17,11,0,3.3,0,43.35,1.911,null,24.22,239.93,32.7,350.8,3.2,52.54,10216,0
4,17,11,15,3.29,0,210.66,1.871,null,24.56,247.53,32.12,184.53,0.27,50.36,10217,0
4,17,11,30,3.25,0,185.57,1.836,null,24.71,249,32.03,172.4,0.06,50.25,10218,0
4,17,11,45,3.22,0,177.75,1.799,null,25.38,247.67,32.12,171.93,0,50.39,10219,0
4,17,12,0,3.19,0,161.45,1.775,null,25.74,247.87,32.1,171.47,0,50.48,10220,0
4,17,12,15,3.15,0,134.93,1.77,null,25.77,245.8,32.33,171.47,0,50.63,10221,0
4,17,12,30,3.13,0,111.88,1.77,null,25.72,245,32.34,171.47,0,50.68,10222,0
4,17,12,45,3.1,0,91.15,1.77,null,25.99,242.47,32.53,170.8,0,50.99,10223,0
4,17,13,0,3.09,0,71.32,1.77,null,25.84,244.07,32.41,171.53,0,50.86,10224,0
4,17,13,15,3.07,44.08,33.62,1.77,null,25.08,240.13,32.71,227.4,0,51.56,10225,0
4,17,13,30,3.06,140.19,0,1.768,null,23.76,240.47,32.68,353.6,0,52.37,10226,0
4,17,13,45,3.07,159.67,0,1.753,null,23.78,238.87,32.86,350.6,0,52.41,10227,0
4,17,14,0,3.09,156.69,0,1.735,null,23.79,237.8,32.94,351.87,0,52.49,10228,0
4,17,14,15,3.1,100.65,5.07,1.711,null,23.84,241.73,32.63,262.47,0,51.29,10229,0
4,17,14,30,3.11,12.97,2.46,1.683,null,23.89,240.47,32.71,170.8,0,50.97,10230,0
4,17,14,45,3.1,4.09,6.9,1.661,null,23.86,238.13,33.03,171.47,0,51.49,10231,0
4,17,15,0,3.09,213.69,0,1.646,null,23.73,258.53,33.12,348.67,0,52.84,10232,0
4,17,15,15,3.11,235.63,0,1.623,null,23.8,255,33.41,347.2,0,53.01,10233,0
4,17,15,30,3.14,225.21,0,1.599,null,23.71,255.47,33.35,348,0,52.87,10234,0
4,17,15,45,3.17,125.59,0,1.575,null,23.8,264.47,32.65,205.53,0,51.22,10235,0
4,17,16,0,3.18,93.79,0,1.563,null,23.8,262.93,32.75,170.6,0,51.13,10236,0
4,17,16,15,3.19,114.01,0,1.55,null,23.77,258.07,33.14,169.73,0,51.56,10237,0
4,17,16,30,3.19,113.27,0,1.537,null,23.05,259.93,32.97,171.47,0,51.35,10238,0
4,17,16,45,3.2,235.06,0,1.517,null,22.83,256.6,33.22,305.4,0,52.55,10239,0
4,17,17,0,3.23,270.84,0,1.497,null,22.64,253.87,33.46,346.47,0,53.29,10240,0
4,17,17,15,3.26,261.91,0,1.479,null,22.8,253.67,33.48,348.6,0,53.17,10241,0
4,17,17,30,3.29,244.32,0,1.463,null,22.78,255.93,33.27,349.07,0,52.95,10242,0
4,17,17,45,3.32,255.62,0,1.443,null,22.85,252.6,33.5,347.07,0,53.22,10243,0
4,17,18,0,3.35,237.21,0,1.421,null,22.74,254.87,33.33,347.4,0,53.01,10244,0
4,17,18,15,3.38,250.97,0,1.403,null,22.76,253,33.46,348.8,0,53,10245,0
4,17,18,30,3.41,244.55,0,1.385,null,22.57,254.2,33.41,346.93,0,53.05,10246,0
4,17,18,45,3.44,227.23,0,1.355,null,21.83,254.53,33.34,348.47,0,52.89,10247,0
4,17,19,0,3.47,236.93,0,1.319,null,21.76,251.6,33.58,347,0,53.14,10248,0
4,17,19,15,3.49,218.11,0,1.285,null,21.82,251.87,33.56,347.47,0,53.29,10249,0
4,17,19,30,3.52,217.55,0,1.247,null,21.77,250.27,33.68,346.93,0,53.2,10250,0
4,17,19,45,3.54,165.71,0,1.211,null,21.84,256.87,33.18,349.87,0,52.79,10251,0
4,17,20,0,3.56,143.22,0,1.175,null,21.76,253.6,33.42,350.73,0,52.78,10252,0
4,17,20,15,3.57,152.49,0,1.141,null,21.77,255.67,33.31,346.07,0,53.05,10253,0
4,17,20,30,3.59,129.94,0,1.104,null,21.82,253.73,33.39,349.27,0,53.12,10254,0
4,17,20,45,3.6,93.75,0.87,1.069,null,21.73,255.6,33.3,312.67,0,52.58,10255,0
4,17,21,0,3.6,57.19,0,1.034,null,21.75,255.33,33.28,271.27,0,52.3,10256,0
4,17,21,15,3.61,48.71,0,1.001,null,21.82,252.4,33.35,271.07,0,52.25,10257,0
4,17,21,30,3.61,52.57,0.05,0.967,null,21.7,249.8,33.2,269.47,0,52.23,10258,0
4,17,21,45,3.61,45.86,0.05,0.934,null,21.67,255.8,33.16,260.13,0,52.07,10259,0
4,17,22,0,3.61,67.22,0,0.898,null,21.85,252.33,33.48,240,0,52.05,10260,0
4,17,22,15,3.61,119.65,0,0.866,null,21.78,252.27,33.47,242.87,0,52.04,10261,0
4,17,22,30,3.62,138.15,0,0.838,null,21.74,253.67,33.39,240.53,0,52.07,10262,0
4,17,22,45,3.64,151.67,0,0.818,null,21.68,251,33.59,243.53,0,52.05,10263,0
4,17,23,0,3.65,164.35,0,0.799,null,21.8,253,33.47,240.53,0,52.2,10264,0
4,17,23,15,3.67,202.31,0,0.781,null,21.76,244.6,34.1,242.47,0,52.36,10265,0
4,17,23,30,3.69,206.02,0,0.765,null,21.65,248.73,33.79,238.73,0,52.48,10266,0
4,17,23,45,3.71,226.71,0,0.755,null,21.71,247.2,33.9,239.4,0,52.48,10267,0
4,18,0,0,3.74,160.01,0,0.767,null,23.12,250.93,33.6,200.87,0,51.95,10268,0
4,18,0,15,3.76,149.31,0,0.832,null,23.93,253.4,33.43,170.93,0,51.72,10269,0
4,18,0,30,3.77,224.92,0,0.901,null,23.62,247.27,33.93,168.07,0,52.38,10270,0
4,18,0,45,3.8,239.2,0,0.971,null,23.71,246.8,33.99,166.93,0,52.27,10271,0
4,18,1,0,3.82,239.97,0,1.041,null,23.77,250.53,33.67,168.67,0,52.11,10272,0
4,18,1,15,3.85,192.03,0,1.109,null,23.86,250.4,33.65,116.4,0,51.81,10273,0
4,18,1,30,3.87,214.28,0,1.183,null,24.22,248.6,33.82,91.8,0,51.96,10274,0
4,18,1,45,3.9,225.06,0,1.26,null,24.31,247.67,33.86,109.47,0,52.03,10275,0
4,18,2,0,3.92,160.93,0,1.337,null,25.23,247.2,33.9,48.33,0,51.86,10276,0
4,18,2,15,3.94,88.11,0,1.421,null,25.72,250.47,33.67,6,0,51.74,10277,0
4,18,2,30,3.94,132.86,0,1.519,null,25.75,252.33,33.49,5.6,0,51.19,10278,0
4,18,2,45,3.96,133.73,0,1.619,null,25.66,251.2,33.6,6,0,51.37,10279,0
4,18,3,0,3.97,109.41,0,1.716,null,25.65,251.53,33.61,6.13,0,51.44,10280,0
4,18,3,15,3.98,176.89,0,1.813,null,25.91,249.67,33.76,53.13,0,51.82,10281,0
4,18,3,30,3.99,209.63,0,1.912,null,25.71,243.13,34.24,90.07,0,51.94,10282,0
4,18,3,45,4.01,206.88,0,2.009,null,25.75,250.67,33.65,88.47,0,51.78,10283,0
4,18,4,0,4.04,147.91,0,2.108,null,25.76,249.13,33.78,16.53,0,51.63,10284,0
4,18,4,15,4.05,128.08,0,2.203,null,25.67,247.13,33.91,6.33,0,51.79,10285,0
4,18,4,30,4.06,163.83,0,2.301,null,25.73,246.6,33.98,62.87,0,51.98,10286,0
4,18,4,45,4.08,204,0,2.399,null,25.76,247.6,33.93,89.07,0,52.02,10287,0
4,18,5,0,4.1,178.44,0,2.493,null,25.78,245.07,34.14,88.47,0,52.07,10288,0
4,18,5,15,4.12,181.01,0,2.593,null,25.77,246.73,33.94,87.73,0,52.01,10289,0
4,18,5,30,4.13,181.18,0,2.689,null,25.75,246.27,34.01,88.4,0,52.03,10290,0
4,18,5,45,4.15,176.84,0,2.787,null,25.73,247.33,33.95,85.07,0,52.08,10291,0
4,18,6,0,4.17,71.91,0.19,2.883,null,25.8,227.13,33.97,48.87,0,51.93,10292,0
4,18,6,15,4.18,13.36,3.14,2.979,null,25.48,227.8,33.6,52.33,0,51.35,10293,0
4,18,6,30,4.17,7.27,12.49,3.055,null,16.86,241.8,33.63,63.6,0,51.44,10294,0
4,18,6,45,4.16,7.57,4.62,3.088,null,17.84,256.27,33.28,64.87,0,51.2,10295,0
4,18,7,0,4.15,8.38,1.83,3.079,null,19.86,250.93,33.66,63.73,0,51.52,10296,0
4,18,7,15,4.15,0.34,12.87,3.044,null,19.79,254.6,33.38,63.67,0,51.12,10297,0
4,18,7,30,4.14,0,105.75,3.013,null,20.91,252.53,33.57,62.07,8.23,50.88,10298,0
4,18,7,45,4.11,0,184.94,3.007,null,20.18,256.53,33.15,62.07,13.13,50.65,10299,0
4,18,8,0,4.07,0,217.58,2.988,null,20.46,253.2,33.05,61.73,13.29,50.6,10300,0
4,18,8,15,4.04,0,256.85,2.961,null,19.93,263.73,32.52,62.6,12.39,50.12,10301,0
4,18,8,30,3.99,0,274.17,2.917,null,17.46,266.27,32.4,65,11.4,49.72,10302,0
4,18,8,45,3.94,0,323.49,2.852,null,18.17,253.87,32.02,63.53,10.69,49.53,10303,0
4,18,9,0,3.89,0,388.55,2.773,null,16.32,234.87,31.24,65.27,9.22,48.8,10304,0
4,18,9,15,3.82,0,419.85,2.678,null,15.7,240.47,30.86,65.27,9.46,48.39,10305,0
4,18,9,30,3.75,0,470.57,2.577,null,16.53,243.07,30.63,81.2,8.34,48.11,10306,0
4,18,9,45,3.67,0,510.07,2.487,null,18.46,251.27,30.02,151.4,7.02,46.82,10307,0
4,18,10,0,3.59,0,539.39,2.407,null,18.5,255.87,29.65,150.8,7.09,46.52,10308,0
4,18,10,15,3.5,0,544.55,2.325,null,17.69,259,29.39,153,6.44,46.38,10309,0
4,18,10,30,3.42,0,543.89,2.233,null,17.99,261.87,29.17,150.8,6.08,46.1,10310,0
4,18,10,45,3.33,0,546.49,2.149,null,17.37,260.47,29.21,152.93,5.88,46.04,10311,0
4,18,11,0,3.24,0,500.18,2.065,null,17.33,252.13,29.84,113.93,2.11,46.9,10312,0
4,18,11,15,3.17,0,249.67,1.99,null,20.61,228.6,31.57,187.4,0.26,50.07,10313,0
4,18,11,30,3.12,0,188.75,1.931,275.63,21.67,226.53,31.78,267.27,0.05,50.65,10314,0
4,18,11,45,3.09,0,176.36,1.881,268.85,21.71,223.73,31.96,258.93,0,50.91,10315,0
4,18,12,0,3.05,0,140.93,1.837,266.01,21.78,222.27,32.1,254.53,0,51.07,10316,0
4,18,12,15,3.02,0,111.74,1.791,254.29,21.78,221.53,32.16,254.47,0,51.14,10317,0
4,18,12,30,3,0,71.77,1.752,264.36,21.65,220.8,32.25,253.67,0,51.1,10318,0
4,18,12,45,2.98,0,54.45,1.715,261.71,21.76,221.07,32.24,250.67,0,51.21,10319,0
4,18,13,0,2.97,0,43.74,1.676,269.06,21.8,221.67,32.24,251.73,0,51.13,10320,0
4,18,13,15,2.95,11.82,9.94,1.639,256.66,21.78,249.53,32.5,247.33,0,51.47,10321,0
4,18,13,30,2.94,30.53,0,1.605,244.79,21.64,256.8,32.33,249.27,0,51.19,10322,0
4,18,13,45,2.93,43.79,0,1.572,247.08,21.76,254.07,32.55,246.2,0,51.46,10323,0
4,18,14,0,2.93,44.03,0,1.539,253.81,21.7,254,32.5,248.07,0,51.25,10324,0
4,18,14,15,2.93,39.45,0,1.505,243.78,21.77,251.73,32.69,249.53,0,51.32,10325,0
4,18,14,30,2.92,26.81,0.48,1.472,239.91,21.71,254.87,32.46,249.13,0,51.21,10326,0
4,18,14,45,2.92,86.15,0,1.437,245.67,21.83,251.73,32.68,246.53,0,51.48,10327,0
4,18,15,0,2.92,87.14,0,1.403,241.72,21.82,247.47,32.82,246.73,0,51.5,10328,0
4,18,15,15,2.93,79.68,0,1.371,247.41,22.03,238.8,32.73,227.53,0,51.33,10329,0
4,18,15,30,2.93,92.97,0,1.343,267.96,22.28,242.4,32.48,224.53,0,51.31,10330,0
4,18,15,45,2.94,96.6,0,1.32,266.31,22.21,242.4,32.48,226.73,0,51.11,10331,0
4,18,16,0,2.94,86.63,0,1.3,259.44,22.28,244.07,32.35,227.07,0,51.03,10332,0
4,18,16,15,2.95,115.46,0,1.285,250.33,22.15,243.27,32.48,227.13,0,51.12,10333,0
4,18,16,30,2.96,122.87,0,1.263,232.56,21.79,247.93,32.49,219.73,0,51.19,10334,0
4,18,16,45,2.97,123.78,0,1.237,241.83,22.02,250.87,32.55,213.2,0,51.27,10335,0
4,18,17,0,2.98,124.81,0,1.216,261.11,22.38,253.6,32.57,215.33,0,51.22,10336,0
4,18,17,15,2.98,116.75,0,1.199,253.89,22.25,251.13,32.73,215.53,0,51.24,10337,0
4,18,17,30,2.99,110.35,0,1.187,262.31,22.29,251.6,32.67,215.67,0,51.25,10338,0
4,18,17,45,3,113.23,0,1.173,251.65,22.3,251.33,32.71,213.93,0,51.43,10339,0
4,18,18,0,3.01,106,0,1.163,249.48,22.24,248.53,32.86,218.87,0,51.24,10340,0
4,18,18,15,3.02,39.45,132.82,1.149,213.76,21.04,255.93,32.27,161.13,0,49.88,10341,0
4,18,18,30,3,0,339.85,1.134,232.83,21.75,255.73,30.95,233.27,0,47.36,10342,0
4,18,18,45,2.94,0,344.72,1.115,233.16,21.65,250.13,30.92,234.2,0,47.37,10343,0
4,18,19,0,2.88,0,367.09,1.099,231.78,21.59,256.07,30.48,232.27,0,46.96,10344,0
4,18,19,15,2.83,0,384.02,1.076,231.49,21.66,260.53,30.06,232.47,0,46.9,10345,0
4,18,19,30,2.76,0,397.42,1.051,231.71,21.48,254.53,30.2,232.07,0,46.84,10346,0
4,18,19,45,2.69,0,411.09,1.029,229.1,21.52,254.33,30.06,229.93,0,46.39,10347,0
4,18,20,0,2.63,0,413.05,1.015,229.45,21.58,256.4,29.68,230.33,0,46.5,10348,0
4,18,20,15,2.56,0,428.49,1.001,211.27,21.04,255.87,29.65,211.87,0,46.32,10349,0
4,18,20,30,2.49,0,414.15,0.97,173.68,20.4,254.47,29.76,175.4,0,46.91,10350,0
4,18,20,45,2.42,0,395.39,0.931,171.89,19.86,253.07,29.9,172.8,0,47.06,10351,0
4,18,21,0,2.35,0,412.37,0.892,169.3,19.73,257.47,29.54,169.6,0,46.52,10352,0
4,18,21,15,2.29,32.79,97.66,0.862,230.38,21.37,233.8,31.32,240.33,0,50.46,10353,0
4,18,21,30,2.26,88.05,0,0.854,229.29,21.75,233.6,31.94,379.87,0,51.77,10354,0
4,18,21,45,2.27,121.69,0,0.844,235.21,22.14,240.33,31.76,376.07,0,51.88,10355,0
4,18,22,0,2.27,137.93,0,0.84,252.42,22.7,238.73,31.98,349.07,0,51.77,10356,0
4,18,22,15,2.29,159.76,0,0.84,270.77,22.16,238.07,32,321.87,0,51.46,10357,0
4,18,22,30,2.3,195.27,0,0.84,253.93,22.24,236.2,32.16,318.47,0,51.48,10358,0
4,18,22,45,2.32,203.46,0,0.84,239.86,21.24,237.73,32.04,310.2,0,51.54,10359,0
4,18,23,0,2.34,175.35,4.58,0.84,220.28,21.25,235.73,32.22,268.13,0,51.06,10360,0
4,18,23,15,2.36,349.25,0,0.84,205.97,21.26,233.27,32.88,431.47,0,53.63,10361,0
4,18,23,30,2.4,378.9,0,0.84,223.38,21.18,247.67,33.07,437.47,0,53.95,10362,0
4,18,23,45,2.44,404.33,0,0.84,183.01,21.27,242.73,33.55,433.6,0,54.11,10363,0
4,19,0,0,2.5,334.05,0,0.86,325.56,22.24,247.47,33.15,328.93,0,52.61,10364,0
4,19,0,15,2.53,286.02,0,0.933,380.19,24.52,248.2,33.05,268.07,0,51.93,10365,0
4,19,0,30,2.57,301.89,0,1.011,394.64,23.87,246.93,33.14,242.67,0,51.71,10366,0
4,19,0,45,2.6,317.67,0,1.092,381.1,24.92,252.4,32.77,236.93,0,51.54,10367,0
4,19,1,0,2.64,328.17,0,1.17,380.64,24.96,245.33,33.27,234.33,0,51.9,10368,0
4,19,1,15,2.68,333.77,0,1.255,381.24,24.88,248.4,33.05,233.33,0,51.88,10369,0
4,19,1,30,2.72,327.41,0,1.337,387.21,24.59,247.27,33.16,232.47,0,51.99,10370,0
4,19,1,45,2.76,340.99,0,1.42,375.78,25.1,246,33.24,229.2,0,52.1,10371,0
4,19,2,0,2.8,336.52,0,1.505,381.94,24.85,249.73,32.9,233.4,0,51.88,10372,0
4,19,2,15,2.85,346.73,0,1.587,378,25.07,244.67,33.33,228.87,0,52.2,10373,0
4,19,2,30,2.89,325.91,0,1.671,378.88,25.12,244.6,33.33,230.47,0,52.14,10374,0
4,19,2,45,2.93,326.59,0,1.755,356.58,24.88,242.47,33.48,247.8,0,52.23,10375,0
4,19,3,0,2.97,366.27,0,1.84,358.22,24.78,245.53,33.24,246.67,0,52.39,10376,0
4,19,3,15,3.01,359.13,0,1.923,363.4,24.8,236.2,33.9,249.33,0,52.46,10377,0
4,19,3,30,3.06,365.54,0,2.006,360.23,24.74,240.87,33.57,247.27,0,52.41,10378,0
4,19,3,45,3.1,371.14,0,2.092,358.57,25.25,233.93,34.15,246.47,0,52.73,10379,0
4,19,4,0,3.14,369.55,0,2.176,368.4,25.54,240.2,33.7,245.73,0,52.59,10380,0
4,19,4,15,3.19,371.72,0,2.259,358,25.83,236.07,34.02,243.33,0,52.77,10381,0
4,19,4,30,3.24,371.77,0,2.343,358.54,25.76,242.27,33.99,242.27,0,52.76,10382,0
4,19,4,45,3.28,348.96,0,2.429,368.8,25.56,245.6,33.86,244.53,0,52.76,10383,0
4,19,5,0,3.33,294.93,0,2.519,387.24,24.89,250.67,33.47,254.27,0,52.03,10384,0
4,19,5,15,3.36,306.58,0,2.61,394.55,24.21,246.33,33.81,244.53,0,52.6,10385,0
4,19,5,30,3.4,327.35,0,2.699,394.93,24.28,251,33.56,242.2,0,52.64,10386,0
4,19,5,45,3.44,311.14,0,2.789,391.52,24.56,253,33.72,225.27,0,52.49,10387,0
4,19,6,0,3.47,295.43,0,2.879,395.17,24.31,249.93,33.95,226,0,52.48,10388,0
4,19,6,15,3.51,295.61,0,2.968,396.29,24.16,252.27,33.82,251.93,0,52.82,10389,0
4,19,6,30,3.54,255.34,0,3.056,402.65,23.14,253.6,33.68,269.47,0,52.63,10390,0
4,19,6,45,3.57,279.23,0,3.127,288.23,22.78,251.73,33.78,298.67,0,53.06,10391,0
4,19,7,0,3.6,323.1,0,3.139,186.85,21.72,250.87,33.87,398.4,0,54.23,10392,0
4,19,7,15,3.64,255.49,0,3.135,199.78,20.52,252.07,33.77,374.53,0,53.66,10393,0
4,19,7,30,3.68,1.83,198.06,3.125,97.2,20.05,259.53,32.29,15.87,6.48,50.05,10394,0
4,19,7,45,3.64,0,324.41,3.099,39.82,19.95,235.6,31.63,40.47,11.18,49.19,10395,0
4,19,8,0,3.59,0,354.76,3.063,40.87,18.12,239.27,31.28,41.53,10.4,49.14,10396,0
4,19,8,15,3.53,0,365.83,3.015,41.21,16.4,244.73,31.07,42.67,9.3,48.63,10397,0
